"","Symbol","P_counts","P_study_names","AdjP_counts","AdjP_study_names","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","P_value_study_count","AdjP_value_study_count"
"11532","HSF1",11,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSzeroALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwentyFourAll obermoser4BaselineVSzeroAll rusch",3,"goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll",0,0,3,7,0,1,0,3,2
"11533","TRAPPC11",3,"obermoser1BaseVSsevenALL obermoser4BaselineVSfortyEightAll rusch",1,"obermoser1BaseVSsevenALL",0,0,0,2,0,1,0,2,1
"11534","ATP5A1",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,1,0
"11535","CDK13",5,"obermoser1BaseVSoneALL obermoser2BaselineVSsevenAll obermoser3BaselineVSthreeAll obermoser4BaselineVSnineAll rusch",0,"",0,0,0,4,0,1,0,2,0
"11536","DNAJC15",5,"meaburn2 obermoser1BaseVStwentyEightALL obermoser3BaselineVStwentyEightAll rusch larocca",0,"",0,1,0,2,0,1,1,4,0
"11537","RNF11",16,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVStenALL obermoser1BaseVStwentyOneALL obermoser3BaselineVSpoint5All obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVSzeroAll rusch",9,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",0,0,5,10,0,1,0,3,2
"11538","MTMR6",10,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSthreeAll obermoser4BaselineVStwentyFourAll rusch",3,"goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll",0,0,3,6,0,1,0,3,2
"11539","CALM1",7,"meaburn2 goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSzeroALL obermoser3BaselineVSoneAll obermoser4BaselineVSnineAll",1,"obermoser1BaseVSoneALL",0,1,2,4,0,0,0,3,1
"11540","EHD1",6,"meaburn2 goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser3BaselineVStenAll dusek",2,"goschNineHrMain goschTwelveHrMain",0,1,3,1,1,0,0,4,1
"11541","NUP210",7,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSnineAll obermoser4BaselineVSone",4,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSnineAll",0,0,4,3,0,0,0,2,2
"11542","MRPL52",9,"goschEighteenHrMain goschNineHrMain goschTwelveHrMain obermoser2BaselineVSsevenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSthreeAll obermoser4BaselineVStwentyFourAll",1,"goschTwelveHrMain",0,0,3,6,0,0,0,2,1
"11543","TSEN54",2,"obermoser4BaselineVSfifteenAll rusch",0,"",0,0,0,1,0,1,0,2,0
"11544","PTMA",12,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain obermoser3BaselineVSpoint5All obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVStwelveAll obermoser4BaselineVSzeroAll rusch",2,"goschFifteenHrMain goschNineHrMain",0,0,3,8,0,1,0,3,1
"11545","MAVS",2,"obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",0,"",0,0,0,2,0,0,0,1,0
"11546","UBA7",1,"obermoser3BaselineVStwentyEightAll",0,"",0,0,0,1,0,0,0,1,0
"11547","HMBS",8,"goschNineHrMain obermoser1BaseVSoneALL obermoser1BaseVStenALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",2,"goschNineHrMain obermoser4BaselineVSfifteenAll",0,0,1,7,0,0,0,2,2
"11548","IDNK",13,"goschEighteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSfourteenALL obermoser3BaselineVSpoint5All obermoser3BaselineVSsevenAll obermoser3BaselineVSzeroAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",6,"goschEighteenHrMain goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVStwelveAll",0,0,4,9,0,0,0,2,2
"11549","NUTM2B-AS1",1,"rusch",0,"",0,0,0,0,0,1,0,1,0
"11550","FAM49B",6,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,6,0,0,0,0,1,1
"11551","MAF1",10,"meaburn2 goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser1BaseVStwentyEightALL obermoser3BaselineVSpoint5All obermoser4BaselineVSfifteenAll obermoser4BaselineVSsixAll obermoser4BaselineVStwelveAll",3,"goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll",0,1,3,6,0,0,0,3,2
"11552","NUTF2",7,"obermoser1BaseVStwentyEightALL obermoser2BaselineVSzeroAll obermoser3BaselineVSzeroAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSzeroAll",0,"",0,0,0,7,0,0,0,1,0
"11553","PRPF8",9,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,5,4,0,0,0,2,1
"11554","EPHB6",6,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVStwentyOneALL",5,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,1,0,0,0,2,1
"11555","MBD2",7,"meaburn2 goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser3BaselineVStwentyEightAll rusch",4,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL",0,1,3,2,0,1,0,4,2
"11556","TINF2",2,"obermoser1BaseVStwentyEightALL obermoser4BaselineVSnineAll",0,"",0,0,0,2,0,0,0,1,0
"11557","SLC39A6",8,"meaburn2 obermoser1BaseVSsevenALL obermoser2BaselineVSsevenAll obermoser3BaselineVStenAll obermoser3BaselineVSthreeAll obermoser3BaselineVSzeroAll obermoser4BaselineVSfifteenAll rusch",1,"obermoser1BaseVSsevenALL",0,1,0,6,0,1,0,3,1
"11558","EIF5",17,"meaburn1 meaburn2 goschNineHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSsevenALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser2BaselineVSsevenAll obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll rusch",1,"goschNineHrMain",0,2,1,13,0,1,0,4,1
"11559","DLGAP4",6,"obermoser1BaseVStenALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser3BaselineVSsevenAll dusek rusch",0,"",0,0,0,4,1,1,0,3,0
"11560","ENTPD1-AS1",2,"meaburn2 goschNineHrMain",1,"goschNineHrMain",0,1,1,0,0,0,0,2,1
"11561","CDK19",13,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser2BaselineVSsevenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVSzeroAll",6,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSnineAll",0,0,6,7,0,0,0,2,2
"11562","STX6",14,"meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser3BaselineVSsevenAll obermoser3BaselineVSzeroAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll rusch",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,1,5,7,0,1,0,4,1
"11563","SMAP2",14,"meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschThreeHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser3BaselineVSpoint5All obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSone obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",5,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll",0,1,6,7,0,0,0,3,2
"11564","PSMC4",6,"obermoser1BaseVSsevenALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyEightALL obermoser3BaselineVStenAll obermoser3BaselineVStwentyEightAll obermoser4BaselineVSone",1,"obermoser1BaseVSsevenALL",0,0,0,6,0,0,0,1,1
"11565","RCSD1",6,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSthreeALL obermoser4BaselineVSthreeAll rusch",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,3,2,0,1,0,3,1
"11566","MPC1",4,"obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVStwentyEightALL obermoser3BaselineVSsevenAll",0,"",0,0,0,4,0,0,0,1,0
"11567","ANKRD28",7,"meaburn2 goschNineHrMain goschTwelveHrMain obermoser3BaselineVSpoint5All obermoser3BaselineVSthreeAll obermoser4BaselineVSzeroAll rusch",1,"goschNineHrMain",0,1,2,3,0,1,0,4,1
"11568","TPT1",3,"obermoser1BaseVSsevenALL obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",1,"obermoser1BaseVSsevenALL",0,0,0,3,0,0,0,1,1
"11569","RAB3GAP1",3,"obermoser3BaselineVSthreeAll obermoser4BaselineVSthreeAll rusch",0,"",0,0,0,2,0,1,0,2,0
"11570","RAB28",6,"meaburn2 obermoser1BaseVSsevenALL obermoser3BaselineVStenAll obermoser4BaselineVSthreeAll obermoser4BaselineVSzeroAll rusch",1,"obermoser1BaseVSsevenALL",0,1,0,4,0,1,0,3,1
"11571","ARFRP1",6,"meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain rusch",2,"goschNineHrMain goschTwelveHrMain",0,1,4,0,0,1,0,3,1
"11572","SURF6",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,1,1
"11573","RPL31",9,"meaburn1 meaburn2 goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",2,"goschTwelveHrMain obermoser4BaselineVSfifteenAll",0,2,2,5,0,0,0,3,2
"11574","DTD1",2,"goschThreeHrMain obermoser3BaselineVStenAll",0,"",0,0,1,1,0,0,0,2,0
"11575","IDE",7,"meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain obermoser2BaselineVSsevenAll obermoser3BaselineVSsevenAll rusch",0,"",0,1,3,2,0,1,0,4,0
"11576","ATXN10",9,"goschTwelveHrMain obermoser2BaselineVSsevenAll obermoser2BaselineVSzeroAll obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll rusch",0,"",0,0,1,7,0,1,0,3,0
"11577","GPSM3",4,"meaburn2 goschNineHrMain goschTwelveHrMain obermoser1BaseVStwentyOneALL",2,"goschNineHrMain goschTwelveHrMain",0,1,2,1,0,0,0,3,1
"11578","TUBD1",5,"meaburn1 meaburn2 obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll rusch",1,"obermoser4BaselineVSfifteenAll",0,2,0,2,0,1,0,3,1
"11579","TTC16",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,1,0
"11580","UAP1",5,"obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVSthreeALL obermoser3BaselineVSsevenAll rusch",2,"obermoser1BaseVSoneALL obermoser3BaselineVSsevenAll",0,0,0,4,0,1,0,2,1
"11581","MBD5",13,"meaburn2 goschEighteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSzeroALL obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVSzeroAll rusch",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,1,4,7,0,1,0,4,1
"11582","LYZ",6,"goschEighteenHrMain obermoser1BaseVSsevenALL obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSthirtySixAll rusch",1,"obermoser1BaseVSsevenALL",0,0,1,4,0,1,0,3,1
"11583","C12orf29",0,"",0,"",0,0,0,0,0,0,0,0,0
"11584","CD24",1,"rusch",0,"",0,0,0,0,0,1,0,1,0
"11585","SGPP1",7,"meaburn2 obermoser1BaseVSsevenALL obermoser1BaseVStwentyOneALL obermoser2BaselineVSzeroAll obermoser4BaselineVSnineAll obermoser4BaselineVSzeroAll rusch",0,"",0,1,0,5,0,1,0,3,0
"11586","ITGB3BP",4,"meaburn2 obermoser1BaseVSsevenALL obermoser4BaselineVSnineAll rusch",0,"",0,1,0,2,0,1,0,3,0
"11587","PGM2",5,"meaburn2 goschTwelveHrMain obermoser1BaseVSsevenALL obermoser3BaselineVSzeroAll rusch",0,"",0,1,1,2,0,1,0,4,0
"11588","CASP6",5,"goschNineHrMain goschSixHrMain goschThreeHrMain obermoser1BaseVSsevenALL rusch",1,"goschNineHrMain",0,0,3,1,0,1,0,3,1
"11589","GOLPH3L",8,"goschSixHrMain obermoser1BaseVStwentyEightALL obermoser3BaselineVSthreeAll obermoser3BaselineVStwentyEightAll obermoser3BaselineVSzeroAll obermoser4BaselineVSnineAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",1,"obermoser4BaselineVSthirtySixAll",0,0,1,7,0,0,0,2,1
"11590","CHD4",8,"goschSixHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser3BaselineVSpoint5All obermoser4BaselineVSnineAll obermoser4BaselineVStwelveAll dusek rusch",0,"",0,0,1,5,1,1,0,4,0
"11591","USP1",10,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwentyoneHrMain obermoser1BaseVSsevenALL obermoser3BaselineVSthreeAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVStwelveAll rusch",2,"goschNineHrMain obermoser4BaselineVSfifteenAll",0,0,4,5,0,1,0,3,2
"11592","HSPA14",6,"meaburn2 obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVStwentyEightALL rusch",0,"",0,1,0,4,0,1,0,3,0
"11593","HIST1H2AC",5,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,0,0,0,0,1,1
"11594","ETS1",15,"meaburn1 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVSzeroALL obermoser2BaselineVSsevenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVStwentyFourAll rusch",4,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL",0,1,5,8,0,1,0,4,2
"11595","OPA1",8,"meaburn2 goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser1BaseVSthreeALL obermoser4BaselineVSzeroAll rusch",3,"goschNineHrMain goschSixHrMain obermoser1BaseVSsevenALL",0,1,3,3,0,1,0,4,2
"11596","TES",7,"obermoser1BaseVSoneALL obermoser1BaseVStenALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyOneALL obermoser3BaselineVSoneAll obermoser4BaselineVSfortyEightAll rusch",0,"",0,0,0,6,0,1,0,2,0
"11597","G3BP2",13,"obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVSzeroALL obermoser2BaselineVSzeroAll obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVSzeroAll rusch",1,"obermoser1BaseVSsevenALL",0,0,0,12,0,1,0,2,1
"11598","ACAT1",2,"obermoser3BaselineVSsevenAll rusch",0,"",0,0,0,1,0,1,0,2,0
"11599","ELAC2",9,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSoneALL obermoser1BaseVStenALL obermoser1BaseVSzeroALL",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,6,3,0,0,0,2,1
"11600","NR1D2",16,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSoneALL obermoser1BaseVStwentyEightALL obermoser3BaselineVSpoint5All obermoser3BaselineVSthreeAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll rusch",5,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,6,9,0,1,0,3,1
"11601","ADAT1",7,"goschNineHrMain obermoser1BaseVSfourteenALL obermoser1BaseVStwentyOneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",1,"goschNineHrMain",0,0,1,6,0,0,0,2,1
"11602","BTLA",9,"meaburn2 goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser3BaselineVSsevenAll obermoser4BaselineVSone obermoser4BaselineVSthreeAll rusch",2,"goschNineHrMain goschTwelveHrMain",0,1,3,4,0,1,0,4,1
"11603","CYFIP1",14,"goschEighteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser1BaseVSzeroALL obermoser3BaselineVSoneAll obermoser3BaselineVSthreeAll obermoser3BaselineVStwentyEightAll obermoser3BaselineVSzeroAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwentyFourAll",2,"goschNineHrMain obermoser1BaseVSsevenALL",0,0,3,11,0,0,0,2,2
"11604","TCEANC2",10,"goschThreeHrMain obermoser1BaseVSsevenALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll rusch",1,"obermoser4BaselineVSthirtySixAll",0,0,1,8,0,1,0,3,1
"11605","ORC2",2,"meaburn1 rusch",0,"",0,1,0,0,0,1,0,2,0
"11606","HNRNPH1",16,"meaburn1 meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyEightALL obermoser3BaselineVStenAll obermoser4BaselineVSsixAll obermoser4BaselineVStwentyFourAll rusch",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,2,5,8,0,1,0,4,1
"11607","THAP9-AS1",3,"goschSixHrMain goschTwelveHrMain rusch",0,"",0,0,2,0,0,1,0,2,0
"11608","GPX4",3,"obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",0,"",0,0,0,3,0,0,0,1,0
"11609","PTGS2",13,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSsevenALL obermoser2BaselineVSsevenAll obermoser3BaselineVSsevenAll obermoser3BaselineVSthreeAll obermoser4BaselineVSnineAll obermoser4BaselineVSzeroAll rusch",7,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser4BaselineVSnineAll",0,0,6,6,0,1,0,3,2
"11610","SLC35F6",2,"meaburn2 rusch",0,"",0,1,0,0,0,1,0,2,0
"11611","DNAJB2",11,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVStenALL obermoser1BaseVStwentyEightALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",3,"goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll",0,0,3,8,0,0,0,2,2
"11612","CCDC167",11,"meaburn2 goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser3BaselineVSsevenAll obermoser3BaselineVStenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwentyFourAll",4,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser4BaselineVSnineAll",0,1,2,8,0,0,0,3,2
"11613","HNRNPK",10,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSsevenALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser2BaselineVSsevenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll rusch",3,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL",0,0,2,7,0,1,0,3,2
"11614","MUT",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,1,0
"11615","RPL10",13,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVStwentyOneALL obermoser3BaselineVSoneAll obermoser3BaselineVSpoint5All obermoser3BaselineVSsevenAll obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSzeroAll",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,8,0,0,0,2,1
"11616","ARRB1",8,"goschTwelveHrMain obermoser1BaseVStwentyOneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSone obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwentyFourAll dusek",0,"",0,0,1,6,1,0,0,3,0
"11617","SERGEF",5,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser4BaselineVStwentyFourAll",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,4,1,0,0,0,2,1
"11618","DIAPH2",3,"obermoser1BaseVSsevenALL obermoser3BaselineVStenAll obermoser3BaselineVStwentyEightAll",0,"",0,0,0,3,0,0,0,1,0
"11619","TRIM24",12,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSthreeALL obermoser1BaseVStwentyOneALL obermoser2BaselineVSsevenAll obermoser3BaselineVSsevenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVStwelveAll rusch",2,"goschNineHrMain goschTwelveHrMain",0,0,2,9,0,1,0,3,1
"11620","KIAA0430",5,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,0,0,0,0,1,1
"11621","FGR",12,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,4,8,0,0,0,2,1
"11622","RPS3",8,"meaburn1 goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVStwelveAll",1,"goschTwelveHrMain",0,1,2,5,0,0,0,3,1
"11623","GSDMD",5,"goschFifteenHrMain obermoser1BaseVSoneALL obermoser1BaseVStenALL obermoser3BaselineVSpoint5All obermoser4BaselineVSthirtySixAll",0,"",0,0,1,4,0,0,0,2,0
"11624","SCARB2",2,"goschNineHrMain obermoser4BaselineVSsixAll",0,"",0,0,1,1,0,0,0,2,0
"11625","HACD4",2,"rusch larocca",0,"",0,0,0,0,0,1,1,2,0
"11626","TMEM2",5,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",5,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,0,0,0,0,1,1
