"","Symbol","P_counts","P_study_names","AdjP_counts","AdjP_study_names","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","karlovich","P_value_study_count","AdjP_value_study_count"
"518","AC068282",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"519","FKBP5",15,"gomez goschNineHrMain goschSixHrMain goschThreeHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser3BaselineVSpoint5All obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",8,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser3BaselineVSpoint5All obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",1,0,4,10,0,0,0,0,3,2
"520","AGFG1",11,"gomez goschNineHrMain obermoser1BaseVSoneALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyEightALL obermoser2BaselineVSsevenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll rusch karlovich_14d karlovich_28d",2,"obermoser1BaseVSoneALL rusch",1,0,1,6,0,1,0,2,5,3
"521","RP11-269F20",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"522","CARD6",4,"gomez goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL",2,"goschNineHrMain goschTwelveHrMain",1,0,2,1,0,0,0,0,3,1
"523","GOLGA1",6,"gomez goschSixHrMain goschThreeHrMain obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwentyFourAll",1,"goschSixHrMain",1,0,2,3,0,0,0,0,3,1
"524","TMEM144",6,"gomez goschSixHrMain obermoser3BaselineVSoneAll obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVStwentyFourAll",1,"obermoser4BaselineVSfifteenAll",1,0,1,4,0,0,0,0,3,1
"525","KIAA1468",3,"gomez goschSixHrMain goschThreeHrMain",1,"goschSixHrMain",1,0,2,0,0,0,0,0,2,1
"526","PHACTR2-AS1",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"527","TRMT61A",10,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSoneALL rusch karlovich2",2,"goschNineHrMain goschTwelveHrMain",1,0,5,2,0,1,0,1,5,2
"528","ZNF692",3,"gomez obermoser4BaselineVSfifteenAll karlovich_14d",1,"obermoser4BaselineVSfifteenAll",1,0,0,1,0,0,0,1,3,2
"529","SUCLG1",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"530","SNX24",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"531","LRRC3",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"532","IL1RL1",4,"gomez goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschSixHrMain",1,0,3,0,0,0,0,0,2,1
"533","ZNF70",5,"gomez goschEighteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain",2,"goschNineHrMain goschTwelveHrMain",1,0,4,0,0,0,0,0,2,1
"534","GATC",5,"gomez meaburn1 obermoser4BaselineVSthreeAll rusch karlovich_28d",0,"",1,1,0,1,0,1,0,1,5,1
"535","RP11-390F4",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"536","LINC00106",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"537","MFGE8",10,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSnineAll obermoser4BaselineVSthreeAll obermoser4BaselineVSzeroAll",5,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSnineAll",1,0,5,4,0,0,0,0,3,2
"538","GRK5",9,"gomez meaburn2 goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser3BaselineVStenAll obermoser4BaselineVSnineAll obermoser4BaselineVSthreeAll rusch",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",1,1,3,3,0,1,0,0,5,1
"539","FTL",9,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSthreeALL obermoser4BaselineVSfifteenAll",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",1,0,5,3,0,0,0,0,3,1
"540","EEF1D",14,"gomez goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVStwentyFourAll dusek karlovich_14d karlovich2",3,"goschSixHrMain obermoser1BaseVSsevenALL obermoser4BaselineVSnineAll",1,0,2,8,1,0,0,2,5,3
"541","CDC6",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"542","STS",7,"gomez meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",1,1,5,0,0,0,0,0,3,1
"543","CTD-2026K11",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"544","CEP131",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"545","ST13P15",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"546","ASB2",2,"gomez obermoser4BaselineVStwentyFourAll",0,"",1,0,0,1,0,0,0,0,2,0
"547","FIGNL1",10,"meaburn2 goschNineHrMain goschTwelveHrMain obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll obermoser4BaselineVSzeroAll rusch",1,"rusch",0,1,2,6,0,1,0,0,4,1
"548","ADCY3",4,"gomez goschSixHrMain goschTwelveHrMain karlovich2",0,"",1,0,2,0,0,0,0,1,3,1
"549","DPYD-AS2",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"550","SCLT1",20,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschThreeHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSthreeALL obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll rusch karlovich2",7,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSnineAll rusch",1,0,7,10,0,1,0,1,5,4
"551","AP003774",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"552","DARS-AS1",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"553","LLNLR-245B6",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"554","VMAC",7,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser4BaselineVSthreeAll",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,6,1,0,0,0,0,2,1
"555","FAM66D",3,"gomez goschFifteenHrMain goschTwelveHrMain",1,"goschTwelveHrMain",1,0,2,0,0,0,0,0,2,1
"556","ZNF181",5,"gomez goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll",4,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll",1,0,3,1,0,0,0,0,3,2
"557","ZFP90",7,"gomez goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSnineAll karlovich_14d karlovich2",1,"goschTwelveHrMain",1,0,2,2,0,0,0,2,4,2
"558","PDE6B",4,"gomez goschFifteenHrMain goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",1,0,3,0,0,0,0,0,2,1
"559","AC004980",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"560","RPL12P27",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"561","RP11-345P4",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"562","LINC00544",2,"gomez goschNineHrMain",1,"goschNineHrMain",1,0,1,0,0,0,0,0,2,1
"563","CTC-338M12",4,"gomez meaburn1 goschTwentyoneHrMain rusch",1,"rusch",1,1,1,0,0,1,0,0,4,1
"564","EFNA3",2,"gomez goschEighteenHrMain",0,"",1,0,1,0,0,0,0,0,2,0
"565","DLST",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"566","IL13RA1",11,"gomez meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser3BaselineVSzeroAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSone",5,"meaburn2 goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",1,1,5,4,0,0,0,0,4,2
"567","RP11-933H2",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"568","RP11-703I16",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"569","THTPA",3,"gomez goschEighteenHrMain goschNineHrMain",1,"goschNineHrMain",1,0,2,0,0,0,0,0,2,1
"570","HRASLS5",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"571","PDSS1",6,"obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSthreeAll rusch",0,"",0,0,0,5,0,1,0,0,2,0
"572","RP11-127B20",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"573","BTBD3",12,"gomez meaburn2 obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVStwentyEightALL obermoser3BaselineVSoneAll obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSthirtySixAll rusch",1,"rusch",1,1,0,9,0,1,0,0,4,1
"574","PDCL3",11,"gomez goschNineHrMain goschSixHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSoneALL obermoser1BaseVStenALL obermoser1BaseVSthreeALL obermoser1BaseVSzeroALL obermoser4BaselineVSsixAll obermoser4BaselineVSzeroAll rusch",3,"goschNineHrMain obermoser1BaseVSoneALL rusch",1,0,2,7,0,1,0,0,4,3
"575","GPR68",3,"gomez obermoser1BaseVSoneALL obermoser1BaseVStenALL",1,"obermoser1BaseVSoneALL",1,0,0,2,0,0,0,0,2,1
"576","GSTO1",8,"gomez goschNineHrMain goschTwelveHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSsevenALL obermoser3BaselineVSoneAll obermoser3BaselineVSthreeAll obermoser3BaselineVSzeroAll",2,"goschNineHrMain goschTwelveHrMain",1,0,2,5,0,0,0,0,3,1
"577","RP11-382A20",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"578","SLC8B1",5,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain",4,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain",1,0,4,0,0,0,0,0,2,1
"579","ACTR8",4,"gomez obermoser2BaselineVSsevenAll rusch karlovich2",0,"",1,0,0,1,0,1,0,1,4,1
"580","VPS72",9,"gomez obermoser1BaseVStwentyOneALL obermoser2BaselineVSzeroAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll",0,"",1,0,0,8,0,0,0,0,2,0
"581","CCNI2",7,"gomez goschFifteenHrMain goschNineHrMain goschSixHrMain goschThreeHrMain goschTwelveHrMain obermoser1BaseVSsevenALL",5,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL",1,0,5,1,0,0,0,0,3,2
"582","RP1-102H19",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"583","TMED8",6,"gomez goschNineHrMain obermoser4BaselineVSone obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwentyFourAll rusch",1,"goschNineHrMain",1,0,1,3,0,1,0,0,4,1
"584","DBF4",5,"gomez goschNineHrMain goschSixHrMain goschTwelveHrMain rusch",2,"goschNineHrMain goschTwelveHrMain",1,0,3,0,0,1,0,0,3,1
"585","FNTB",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"586","C3orf52",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"587","GSN-AS1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"588","ZNF439",8,"meaburn1 meaburn2 goschNineHrMain obermoser1BaseVSoneALL obermoser1BaseVSthreeALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSzeroAll rusch",4,"goschNineHrMain obermoser1BaseVSoneALL obermoser4BaselineVSfifteenAll rusch",0,2,1,4,0,1,0,0,4,3
"589","CTC-329D1",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"590","KPNA4",8,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain rusch karlovich2",4,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain rusch",1,0,5,0,0,1,0,1,4,3
"591","CYP2R1",10,"gomez meaburn1 meaburn2 goschSixHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSoneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll rusch",1,"goschSixHrMain",1,2,1,5,0,1,0,0,5,1
"592","PPIL1",5,"gomez goschNineHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll rusch",0,"",1,0,1,2,0,1,0,0,4,0
"593","RP11-217B7",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"594","RP11-573G6",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"595","RP11-214O1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"596","KPNA2",16,"gomez obermoser1BaseVSfourteenALL obermoser1BaseVSoneALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser3BaselineVSsevenAll obermoser3BaselineVSzeroAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll larocca",2,"obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll",1,0,0,14,0,0,1,0,3,1
"597","LINC00847",2,"goschNineHrMain rusch",1,"goschNineHrMain",0,0,1,0,0,1,0,0,2,1
"598","KLHL14",8,"gomez goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser3BaselineVSsevenAll rusch",4,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser3BaselineVSsevenAll",1,0,3,3,0,1,0,0,4,2
"599","ZNF835",3,"gomez goschSixHrMain goschThreeHrMain",0,"",1,0,2,0,0,0,0,0,2,0
"600","TMLHE",13,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll",7,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSnineAll",1,0,6,6,0,0,0,0,3,2
"601","IPPK",12,"goschSixHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser1BaseVSzeroALL obermoser2BaselineVSsevenAll obermoser3BaselineVSpoint5All obermoser3BaselineVSthreeAll obermoser3BaselineVSzeroAll",1,"goschSixHrMain",0,0,1,11,0,0,0,0,2,1
"602","RECQL4",2,"gomez goschNineHrMain",0,"",1,0,1,0,0,0,0,0,2,0
"603","PFDN5",12,"meaburn2 goschFifteenHrMain goschNineHrMain goschSixHrMain goschThreeHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser3BaselineVSoneAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVStwelveAll karlovich_28d karlovich2",6,"meaburn2 goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVStwelveAll karlovich2",0,1,6,3,0,0,0,2,4,4
"604","RETSAT",3,"goschTwelveHrMain obermoser4BaselineVSfifteenAll karlovich_14d",0,"",0,0,1,1,0,0,0,1,3,1
"605","LONP1",11,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSsevenALL obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSzeroAll karlovich_14d",4,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL",1,0,5,4,0,0,0,1,4,3
"606","RAD51",4,"gomez obermoser4BaselineVSfifteenAll obermoser4BaselineVSone obermoser4BaselineVSthreeAll",0,"",1,0,0,3,0,0,0,0,2,0
"607","CYB5RL",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,0,1,1
"608","SSFA2",6,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",1,0,5,0,0,0,0,0,2,1
