"","Symbol","P_counts","P_study_names","AdjP_counts","AdjP_study_names","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","karlovich","P_value_study_count","AdjP_value_study_count"
"10889","FAM168B",7,"goschSixHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSsevenALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser4BaselineVSsixAll obermoser4BaselineVStwentyFourAll",0,"",0,0,1,6,0,0,0,0,2,0
"10890","ATP5G3",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"10891","STAT4",1,"obermoser1BaseVSoneALL",1,"obermoser1BaseVSoneALL",0,0,0,1,0,0,0,0,1,1
"10892","RWDD4",7,"obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVSzeroALL obermoser3BaselineVSthreeAll obermoser4BaselineVSsixAll rusch karlovich_14d",1,"rusch",0,0,0,5,0,1,0,1,3,2
"10893","DCTN3",6,"obermoser1BaseVSfourteenALL obermoser1BaseVStenALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll",1,"obermoser4BaselineVSfifteenAll",0,0,0,6,0,0,0,0,1,1
"10894","NSMCE4A",8,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSzeroAll rusch",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,4,3,0,1,0,0,3,1
"10895","ALKBH1",13,"meaburn1 goschFifteenHrMain goschNineHrMain obermoser1BaseVSsevenALL obermoser1BaseVSzeroALL obermoser3BaselineVStenAll obermoser3BaselineVSthreeAll obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSone obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll karlovich_28d",2,"goschNineHrMain obermoser1BaseVSsevenALL",0,1,2,9,0,0,0,1,4,3
"10896","MIEN1",8,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser2BaselineVSsevenAll obermoser3BaselineVStenAll obermoser3BaselineVSthreeAll obermoser3BaselineVSzeroAll obermoser4BaselineVSone",2,"goschNineHrMain goschTwelveHrMain",0,0,3,5,0,0,0,0,2,1
"10897","SRSF8",6,"obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVStwentyOneALL obermoser4BaselineVSthirtySixAll rusch karlovich_14d",2,"obermoser1BaseVSsevenALL rusch",0,0,0,4,0,1,0,1,3,3
"10898","MTHFD1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"10899","RRN3P1",2,"goschNineHrMain goschTwelveHrMain",0,"",0,0,2,0,0,0,0,0,1,0
"10900","NUS1",12,"meaburn2 goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll rusch",4,"goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll rusch",0,1,3,7,0,1,0,0,4,3
"10901","EMC1",7,"meaburn2 goschNineHrMain goschTwelveHrMain obermoser2BaselineVSzeroAll obermoser3BaselineVSpoint5All obermoser3BaselineVStwentyEightAll obermoser4BaselineVSthreeAll",2,"goschNineHrMain goschTwelveHrMain",0,1,2,4,0,0,0,0,3,1
"10902","HLA-DRB6",1,"obermoser3BaselineVSpoint5All",0,"",0,0,0,1,0,0,0,0,1,0
"10903","ILF3",12,"meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL rusch karlovich_14d karlovich2",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,1,6,2,0,1,0,2,5,2
"10904","LIN7C",5,"meaburn2 goschNineHrMain goschSixHrMain obermoser1BaseVSoneALL rusch",2,"goschNineHrMain rusch",0,1,2,1,0,1,0,0,4,2
"10905","FBXO31",11,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSoneALL obermoser1BaseVStwentyOneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSzeroAll rusch",3,"goschNineHrMain goschTwelveHrMain rusch",0,0,3,7,0,1,0,0,3,2
"10906","JUNB",8,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVStwentyOneALL obermoser2BaselineVSsevenAll obermoser2BaselineVSzeroAll obermoser4BaselineVSzeroAll",4,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL",0,0,3,5,0,0,0,0,2,2
"10907","EGLN1",16,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser2BaselineVSsevenAll obermoser3BaselineVSsevenAll obermoser3BaselineVSzeroAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVStwelveAll obermoser4BaselineVSzeroAll rusch",7,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll rusch",0,0,5,10,0,1,0,0,3,3
"10908","EML2",2,"goschNineHrMain karlovich2",0,"",0,0,1,0,0,0,0,1,2,1
"10909","PSMA7",2,"goschNineHrMain karlovich2",0,"",0,0,1,0,0,0,0,1,2,1
"10910","RFX7",6,"meaburn2 goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain rusch",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,1,4,0,0,1,0,0,3,1
"10911","HCFC1",8,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser3BaselineVSsevenAll karlovich_14d",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,5,2,0,0,0,1,3,2
"10912","SNF8",9,"goschNineHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser1BaseVSzeroALL obermoser3BaselineVSthreeAll",2,"goschNineHrMain obermoser1BaseVSoneALL",0,0,1,8,0,0,0,0,2,2
"10913","PIAS2",4,"meaburn2 obermoser1BaseVSoneALL obermoser4BaselineVSsixAll rusch",0,"",0,1,0,2,0,1,0,0,3,0
"10914","ZMAT5",3,"goschTwelveHrMain obermoser1BaseVStwentyOneALL obermoser4BaselineVStwentyFourAll",1,"goschTwelveHrMain",0,0,1,2,0,0,0,0,2,1
"10915","ZNF518B",1,"meaburn2",0,"",0,1,0,0,0,0,0,0,1,0
"10916","EVI5",12,"meaburn2 goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSsevenALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSone obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll",3,"goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll",0,1,5,6,0,0,0,0,3,2
"10917","RAB29",5,"meaburn2 obermoser4BaselineVStwelveAll rusch karlovich_28d karlovich2",2,"meaburn2 rusch",0,1,0,1,0,1,0,2,4,3
"10918","MYC",8,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser3BaselineVStwentyEightAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",4,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,4,4,0,0,0,0,2,1
"10919","RLF",3,"goschFifteenHrMain goschNineHrMain rusch",2,"goschNineHrMain rusch",0,0,2,0,0,1,0,0,2,2
"10920","TYW1",6,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",3,"goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll",0,0,3,3,0,0,0,0,2,2
"10921","AP001258",5,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschThreeHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,0,0,0,0,0,1,1
"10922","TCEA3",7,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschThreeHrMain goschTwelveHrMain obermoser4BaselineVSfortyEightAll",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,6,1,0,0,0,0,2,1
"10923","CTSB",11,"meaburn1 meaburn2 goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVStenALL obermoser1BaseVStwentyOneALL karlovich_14d karlovich_28d karlovich2",3,"meaburn2 goschNineHrMain goschTwelveHrMain",0,2,4,2,0,0,0,3,4,3
"10924","RNASEH2B",5,"meaburn2 goschEighteenHrMain obermoser4BaselineVSfifteenAll rusch karlovich2",1,"obermoser4BaselineVSfifteenAll",0,1,1,1,0,1,0,1,5,2
"10925","SNX10",15,"meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVStwentyFourAll rusch karlovich_14d",7,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll rusch",0,1,6,6,0,1,0,1,5,4
"10926","FBXO45",3,"meaburn2 rusch karlovich2",1,"karlovich2",0,1,0,0,0,1,0,1,3,1
"10927","USP12",7,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVStwentyOneALL rusch",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,1,0,1,0,0,3,1
"10928","SLC37A2",4,"goschTwelveHrMain obermoser3BaselineVSthreeAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll",0,"",0,0,1,3,0,0,0,0,2,0
"10929","MSANTD3",3,"meaburn2 rusch karlovich2",0,"",0,1,0,0,0,1,0,1,3,1
"10930","RABEP2",3,"meaburn2 goschNineHrMain goschSixHrMain",1,"goschSixHrMain",0,1,2,0,0,0,0,0,2,1
"10931","DLGAP1-AS1",4,"goschEighteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"10932","RP11-664D1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"10933","SIDT2",2,"obermoser3BaselineVSpoint5All obermoser4BaselineVSthirtySixAll",0,"",0,0,0,2,0,0,0,0,1,0
"10934","AP1AR",8,"meaburn2 goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser1BaseVStwentyOneALL obermoser4BaselineVSfifteenAll rusch",4,"meaburn2 goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,1,3,3,0,1,0,0,4,2
"10935","BMPR2",6,"meaburn1 meaburn2 obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVSzeroAll rusch",1,"rusch",0,2,0,3,0,1,0,0,3,1
"10936","GIMAP5",11,"meaburn1 meaburn2 goschNineHrMain obermoser1BaseVSoneALL obermoser1BaseVStenALL obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll rusch karlovich_14d",4,"goschNineHrMain obermoser1BaseVSoneALL obermoser4BaselineVSnineAll rusch",0,2,1,6,0,1,0,1,5,4
"10937","AKAP1",6,"meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,1,5,0,0,0,0,0,2,1
"10938","FASTK",13,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser2BaselineVSsevenAll obermoser4BaselineVSnineAll",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,6,7,0,0,0,0,2,1
"10939","MICA",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"10940","RRM1",3,"obermoser1BaseVSoneALL rusch karlovich2",1,"rusch",0,0,0,1,0,1,0,1,3,2
"10941","NR2C1",17,"meaburn1 meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVStwentyEightALL obermoser2BaselineVSzeroAll obermoser3BaselineVSpoint5All obermoser3BaselineVSthreeAll obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll rusch",7,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser4BaselineVSfifteenAll rusch",0,2,5,9,0,1,0,0,4,3
"10942","RP11-332M2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"10943","BEND2",7,"meaburn1 goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser3BaselineVSpoint5All obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",4,"goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",0,1,2,4,0,0,0,0,3,2
"10944","POLR2E",3,"meaburn2 goschEighteenHrMain goschNineHrMain",0,"",0,1,2,0,0,0,0,0,2,0
"10945","PTPN1",4,"obermoser1BaseVStenALL obermoser1BaseVStwentyEightALL obermoser4BaselineVSfortyEightAll karlovich2",0,"",0,0,0,3,0,0,0,1,2,1
"10946","NFKBIB",6,"goschTwelveHrMain obermoser1BaseVSoneALL obermoser3BaselineVSpoint5All obermoser4BaselineVSfortyEightAll obermoser4BaselineVSone obermoser4BaselineVSsixAll",1,"goschTwelveHrMain",0,0,1,5,0,0,0,0,2,1
"10947","NKAP",8,"obermoser1BaseVStenALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwentyFourAll rusch karlovich2",2,"obermoser4BaselineVSfifteenAll rusch",0,0,0,6,0,1,0,1,3,3
"10948","NAA10",10,"goschTwelveHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVSthreeALL obermoser2BaselineVSsevenAll obermoser3BaselineVSsevenAll obermoser3BaselineVStenAll obermoser3BaselineVSthreeAll obermoser3BaselineVStwentyEightAll",2,"goschTwelveHrMain obermoser1BaseVSsevenALL",0,0,1,9,0,0,0,0,2,2
"10949","ARRB2",10,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser2BaselineVSsevenAll obermoser3BaselineVSsevenAll obermoser3BaselineVSthreeAll karlovich2",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,4,0,0,0,1,3,2
"10950","EIF3H",11,"meaburn1 meaburn2 goschTwelveHrMain obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll rusch karlovich2",1,"goschTwelveHrMain",0,2,1,6,0,1,0,1,5,2
"10951","RBM7",12,"meaburn2 goschTwentyoneHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSsevenALL obermoser1BaseVStwentyOneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll rusch",3,"obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll rusch",0,1,1,9,0,1,0,0,4,2
"10952","DENND1B",12,"meaburn2 obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVSthreeALL obermoser3BaselineVSsevenAll obermoser3BaselineVStenAll obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSthirtySixAll rusch",3,"obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser4BaselineVSthirtySixAll",0,1,0,10,0,1,0,0,3,1
"10953","CDC123",10,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser3BaselineVSsevenAll obermoser4BaselineVSsixAll obermoser4BaselineVStwelveAll",2,"goschNineHrMain goschTwelveHrMain",0,0,5,5,0,0,0,0,2,1
"10954","NNT",9,"obermoser1BaseVSsevenALL obermoser1BaseVStwentyOneALL obermoser2BaselineVSsevenAll obermoser3BaselineVSthreeAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSthirtySixAll rusch karlovich_14d",1,"rusch",0,0,0,7,0,1,0,1,3,2
"10955","SKA2",5,"meaburn2 obermoser3BaselineVSoneAll obermoser4BaselineVStwelveAll rusch karlovich2",1,"karlovich2",0,1,0,2,0,1,0,1,4,1
"10956","CNPY4",9,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser3BaselineVStwentyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVStwentyFourAll",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,4,0,0,0,0,2,1
"10957","SLA2",4,"meaburn2 goschNineHrMain obermoser3BaselineVStenAll larocca",1,"goschNineHrMain",0,1,1,1,0,0,1,0,4,1
"10958","ATMIN",3,"goschNineHrMain obermoser2BaselineVSsevenAll rusch",1,"rusch",0,0,1,1,0,1,0,0,3,1
"10959","AHI1",6,"meaburn1 obermoser1BaseVSoneALL obermoser2BaselineVSsevenAll obermoser3BaselineVSpoint5All obermoser4BaselineVSthirtySixAll rusch",1,"rusch",0,1,0,4,0,1,0,0,3,1
"10960","MBNL3",26,"meaburn1 meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser2BaselineVSsevenAll obermoser3BaselineVSpoint5All obermoser3BaselineVSthreeAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVSzeroAll dusek rusch karlovich2",6,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",0,2,5,16,1,1,0,1,6,3
"10961","IER2",4,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVStenALL",2,"goschNineHrMain goschTwelveHrMain",0,0,2,2,0,0,0,0,2,1
"10962","EIF4EBP2",8,"meaburn2 goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVStwentyEightALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVStwelveAll",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,1,3,4,0,0,0,0,3,1
"10963","PPP2R5B",7,"meaburn1 goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll karlovich2",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,1,4,1,0,0,0,1,4,2
"10964","ZNF589",6,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll karlovich_14d",1,"goschNineHrMain",0,0,2,3,0,0,0,1,3,2
"10965","AGAP3",5,"goschEighteenHrMain obermoser1BaseVSoneALL obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSzeroAll",0,"",0,0,1,4,0,0,0,0,2,0
"10966","PIK3AP1",9,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone rusch karlovich_14d",3,"goschNineHrMain goschTwelveHrMain rusch",0,0,3,4,0,1,0,1,4,3
"10967","AMD1",19,"meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSsevenALL obermoser2BaselineVSsevenAll obermoser3BaselineVSsevenAll obermoser3BaselineVStenAll obermoser3BaselineVSthreeAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll rusch karlovich2",7,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser4BaselineVSnineAll rusch",0,1,5,11,0,1,0,1,5,4
"10968","RGS6",4,"goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll",1,"goschNineHrMain",0,0,2,2,0,0,0,0,2,1
"10969","IPO9",6,"meaburn2 goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser2BaselineVSsevenAll obermoser4BaselineVSfortyEightAll",2,"goschNineHrMain goschTwelveHrMain",0,1,3,2,0,0,0,0,3,1
"10970","LEPROT",4,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain rusch",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,1,0,0,2,1
"10971","NAA60",4,"goschFifteenHrMain obermoser1BaseVStenALL obermoser4BaselineVSfifteenAll rusch",0,"",0,0,1,2,0,1,0,0,3,0
"10972","CTTN",7,"meaburn1 meaburn2 goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll",4,"meaburn2 goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll",0,2,2,3,0,0,0,0,3,3
"10973","PF4V1",8,"meaburn1 meaburn2 goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSthirtySixAll",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,2,4,2,0,0,0,0,3,1
"10974","PSMD5",15,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser1BaseVStwentyEightALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll obermoser4BaselineVSzeroAll rusch",5,"goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVStwelveAll",0,0,3,11,0,1,0,0,3,2
"10975","CCT3",10,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser2BaselineVSsevenAll obermoser3BaselineVStenAll obermoser3BaselineVStwentyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSthreeAll",2,"goschNineHrMain goschSixHrMain",0,0,3,7,0,0,0,0,2,1
"10976","RALGPS2",13,"meaburn2 goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser1BaseVSzeroALL obermoser2BaselineVSsevenAll obermoser3BaselineVSthreeAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVStwelveAll rusch",6,"meaburn2 goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",0,1,3,8,0,1,0,0,4,3
"10977","RPARP-AS1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"10978","CD53",8,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSsixAll obermoser4BaselineVStwelveAll rusch karlovich2",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,2,0,1,0,1,4,2
"10979","PASK",9,"meaburn1 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSnineAll obermoser4BaselineVSone",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,1,5,3,0,0,0,0,3,1
"10980","MAP2K5",6,"goschNineHrMain goschTwelveHrMain obermoser1BaseVStenALL obermoser3BaselineVStwentyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVStwentyFourAll",2,"goschNineHrMain goschTwelveHrMain",0,0,2,4,0,0,0,0,2,1
"10981","TMC6",13,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser2BaselineVSsevenAll karlovich_14d",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,6,6,0,0,0,1,3,2
"10982","ETS2",8,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser4BaselineVSzeroAll rusch",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,3,0,1,0,0,3,1
"10983","ALKBH3",4,"goschNineHrMain obermoser2BaselineVSsevenAll obermoser2BaselineVSzeroAll karlovich_28d",1,"goschNineHrMain",0,0,1,2,0,0,0,1,3,2
"10984","MED12",6,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain karlovich_14d",2,"goschNineHrMain goschTwelveHrMain",0,0,5,0,0,0,0,1,2,2
"10985","EIF1AD",4,"goschNineHrMain goschSixHrMain goschTwelveHrMain dusek",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,1,0,0,0,2,1
"10986","TMED9",2,"obermoser3BaselineVSsevenAll obermoser3BaselineVSthreeAll",0,"",0,0,0,2,0,0,0,0,1,0
"10987","IMPDH2",11,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser3BaselineVStenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll",4,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSnineAll",0,0,5,6,0,0,0,0,2,2
