"","Symbol","Score","Filters","gomez","gosch","meaburn1","meaburn2","obermoser1","obermoser2","obermoser3","obermoser4","dusek","rusch","larocca","karlovich1","karlovich2","Studies"
"5344","PHF11",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5345","COG3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5346","LMO7",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5347","ITM2B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5348","SPRY2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5349","NUDT15",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5350","RCBTB2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5351","LCP1",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"5352","SETDB2",4,"gosch.rs meaburn1.rs meaburn2.rs larocca.rs",0,1,1,1,0,0,0,0,0,0,1,0,0,3
"5353","SCRN1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5354","TNS3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5355","SPDYE1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5356","CHST12",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"5357","IGF2BP3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5358","RAC1",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"5359","KDELR2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5360","NUPL2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5361","ZDHHC4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5362","AOAH",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5363","BZW2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5364","TBRG4",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5365","DDX56",4,"gomez.rs meaburn2.rs obermoser4.rs rusch.rs",1,0,0,1,0,0,0,1,0,1,0,0,0,4
"5366","HUS1",1,"karlovich1.rs",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"5367","DBNL",3,"gomez.rs gosch.rs meaburn2.rs",1,1,0,1,0,0,0,0,0,0,0,0,0,3
"5368","CCM2",1,"gosch.rs",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5369","MYO1G",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5370","TTYH3",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5371","RP11-84C10",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5372","TTC5",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5373","MTHFS",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5374","ABHD17C",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5375","IREB2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5376","TM6SF1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5377","CIB2",1,"karlovich2.rs",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"5378","CALCOCO2",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"5379","RSAD1",1,"gosch.rs",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5380","NMT1",5,"gomez.rs meaburn1.rs meaburn2.rs rusch.rs larocca.rs",1,0,1,1,0,0,0,0,0,1,1,0,0,4
"5381","SRSF1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5382","VEZF1",3,"gomez.rs meaburn1.rs obermoser2.rs",1,0,1,0,0,1,0,0,0,0,0,0,0,3
"5383","TACO1",3,"meaburn1.rs meaburn2.rs rusch.rs",0,0,1,1,0,0,0,0,0,1,0,0,0,2
"5384","TEX2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5385","DCAF7",5,"gomez.rs meaburn1.rs meaburn2.rs dusek.rs karlovich1.rs",1,0,1,1,0,0,0,0,1,0,0,1,0,4
"5386","LIMD2",1,"gosch.rs",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5387","BRIP1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5388","KAT7",4,"gomez.rs gosch.rs rusch.rs larocca.rs",1,1,0,0,0,0,0,0,0,1,1,0,0,4
"5389","RTP4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5390","ACTL6A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5391","NDUFB5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5392","MRPL47",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5393","TRA2B",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"5394","MARCH7",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5395","ERMN",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5396","TANK",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5397","BLK",2,"dusek.rs rusch.rs",0,0,0,0,0,0,0,0,1,1,0,0,0,2
"5398","SKIL",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5399","EPRS",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5400","HLX",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5401","VPS45",2,"meaburn1.rs dusek.rs",0,0,1,0,0,0,0,0,1,0,0,0,0,2
"5402","KCTD3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5403","RPS6KC1",2,"gosch.rs meaburn1.rs",0,1,1,0,0,0,0,0,0,0,0,0,0,2
"5404","CBWD2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5405","IL1RN",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5406","SMPD4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5407","WDR33",3,"gomez.rs gosch.rs larocca.rs",1,1,0,0,0,0,0,0,0,0,1,0,0,3
"5408","CCDC115",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5409","SAP130",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5410","BIN1",2,"meaburn1.rs meaburn2.rs",0,0,1,1,0,0,0,0,0,0,0,0,0,1
"5411","IMP4",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5412","HS6ST1",2,"rusch.rs larocca.rs",0,0,0,0,0,0,0,0,0,1,1,0,0,2
"5413","UGGT1",4,"gomez.rs meaburn1.rs meaburn2.rs karlovich2.rs",1,0,1,1,0,0,0,0,0,0,0,0,1,3
"5414","GYPC",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5415","STAM",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5416","ABI1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5417","YME1L1",3,"gomez.rs meaburn1.rs larocca.rs",1,0,1,0,0,0,0,0,0,0,1,0,0,3
"5418","DNAJC1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5419","NIPSNAP3A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5420","LRRC8A",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"5421","CDK9",3,"gomez.rs gosch.rs larocca.rs",1,1,0,0,0,0,0,0,0,0,1,0,0,3
"5422","TXN",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5423","ODF2",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5424","KIAA0368",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5425","TOR1B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5426","C9orf78",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5427","SMC2",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5428","KLF4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5429","TOR1A",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5430","RALGPS1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5431","FAM129B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5432","ST6GALNAC4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5433","TMOD1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5434","STXBP1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5435","SLC2A8",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5436","CDK5RAP2",4,"meaburn1.rs rusch.rs larocca.rs karlovich1.rs",0,0,1,0,0,0,0,0,0,1,1,1,0,4
"5437","ZFP37",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5438","SLC31A2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5439","SLC31A1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5440","TLR4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5441","ZNF189",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5442","STX17",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5443","PRPF4",4,"gosch.rs meaburn1.rs obermoser4.rs larocca.rs",0,1,1,0,0,0,0,1,0,0,1,0,0,4
"5444","FPGS",2,"gosch.rs rusch.rs",0,1,0,0,0,0,0,0,0,1,0,0,0,2
"5445","USP20",2,"meaburn2.rs larocca.rs",0,0,0,1,0,0,0,0,0,0,1,0,0,2
"5446","ATP6V1G1",2,"gosch.rs obermoser3.rs",0,1,0,0,0,0,1,0,0,0,0,0,0,2
"5447","TEX10",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5448","GARNL3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5449","MRPL50",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5450","DPM2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5451","TSTD2",1,"gosch.rs",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5452","HEMGN",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5453","PSMB7",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5454","TRMO",3,"dusek.rs rusch.rs karlovich1.rs",0,0,0,0,0,0,0,0,1,1,0,1,0,3
"5455","RABEPK",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5456","GOLGA1",4,"gomez.rs meaburn1.rs meaburn2.rs rusch.rs",1,0,1,1,0,0,0,0,0,1,0,0,0,3
"5457","XPA",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5458","NCBP1",4,"gomez.rs gosch.rs obermoser4.rs larocca.rs",1,1,0,0,0,0,0,1,0,0,1,0,0,4
"5459","ANP32B",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"5460","PDCL",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5461","RPL35",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5462","ARPC5L",2,"obermoser2.rs rusch.rs",0,0,0,0,0,1,0,0,0,1,0,0,0,2
"5463","ENPP2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5464","DSCC1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5465","DERL1",4,"gomez.rs gosch.rs meaburn2.rs larocca.rs",1,1,0,1,0,0,0,0,0,0,1,0,0,4
"5466","MYC",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5467","NOV",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5468","TMEM261",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5469","RANBP6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5470","POLR1E",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5471","PLAA",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5472","IL11RA",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5473","UBAP2",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"5474","APTX",2,"gomez.rs meaburn2.rs",1,0,0,1,0,0,0,0,0,0,0,0,0,2
"5475","RNF38",3,"gomez.rs gosch.rs meaburn1.rs",1,1,1,0,0,0,0,0,0,0,0,0,0,3
"5476","TLN1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5477","SIT1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5478","DNAJB5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5479","SPAG8",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5480","DCTN3",3,"gomez.rs obermoser2.rs obermoser3.rs",1,0,0,0,0,1,1,0,0,0,0,0,0,2
"5481","CD72",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5482","TMEM8B",4,"meaburn1.rs meaburn2.rs dusek.rs karlovich1.rs",0,0,1,1,0,0,0,0,1,0,0,1,0,3
"5483","GRHPR",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5484","ALDH1B1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5485","ARHGEF39",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5486","DENND4C",3,"gomez.rs gosch.rs obermoser2.rs",1,1,0,0,0,1,0,0,0,0,0,0,0,3
"5487","RPS6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5488","CNPY3",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5489","FOXP4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5490","PPIL1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5491","KLC4",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"5492","KIF13A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5493","ZSCAN9",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5494","PIM1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5495","GMPR",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5496","CMTR1",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5497","YIPF3",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5498","TMEM14B",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5499","TMEM63B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5500","FRS3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5501","TJAP1",2,"meaburn1.rs rusch.rs",0,0,1,0,0,0,0,0,0,1,0,0,0,2
"5502","KIAA0319",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5503","IRF4",1,"dusek.rs",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"5504","SLC22A23",3,"rusch.rs karlovich1.rs karlovich2.rs",0,0,0,0,0,0,0,0,0,1,0,1,1,2
"5505","TUBB2A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5506","LRRC1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5507","BPHL",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5508","RIPK1",2,"gomez.rs larocca.rs",1,0,0,0,0,0,0,0,0,0,1,0,0,2
"5509","UQCC2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5510","HMGA1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5511","TCF19",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5512","FLOT1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5513","IER3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5514","MDC1",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"5515","PGBD1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5516","ATAT1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5517","TPMT",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5518","RNF144B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5519","NRM",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"5520","MTCH1",2,"meaburn1.rs rusch.rs",0,0,1,0,0,0,0,0,0,1,0,0,0,2
"5521","TAF8",2,"gomez.rs rusch.rs",1,0,0,0,0,0,0,0,0,1,0,0,0,2
"5522","FAM8A1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5523","FGFBP2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5524","CPEB2",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5525","FHDC1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5526","TLR2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5527","MYO7A",1,"karlovich1.rs",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"5528","FCHSD2",1,"obermoser3.rs",0,0,0,0,0,0,1,0,0,0,0,0,0,1
"5529","ARRB1",3,"meaburn2.rs rusch.rs larocca.rs",0,0,0,1,0,0,0,0,0,1,1,0,0,3
"5530","THAP12",1,"obermoser4.rs",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"5531","ANKRD42",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5532","IL18BP",2,"larocca.rs karlovich1.rs",0,0,0,0,0,0,0,0,0,0,1,1,0,2
"5533","NUMA1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5534","CCDC90B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5535","SYTL2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5536","RAB30",2,"dusek.rs rusch.rs",0,0,0,0,0,0,0,0,1,1,0,0,0,2
"5537","CREBZF",1,"gosch.rs",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5538","PRCP",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5539","NARS2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5540","RNF121",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5541","MRPL15",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5542","GGH",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5543","TGS1",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5544","SDCBP",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5545","NEK1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5546","DDX60",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5547","SORL1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5548","BUD13",4,"gomez.rs obermoser3.rs obermoser4.rs larocca.rs",1,0,0,0,0,0,1,1,0,0,1,0,0,3
"5549","TRPC6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5550","DCUN1D5",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5551","SLC37A4",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"5552","RDX",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5553","PPP2R1B",1,"karlovich1.rs",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"5554","FDX1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5555","C11orf1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5556","FXYD6",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5557","TMPRSS13",2,"dusek.rs karlovich2.rs",0,0,0,0,0,0,0,0,1,0,0,0,1,2
"5558","CASP1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5559","CASP5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5560","ALKBH8",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5561","MAP2K5",3,"gomez.rs meaburn1.rs meaburn2.rs",1,0,1,1,0,0,0,0,0,0,0,0,0,2
"5562","SQRDL",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5563","CTDSPL2",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5564","SLTM",4,"gomez.rs meaburn1.rs meaburn2.rs obermoser4.rs",1,0,1,1,0,0,0,1,0,0,0,0,0,3
"5565","THBS1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5566","MAPKBP1",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5567","NDUFAF1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5568","KIF23",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5569","KNL1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5570","HAUS2",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5571","RTF1",5,"meaburn1.rs dusek.rs rusch.rs larocca.rs karlovich2.rs",0,0,1,0,0,0,0,0,1,1,1,0,1,5
"5572","PARP6",7,"gomez.rs gosch.rs meaburn1.rs obermoser4.rs rusch.rs larocca.rs karlovich1.rs",1,1,1,0,0,0,0,1,0,1,1,1,0,7
"5573","RPLP1",2,"meaburn1.rs obermoser4.rs",0,0,1,0,0,0,0,1,0,0,0,0,0,2
"5574","TUBGCP4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5575","RMDN3",1,"dusek.rs",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"5576","UACA",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5577","PLCB2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5578","TMEM62",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"5579","PAK6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5580","ADAM10",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5581","DUOX1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5582","ZNF280D",2,"karlovich1.rs karlovich2.rs",0,0,0,0,0,0,0,0,0,0,0,1,1,1
"5583","RSL24D1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5584","GCOM1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5585","BCAR3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5586","TTLL7",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5587","FNBP1L",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5588","KYAT3",2,"gomez.rs meaburn1.rs",1,0,1,0,0,0,0,0,0,0,0,0,0,2
"5589","GTF2B",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5590","RABGGTB",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5591","IFI44L",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5592","IFI44",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5593","RPL7P9",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5594","DBT",2,"gomez.rs gosch.rs",1,1,0,0,0,0,0,0,0,0,0,0,0,2
"5595","RTCA",3,"gomez.rs gosch.rs meaburn2.rs",1,1,0,1,0,0,0,0,0,0,0,0,0,3
"5596","IFT172",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5597","EPT1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5598","HADHB",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"5599","KHK",2,"meaburn1.rs meaburn2.rs",0,0,1,1,0,0,0,0,0,0,0,0,0,1
"5600","ADCY3",2,"meaburn1.rs meaburn2.rs",0,0,1,1,0,0,0,0,0,0,0,0,0,1
"5601","PPM1B",2,"gosch.rs obermoser4.rs",0,1,0,0,0,0,0,1,0,0,0,0,0,2
"5602","PNPT1",1,"obermoser4.rs",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"5603","DYNC2LI1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5604","THUMPD2",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5605","CYP1B1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5606","RAB1A",2,"gomez.rs obermoser4.rs",1,0,0,0,0,0,0,1,0,0,0,0,0,2
"5607","ACTR2",1,"obermoser2.rs",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"5608","PREB",2,"gomez.rs meaburn1.rs",1,0,1,0,0,0,0,0,0,0,0,0,0,2
"5609","SLC5A6",2,"gosch.rs meaburn1.rs",0,1,1,0,0,0,0,0,0,0,0,0,0,2
"5610","PREPL",1,"gosch.rs",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5611","EMILIN1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5612","FBXO11",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5613","ATRAID",2,"gomez.rs gosch.rs",1,1,0,0,0,0,0,0,0,0,0,0,0,2
"5614","CENPO",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"5615","LRPPRC",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5616","DTNB",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5617","ACTR1A",3,"meaburn2.rs rusch.rs karlovich1.rs",0,0,0,1,0,0,0,0,0,1,0,1,0,3
"5618","MFSD13A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5619","MYOF",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5620","STAMBPL1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5621","ATAD1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5622","KIF11",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5623","DUSP5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5624","CALHM2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5625","ARL3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5626","CEP55",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5627","KIF20B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5628","ENTPD1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5629","EXOC6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5630","PLCE1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5631","DBR1",1,"gosch.rs",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5632","DNAJC13",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5633","ANXA7",3,"gomez.rs gosch.rs larocca.rs",1,1,0,0,0,0,0,0,0,0,1,0,0,3
"5634","FAM149B1",1,"gosch.rs",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5635","ASCC1",3,"gomez.rs obermoser2.rs larocca.rs",1,0,0,0,0,1,0,0,0,0,1,0,0,3
