"","Symbol","Score","Filters","gomez","gosch","meaburn1","meaburn2","obermoser1","obermoser2","obermoser3","obermoser4","dusek","rusch","larocca","karlovich1","karlovich2","Studies"
"23007","CCL11",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23008","INHA",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23009","ANXA10",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23010","ART3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23011","MYOC",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23012","CXCL11",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23013","C6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23014","TRIM15",3,"meaburn1.rs karlovich1.rs karlovich2.rs",0,0,1,0,0,0,0,0,0,0,0,1,1,2
"23015","KCNJ13",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23016","CORT",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23017","PLP1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23018","CRYAA",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23019","CHRNA3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23020","CSF2",1,"karlovich2.rs",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"23021","GRM4",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"23022","IRX5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23023","ABCC8",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23024","KCNK2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23025","CRISP2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23026","KCNF1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23027","MAGEA8",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23028","NAT8",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23029","MAGEA10",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23030","REM1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23031","XDH",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23032","MAB21L2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23033","RBP3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23034","TEKT2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23035","HECW1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23036","NR5A1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23037","RASSF9",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23038","TPO",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23039","SLC22A6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23040","SLC6A2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23041","SCN2B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23042","SLCO1B1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23043","PCDHGA8",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23044","CCKBR",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23045","CCL15",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23046","LGR5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23047","BOLA2-SMG1P6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23048","DEFB1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23049","KCNJ1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23050","RAB6C",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23051","CPNE6",2,"meaburn1.rs meaburn2.rs",0,0,1,1,0,0,0,0,0,0,0,0,0,1
"23052","AFDN-DT",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23053","GRIN2B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23054","SERPINB4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23055","FLRT1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23056","BARX2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23057","ALPG",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23058","MAGEA9",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23059","NPY6R",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23060","CYP4F2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23061","KCNJ6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23062","LINC00588",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23063","MAGEA12",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23064","MAGEA11",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23065","ADH7",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23066","HNF1A",2,"meaburn1.rs meaburn2.rs",0,0,1,1,0,0,0,0,0,0,0,0,0,1
"23067","CDH8",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23068","FETUB",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23069","BMPR1B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23070","TUBA3C",1,"karlovich1.rs",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"23071","SPAM1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23072","CTAG1B",1,"dusek.rs",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"23073","AKR1C4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23074","GBX2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23075","GCGR",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"23076","PCDHA2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23077","CYP4F8",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23078","CASR",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23079","INHBE",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23080","GBA1LP",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23081","NAA11",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23082","TTPA",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23083","CCIN",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23084","PCLO",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23085","PPY",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23086","NKX2-1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23087","PCDHA12",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23088","RGPD5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23089","LPO",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23090","NRTN",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23091","CLDN14",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23092","LDHAL6B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23093","PAK5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23094","CALCA",1,"karlovich2.rs",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"23095","ONECUT1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23096","RGN",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23097","GRB7",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"23098","HTR1B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23099","SLC6A5",1,"dusek.rs",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"23100","SCN11A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23101","CCN6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23102","NAA80",2,"meaburn1.rs meaburn2.rs",0,0,1,1,0,0,0,0,0,0,0,0,0,1
"23103","ANXA2P1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23104","SPAG11A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23105","POU5F1P4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23106","ID2B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23107","CDH20",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23108","POTEKP",1,"karlovich1.rs",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"23109","COL4A6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23110","NPY4R",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23111","ADRA1D",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23112","GYG2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23113","KCNB1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23114","KCNH6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23115","CPZ",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23116","WASHC2C",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"23117","PDE6C",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23118","HGC6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23119","IFNA21",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23120","THPO",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"23121","GCK",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23122","CCKAR",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23123","GPR45",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23124","FSHR",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23125","HAP1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23126","PROP1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23127","FUT5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23128","GALR2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23129","PCDH11Y",1,"dusek.rs",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"23130","ADAM7",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23131","TMX2-CTNND1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23132","ANXA2P3",2,"rusch.rs karlovich2.rs",0,0,0,0,0,0,0,0,0,1,0,0,1,2
"23133","CHRD",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23134","TCEAL2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23135","FOLH1B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23136","IFNA2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23137","LRIT1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23138","SERPINB13",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23139","KIR3DS1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23140","KIR2DL2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23141","IFNA17",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23142","KIR2DL5A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23143","GGTLC1",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"23144","TYRO3",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"23145","TRHR",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23146","NACA4P",2,"rusch.rs karlovich2.rs",0,0,0,0,0,0,0,0,0,1,0,0,1,2
"23147","RGSL1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23148","FKSG49",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23149","MT1HL1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23150","GABARAPL3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23151","TTTY9A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23152","CSPG4P1Y",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23153","TBL1Y",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23154","ZIC4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23155","DSCAM",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23156","ADRA1A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23157","PDC",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23158","BMP4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23159","GNRHR",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23160","KIR2DS2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23161","PDLIM4",2,"meaburn1.rs rusch.rs",0,0,1,0,0,0,0,0,0,1,0,0,0,2
"23162","TRBV10-2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23163","ALDOAP2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23164","DRD3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23165","FTH1P5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23166","IGHV1-69",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23167","IGH",2,"meaburn1.rs dusek.rs",0,0,1,0,0,0,0,0,1,0,0,0,0,2
"23168","IGHV3-73",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23169","IGK",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23170","LBP",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23171","CADM3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23172","UGT2B28",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23173","TSSK1B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23174","MGC2889",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23175","FMO2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23176","ATP5PB",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23177","PNLIPRP2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23178","IGLJ3",1,"karlovich2.rs",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"23179","PCDHA6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23180","PCDHA5",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"23181","CYP3A7-CYP3A51P",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23182","PCDHA10",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23183","PCDHA3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23184","PCDHGA3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23185","TUBB7P",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23186","PAPPA2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23187","YARS1",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"23188","JPT2",3,"meaburn1.rs dusek.rs karlovich1.rs",0,0,1,0,0,0,0,0,1,0,0,1,0,3
"23189","EPB41L1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23190","SULF1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23191","WASHC2A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23192","EEIG1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23193","ECPAS",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23194","KIFBP",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23195","TNS2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23196","SPART",2,"meaburn1.rs rusch.rs",0,0,1,0,0,0,0,0,0,1,0,0,0,2
"23197","CRYBG1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23198","CAP2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23199","ELN",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23200","RETREG3",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"23201","SEPTIN10",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23202","TUT4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23203","MFAP4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23204","RND3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23205","WASHC4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23206","CBS",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"23207","ABRAXAS2",2,"obermoser4.rs dusek.rs",0,0,0,0,0,0,0,1,1,0,0,0,0,2
"23208","LRP4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23209","COL14A1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23210","LYPD1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23211","SAPCD1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23212","MISP",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23213","ARB2A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23214","ADGRF5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23215","EOLA2",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"23216","SYDE1",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"23217","ANGPTL2",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"23218","CAVIN3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23219","CREB3L1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23220","ZFTRAF1",4,"meaburn1.rs meaburn2.rs rusch.rs karlovich1.rs",0,0,1,1,0,0,0,0,0,1,0,1,0,3
"23221","COL4A5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23222","SNAI2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23223","WSCD1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23224","KATNIP",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23225","BICRAL",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23226","ADCY2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23227","KRT4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23228","ADCY1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23229","LYSET",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23230","FBXL7",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23231","MARCHF3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23232","PGA5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23233","LDAF1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23234","TOGARAM1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23235","EOLA1",2,"meaburn2.rs obermoser4.rs",0,0,0,1,0,0,0,1,0,0,0,0,0,2
"23236","JCAD",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23237","NECTIN3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23238","YAP1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23239","MTCL1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23240","PGAP4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23241","MATCAP2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23242","MUC5B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23243","NFASC",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23244","SPDEF",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"23245","CENPS",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23246","SOSTDC1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23247","RND2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23248","NPTX2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23249","COPG2IT1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23250","COL2A1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23251","PLPPR4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23252","CLBA1",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"23253","OSR2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23254","VASH1-AS1",3,"rusch.rs karlovich1.rs karlovich2.rs",0,0,0,0,0,0,0,0,0,1,0,1,1,2
"23255","APLNR",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23256","KLHL23",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23257","AQP5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23258","INPP5J",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23259","PAMR1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23260","RETREG1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23261","TMEM265",5,"meaburn1.rs meaburn2.rs rusch.rs larocca.rs karlovich1.rs",0,0,1,1,0,0,0,0,0,1,1,1,0,4
"23262","IFT70A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23263","ELOA-AS1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23264","PTOV1-AS2",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"23265","PON3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23266","TMEM35B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23267","RLIG1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23268","DLX5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23269","GPRASP3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23270","ELOVL2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23271","SOX2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23272","LOC103344931",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23273","TMEM262",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23274","TCHH",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23275","PENK",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23276","SPRR1A",3,"meaburn1.rs dusek.rs karlovich1.rs",0,0,1,0,0,0,0,0,1,0,0,1,0,3
"23277","HOXA5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23278","PRPH",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23279","STIMATE",4,"meaburn1.rs meaburn2.rs rusch.rs karlovich1.rs",0,0,1,1,0,0,0,0,0,1,0,1,0,3
"23280","EEF1AKMT3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23281","OAZ3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23282","SERPINA4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23283","ENTREP1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23284","ZNF20",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23285","SST",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23286","STUM",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23287","ERC2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23288","TWIST1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23289","KRT20",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23290","C10orf95-AS1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23291","RALYL",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23292","ENTREP2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23293","TUBB2B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23294","CCL8",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23295","TMSB15B",1,"karlovich1.rs",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"23296","ACSM2A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23297","ATP10B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23298","MYBPC1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23299","FUT3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23300","PDE4DIPP2",1,"dusek.rs",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"23301","NPEPPSP1",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"23302","LSP1P5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23303","TXLNGY",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23304","CRACDL",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23305","CLDN18",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23306","ZG16",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23307","MROH7",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23308","MYRIP",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23309","ASXL3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23310","PRODH",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23311","PACRG",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23312","MAGEA4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23313","ITGA8",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23314","SLC49A3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23315","H2AC18",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23316","MUC5AC",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23317","TACR2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23318","CTAGE15",1,"karlovich1.rs",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"23319","C1orf105",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23320","TSSK2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23321","ERN2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23322","SEPTIN7P11",1,"karlovich1.rs",0,0,0,0,0,0,0,0,0,0,0,1,0,1
