"","Symbol","Score","Filters","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","Study_counts"
"177","UBE3C",6,"obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp rusch.rp",0,0,0,3,1,2,0,3
"178","REV3L",2,"rusch.vp rusch.rp",0,0,0,0,0,2,0,1
"179","TENM1",7,"gosch.vp obermoser1.vp gomez.rp obermoser1.rp obermoser3.rp obermoser4.rp rusch.rp",1,0,1,4,0,1,0,4
"180","MASP2",2,"meaburn2.rp rusch.rp",0,1,0,0,0,1,0,2
"181","FAM76A",1,"meaburn1.vp",0,1,0,0,0,0,0,1
"182","TRAF3IP3",9,"meaburn1.vp obermoser2.vp dusek.vp larocca.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp dusek.rp",0,3,0,3,2,0,1,4
"183","POMT2",1,"gosch.rp",0,0,1,0,0,0,0,1
"184","VTA1",5,"meaburn1.vp rusch.vp meaburn1.rp meaburn2.rp rusch.rp",0,3,0,0,0,2,0,2
"185","BAZ1B",7,"gosch.vp meaburn2.vp dusek.vp rusch.vp meaburn2.rp dusek.rp rusch.rp",0,2,1,0,2,2,0,4
"186","RANBP9",8,"gosch.vp meaburn2.vp dusek.vp gosch.rp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",0,3,2,0,2,1,0,4
"187","ETV7",16,"gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp dusek.vp rusch.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp dusek.rp rusch.rp larocca.rp",2,4,2,2,2,2,2,7
"188","SPRTN",2,"meaburn1.vp meaburn1.rp",0,2,0,0,0,0,0,1
"189","METTL13",3,"dusek.vp dusek.rp rusch.rp",0,0,0,0,2,1,0,2
"190","DYRK4",9,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",0,0,0,8,1,0,0,2
"191","ZNF207",10,"meaburn2.sd gomez.vp meaburn2.vp obermoser1.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",1,4,0,1,2,2,0,5
"192","UQCRC1",5,"gosch.vp obermoser1.vp obermoser3.vp dusek.vp dusek.rp",0,0,1,2,2,0,0,3
"193","STARD3NL",3,"meaburn1.vp meaburn1.rp obermoser1.rp",0,2,0,1,0,0,0,2
"194","CD9",18,"gomez.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser2.vp obermoser3.vp dusek.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",3,4,1,6,2,1,1,7
"195","NCAPD2",13,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,0,1,8,2,2,0,4
"196","IFFO1",6,"meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp obermoser1.rp",0,1,0,4,1,0,0,3
"197","GIPR",3,"gosch.vp rusch.vp gosch.rp",0,0,2,0,0,1,0,2
"198","PHF7",1,"gosch.rp",0,0,1,0,0,0,0,1
"199","NISCH",1,"obermoser2.vp",0,0,0,1,0,0,0,1
"200","STAB1",15,"gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp",0,3,1,8,2,1,0,5
"201","FUZ",3,"dusek.vp obermoser3.rp rusch.rp",0,0,0,1,1,1,0,3
"202","IDS",19,"meaburn1.sd meaburn2.sd gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,6,1,8,2,2,0,5
"203","ZNF200",8,"gosch.vp obermoser1.vp obermoser3.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp rusch.rp",0,1,1,5,0,1,0,4
"204","CD4",10,"gosch.vp meaburn1.vp obermoser2.vp obermoser3.vp rusch.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp rusch.rp",0,2,1,5,0,2,0,4
"205","LRRC23",6,"meaburn1.sd meaburn2.vp gomez.rp meaburn1.rp meaburn2.rp dusek.rp",1,4,0,0,1,0,0,3
"206","BTK",9,"gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser4.vp rusch.vp obermoser1.rp obermoser2.rp obermoser4.rp",0,1,1,6,0,1,0,4
"207","HFE",5,"meaburn1.vp dusek.vp rusch.vp gosch.rp rusch.rp",0,1,1,0,1,2,0,4
"208","SCMH1",0,"",0,0,0,0,0,0,0,0
"209","FYN",12,"meaburn2.sd gomez.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp meaburn1.rp meaburn2.rp obermoser3.rp dusek.rp rusch.rp",1,4,0,4,2,1,0,5
"210","HIVEP2",6,"gomez.vp meaburn1.vp obermoser2.vp larocca.vp meaburn2.rp larocca.rp",1,2,0,1,0,0,2,4
"211","TCEB3",2,"gomez.vp gosch.vp",1,0,1,0,0,0,0,2
"212","LYPLA2",3,"meaburn1.vp obermoser3.vp obermoser3.rp",0,1,0,2,0,0,0,2
"213","CLCN6",3,"gosch.vp obermoser1.vp obermoser2.vp",0,0,1,2,0,0,0,2
"214","MRC2",8,"gosch.vp obermoser1.vp dusek.vp gomez.rp gosch.rp obermoser1.rp rusch.rp larocca.rp",1,0,2,2,1,1,1,6
"215","TSPAN9",13,"obermoser2.sd obermoser1.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp larocca.rp",1,0,1,8,1,1,1,6
"216","BTBD7",9,"meaburn1.vp meaburn2.vp obermoser4.vp dusek.vp meaburn1.rp obermoser1.rp obermoser4.rp dusek.rp rusch.rp",0,3,0,3,2,1,0,4
"217","APBA3",3,"obermoser1.vp dusek.vp dusek.rp",0,0,0,1,2,0,0,2
"218","MKS1",2,"gomez.vp dusek.vp",1,0,0,0,1,0,0,2
"219","ABHD5",11,"meaburn1.vp meaburn2.vp obermoser1.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp dusek.rp rusch.rp",0,4,0,3,2,2,0,4
"220","AKAP8L",6,"meaburn1.vp dusek.vp rusch.vp meaburn1.rp dusek.rp rusch.rp",0,2,0,0,2,2,0,3
"221","MBTD1",5,"meaburn1.vp dusek.vp meaburn1.rp meaburn2.rp dusek.rp",0,3,0,0,2,0,0,2
"222","UTP18",5,"meaburn2.vp dusek.vp meaburn2.rp dusek.rp rusch.rp",0,2,0,0,2,1,0,3
"223","RNF216",10,"gosch.vp meaburn1.vp meaburn2.vp obermoser2.vp obermoser3.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp",0,4,1,5,0,0,0,3
"224","TTC19",6,"obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp dusek.rp rusch.rp",0,0,0,3,2,1,0,3
"225","PTBP1",7,"gosch.vp obermoser1.vp obermoser3.vp dusek.vp rusch.vp dusek.rp rusch.rp",0,0,1,2,2,2,0,4
"226","LARS2",5,"meaburn2.vp dusek.vp meaburn2.rp dusek.rp rusch.rp",0,2,0,0,2,1,0,3
"227","PIK3C2A",6,"meaburn1.vp meaburn2.vp dusek.vp meaburn2.rp dusek.rp rusch.rp",0,3,0,0,2,1,0,3
"228","PLAUR",11,"gomez.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp",1,3,1,4,1,1,0,6
"229","WIZ",2,"rusch.vp rusch.rp",0,0,0,0,0,2,0,1
"230","RABGAP1",7,"meaburn1.vp obermoser2.vp obermoser3.vp dusek.vp meaburn1.rp obermoser3.rp dusek.rp",0,2,0,3,2,0,0,3
"231","QPCTL",2,"gosch.vp rusch.rp",0,0,1,0,0,1,0,2
"232","PPP5C",4,"gomez.vp gosch.vp rusch.vp gosch.rp",1,0,2,0,0,1,0,3
"233","CEP68",10,"meaburn2.sd gomez.vp meaburn2.vp obermoser2.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp dusek.rp rusch.rp",1,4,0,3,1,1,0,5
"234","MAP4K3",2,"meaburn1.vp meaburn1.rp",0,2,0,0,0,0,0,1
"235","ZBTB32",5,"gosch.vp gosch.rp meaburn1.rp rusch.rp larocca.rp",0,1,2,0,0,1,1,4
"236","TYROBP",10,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp dusek.rp",0,1,0,7,2,0,0,3
"237","TMEM159",1,"gosch.rp",0,0,1,0,0,0,0,1
"238","BRCA1",6,"meaburn2.vp obermoser1.vp obermoser4.vp obermoser1.rp obermoser3.rp obermoser4.rp",0,1,0,5,0,0,0,2
"239","ERCC1",6,"obermoser1.vp obermoser3.vp dusek.vp obermoser1.rp obermoser3.rp dusek.rp",0,0,0,4,2,0,0,2
"240","CD22",17,"meaburn2.sd gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser4.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,4,2,5,1,2,1,7
"241","MBTPS2",3,"meaburn2.vp meaburn1.rp rusch.rp",0,2,0,0,0,1,0,2
"242","PRICKLE3",0,"",0,0,0,0,0,0,0,0
"243","LTF",15,"gomez.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,2,0,7,2,1,1,6
"244","EXTL3",8,"meaburn2.vp obermoser2.vp dusek.vp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp",0,1,0,5,2,0,0,3
"245","ELOVL5",8,"rusch.sd meaburn1.vp obermoser1.vp dusek.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",0,3,0,1,2,2,0,4
"246","ALOX5",14,"meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp dusek.rp rusch.rp",0,4,0,6,2,2,0,4
"247","CALCOCO1",4,"obermoser1.vp obermoser3.vp dusek.vp obermoser1.rp",0,0,0,3,1,0,0,2
"248","UBR7",10,"meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp rusch.rp",0,3,0,6,0,1,0,3
"249","MAP4K5",5,"gomez.vp meaburn2.vp rusch.vp meaburn1.rp rusch.rp",1,2,0,0,0,2,0,3
"250","EHD3",4,"dusek.vp gosch.rp meaburn1.rp rusch.rp",0,1,1,0,1,1,0,4
"251","PSMC4",4,"obermoser3.vp dusek.vp obermoser3.rp dusek.rp",0,0,0,2,2,0,0,2
"252","MAN2B2",3,"dusek.vp rusch.vp dusek.rp",0,0,0,0,2,1,0,2
"253","SLC25A39",13,"obermoser4.sd gosch.vp obermoser1.vp obermoser2.vp dusek.vp rusch.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp",1,0,2,6,2,2,0,5
"254","MVP",9,"gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp",0,3,2,4,0,0,0,3
"255","NUB1",16,"meaburn1.sd meaburn2.sd gomez.vp meaburn1.vp meaburn2.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp dusek.rp rusch.rp",1,6,1,5,2,1,0,6
"256","PGM3",2,"meaburn1.vp meaburn1.rp",0,2,0,0,0,0,0,1
"257","RWDD2A",3,"obermoser1.vp obermoser4.vp obermoser1.rp",0,0,0,3,0,0,0,1
"258","CLK1",3,"obermoser4.vp meaburn1.rp obermoser4.rp",0,1,0,2,0,0,0,2
"259","POLR3B",1,"rusch.rp",0,0,0,0,0,1,0,1
"260","ANGEL1",1,"obermoser3.vp",0,0,0,1,0,0,0,1
"261","RNF14",15,"obermoser4.sd gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp",1,2,2,7,2,1,0,6
"262","DNASE1L1",6,"gosch.vp obermoser3.vp dusek.vp meaburn2.rp obermoser3.rp dusek.rp",0,1,1,2,2,0,0,4
"263","DDX11",21,"gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,4,2,8,2,1,2,7
"264","HEBP1",10,"rusch.sd gosch.vp obermoser2.vp obermoser4.vp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp",0,0,2,6,0,2,0,3
"265","CD6",16,"dusek.sd meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp",0,2,1,8,3,1,1,6
"266","TACC3",8,"gomez.vp meaburn1.vp obermoser4.vp dusek.vp meaburn1.rp obermoser3.rp obermoser4.rp dusek.rp",1,2,0,3,2,0,0,4
"267","UFL1",3,"gomez.vp meaburn2.vp meaburn2.rp",1,2,0,0,0,0,0,2
"268","POLA2",3,"gosch.vp meaburn1.vp meaburn1.rp",0,2,1,0,0,0,0,2
"269","ZC3H3",5,"gosch.vp meaburn1.vp obermoser2.vp dusek.vp gosch.rp",0,1,2,1,1,0,0,4
"270","CAPN1",4,"obermoser1.vp dusek.vp meaburn1.rp dusek.rp",0,1,0,1,2,0,0,3
"271","ACPP",5,"gosch.vp larocca.vp gomez.rp gosch.rp larocca.rp",1,0,2,0,0,0,2,3
"272","MDH1",10,"gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp meaburn2.rp obermoser1.rp dusek.rp",0,2,1,5,2,0,0,4
"273","SLC30A9",3,"dusek.vp meaburn2.rp dusek.rp",0,1,0,0,2,0,0,2
"274","MTMR11",14,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp larocca.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",1,2,1,8,0,0,2,5
"275","COX15",5,"meaburn1.vp dusek.vp rusch.vp dusek.rp rusch.rp",0,1,0,0,2,2,0,3
"276","CCDC88C",5,"meaburn1.vp dusek.vp meaburn1.rp dusek.rp rusch.rp",0,2,0,0,2,1,0,3
"277","YAF2",4,"dusek.vp meaburn1.rp dusek.rp rusch.rp",0,1,0,0,2,1,0,3
"278","ZMYND11",9,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp meaburn1.rp obermoser1.rp obermoser3.rp",1,1,1,6,0,0,0,4
"279","WAS",3,"obermoser2.vp obermoser3.vp obermoser3.rp",0,0,0,3,0,0,0,1
"280","BID",12,"gosch.vp meaburn1.vp meaburn2.vp obermoser2.vp obermoser3.vp dusek.vp larocca.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp dusek.rp",0,4,1,4,2,0,1,5
"281","MATR3",10,"gomez.vp meaburn2.vp obermoser2.vp obermoser3.vp dusek.vp gomez.rp meaburn1.rp meaburn2.rp obermoser2.rp obermoser4.rp",2,3,0,4,1,0,0,4
"282","XYLT2",5,"meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp gomez.rp",1,1,0,3,0,0,0,3
"283","NUDCD3",4,"obermoser1.vp obermoser2.vp rusch.vp obermoser2.rp",0,0,0,3,0,1,0,2
"284","GLT8D1",5,"meaburn2.vp dusek.vp meaburn2.rp dusek.rp rusch.rp",0,2,0,0,2,1,0,3
"285","ATP2C1",5,"meaburn1.vp meaburn2.vp rusch.vp meaburn1.rp rusch.rp",0,3,0,0,0,2,0,2
"286","SLC38A5",13,"gomez.vp gosch.vp obermoser2.vp obermoser4.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",2,2,1,6,1,1,0,6
"287","RALBP1",16,"meaburn1.sd meaburn2.sd gomez.vp gosch.vp meaburn2.vp obermoser2.vp obermoser3.vp obermoser4.vp rusch.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",1,5,2,7,0,1,0,5
"288","RUFY3",12,"gosch.vp meaburn1.vp obermoser2.vp obermoser4.vp rusch.vp meaburn1.rp meaburn2.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,3,1,5,1,2,0,5
"289","SLC11A1",18,"meaburn1.sd meaburn2.sd meaburn1.vp meaburn2.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,6,0,7,2,1,1,6
"290","AGPS",7,"gomez.vp meaburn1.vp meaburn2.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",1,4,0,0,1,1,0,4
"291","CXorf56",0,"",0,0,0,0,0,0,0,0
"292","TTC27",4,"obermoser1.vp dusek.vp meaburn2.rp obermoser1.rp",0,1,0,2,1,0,0,3
"293","ZNF582",0,"",0,0,0,0,0,0,0,0
"294","VSIG2",4,"dusek.vp rusch.vp gomez.rp larocca.rp",1,0,0,0,1,1,1,4
"295","MARCO",17,"gomez.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp rusch.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",2,4,0,8,0,1,2,5
"296","PRDM11",6,"meaburn1.vp meaburn2.vp dusek.vp meaburn1.rp meaburn2.rp rusch.rp",0,4,0,0,1,1,0,3
"297","CD74",13,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp rusch.vp larocca.vp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,0,1,8,1,2,1,5
"298","HGF",5,"gomez.vp gosch.vp dusek.vp gomez.rp rusch.rp",2,0,1,0,1,1,0,4
"299","ZRANB1",9,"meaburn1.vp obermoser1.vp obermoser2.vp obermoser4.vp larocca.vp obermoser1.rp obermoser2.rp obermoser4.rp rusch.rp",0,1,0,6,0,1,1,4
"300","NCDN",3,"obermoser4.vp dusek.vp obermoser3.rp",0,0,0,2,1,0,0,2
"301","ZFP64",3,"dusek.vp meaburn1.rp rusch.rp",0,1,0,0,1,1,0,3
"302","MNAT1",1,"meaburn1.rp",0,1,0,0,0,0,0,1
"303","SAMD4A",7,"gosch.vp meaburn1.vp gosch.rp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",0,3,2,0,1,1,0,4
"304","RUNX3",14,"meaburn1.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,3,1,7,2,1,0,5
"305","MRE11A",0,"",0,0,0,0,0,0,0,0
"306","PLEKHB1",9,"obermoser1.vp dusek.vp rusch.vp larocca.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp rusch.rp",0,2,1,2,1,2,1,6
"307","SERPINB1",14,"meaburn1.sd meaburn2.sd gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp rusch.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp dusek.rp rusch.rp",0,6,1,4,1,2,0,5
"308","SPAST",7,"gosch.vp meaburn1.vp meaburn2.vp dusek.vp meaburn1.rp meaburn2.rp rusch.rp",0,4,1,0,1,1,0,4
"309","OSBPL5",10,"obermoser1.vp obermoser2.vp obermoser4.vp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,0,1,7,1,1,0,4
"310","AQR",9,"meaburn1.vp obermoser2.vp obermoser3.vp rusch.vp meaburn2.rp obermoser2.rp obermoser3.rp dusek.rp rusch.rp",0,2,0,4,1,2,0,4
"311","FHL1",15,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",1,0,1,8,2,2,1,6
"312","RTFDC1",0,"",0,0,0,0,0,0,0,0
"313","NLRP2",16,"gomez.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser4.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp larocca.rp",2,3,1,7,0,2,1,6
"314","SLC45A4",16,"meaburn2.sd meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp larocca.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,5,0,7,2,1,1,5
"315","RNF10",17,"gomez.sd gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",3,0,2,6,2,2,2,6
"316","ZNF839",7,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp obermoser1.rp obermoser2.rp",0,0,0,6,1,0,0,2
"317","ZDHHC6",4,"obermoser2.vp dusek.vp dusek.rp rusch.rp",0,0,0,1,2,1,0,3
"318","GRAMD1B",3,"gomez.vp gosch.vp gomez.rp",2,0,1,0,0,0,0,2
"319","RNH1",7,"gosch.vp meaburn1.vp obermoser1.vp dusek.vp obermoser1.rp obermoser3.rp dusek.rp",0,1,1,3,2,0,0,4
"320","NDUFS1",7,"meaburn2.vp rusch.vp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp rusch.rp",0,2,0,3,0,2,0,3
"321","RB1CC1",5,"gosch.vp meaburn1.vp meaburn2.vp meaburn1.rp meaburn2.rp",0,4,1,0,0,0,0,2
"322","ERP44",3,"obermoser3.vp meaburn1.rp obermoser3.rp",0,1,0,2,0,0,0,2
"323","ALAS1",4,"meaburn1.vp dusek.vp rusch.vp rusch.rp",0,1,0,0,1,2,0,3
"324","BIRC3",12,"gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",1,0,0,8,2,1,0,4
"325","AKAP11",5,"meaburn1.vp obermoser1.vp meaburn1.rp obermoser1.rp obermoser4.rp",0,2,0,3,0,0,0,2
"326","GLRX2",7,"dusek.vp larocca.vp meaburn1.rp obermoser3.rp dusek.rp rusch.rp larocca.rp",0,1,0,1,2,1,2,5
"327","SNAPC1",1,"obermoser3.rp",0,0,0,1,0,0,0,1
"328","DERA",2,"meaburn2.rp rusch.rp",0,1,0,0,0,1,0,2
"329","STRAP",5,"meaburn2.sd rusch.vp meaburn2.rp obermoser1.rp dusek.rp",0,2,0,1,1,1,0,4
"330","ABCC2",0,"",0,0,0,0,0,0,0,0
"331","DEF6",5,"obermoser1.vp obermoser3.vp obermoser4.vp dusek.vp dusek.rp",0,0,0,3,2,0,0,2
"332","PLEKHO1",8,"meaburn1.vp meaburn2.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp dusek.rp",0,3,0,2,2,1,0,4
"333","GCLM",12,"meaburn1.sd meaburn2.sd meaburn2.vp obermoser3.vp obermoser4.vp dusek.vp meaburn1.rp meaburn2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,5,0,4,2,1,0,4
"334","UBR2",15,"meaburn1.sd gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp",0,5,1,6,2,1,0,5
"335","CCDC28A",3,"gosch.vp obermoser1.vp rusch.rp",0,0,1,1,0,1,0,3
"336","RRAGD",16,"gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,3,1,8,2,1,1,6
"337","HSF2",10,"gosch.vp obermoser1.vp obermoser3.vp dusek.vp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,1,1,5,2,1,0,5
"338","PHF20",6,"meaburn1.vp meaburn2.vp obermoser4.vp dusek.vp meaburn1.rp meaburn2.rp",0,4,0,1,1,0,0,3
"339","NR1H3",8,"gosch.vp obermoser1.vp obermoser2.vp larocca.vp obermoser1.rp obermoser2.rp obermoser3.rp larocca.rp",0,0,1,5,0,0,2,3
"340","TYMP",19,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",2,3,2,8,2,2,0,6
"341","NCAPH2",4,"meaburn1.vp meaburn2.vp dusek.vp rusch.vp",0,2,0,0,1,1,0,3
"342","TOMM34",2,"obermoser3.vp obermoser1.rp",0,0,0,2,0,0,0,1
"343","SEC63",4,"dusek.vp meaburn2.rp dusek.rp rusch.rp",0,1,0,0,2,1,0,3
"344","KPNA6",7,"obermoser3.vp dusek.vp rusch.vp meaburn2.rp obermoser3.rp dusek.rp rusch.rp",0,1,0,2,2,2,0,4
"345","VIM",13,"gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp obermoser1.rp obermoser4.rp dusek.rp rusch.rp",0,2,1,6,2,2,0,5
"346","FAS",9,"meaburn2.sd meaburn1.vp meaburn2.vp obermoser1.vp obermoser4.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser4.rp",0,5,0,4,0,0,0,2
"347","RNASET2",20,"meaburn1.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",2,5,2,7,2,2,0,6
"348","CD44",12,"gomez.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp obermoser3.rp dusek.rp rusch.rp",1,1,0,5,2,2,1,6
