"","Symbol","Within Variation (SD)","Total Variation (SD)","Rs","subject","time","repeatability","gen.variance","Average Expression","OVERALL_RP","OVERALL_RANK"
"10950","LOC101929619","13870","12582","12893","3660","8059.49999999999","12366","14968","1984",8382.29612465161,19266
"1718","B3GAT1-DT","13881.5963242858","11891.9882362709","10500.803085353","5517.49688192277","6986.91364049289","6545.91713190661","7585.45868016454","7346.56971061814",8382.48148349532,19267
"14507","NOTCH2NLA","7411.08979553241","9982.68482951003","5934.77793542716","8951.23059415458","7826.86473632817","8175.18054421417","8481.62860583052","11431.7323784906",8382.75246293186,19268
"18710","RP5.887A10.1","15225","14521","12809","5134","8059.49999999999","10469","15002","1325",8382.77688038579,19269
"20006","SLC67A1","5580.2539030082","9230.62567993251","2641.60258804929","11299.0809130073","8206.36640237247","12791.2562331785","11203.5447399523","13486.7504240671",8382.82349578398,19270
"7932","HLA-K","14054","15242","1221","14265","11915","14337","15267","2507",8383.22678085107,19271
"15206","PATE2","14048.7113555758","11339.3121108587","13580.1022785388","4046.98006186346","7429.63780918063","5023.60694199453","6035.06412060295","12373.6395736925",8383.541020179,19272
"6158","FAM86B2-DT","8431.43408646485","8317.88139311793","6383.60091256505","9799.64700986958","7934.447592316","9345.25909845953","9594.83350732822","7822.88571518594",8384.22357140517,19273
"10103","LINC03011","4659.57638105514","6710.75546807697","9489.2778140552","12883.5413867699","9362.47370018025","13218.886065214","11630.4318842442","4438.73862044211",8384.52364796778,19274
"23754","ZBTB41","14348.1170391143","12431.9928885431","12700.0171069875","6364.78285783489","7987.16825705978","5756.68095743476","7853.91789320026","4690.92064453934",8384.53775790475,19275
"7590","HARS1","5508.15620026236","5067.6921705489","8046.73505671798","10968.4918934959","9841.3910084053","9350.55428480725","7894.69524575915","13649.2191927238",8384.74799722515,19276
"7511","H2AZ2","5866.64130478139","6611.38980009932","7631.49963475177","10347.562170274","9641.52412441913","8673.73428590602","7541.41703195639","12659.7065330425",8385.80634850108,19277
"15338","PCYT1B","12947.5920412066","13987.6850507614","3483.40160422245","9936.98790636229","10142.5165943027","9536.007292447","14150.7961250276","2850.32827859067",8385.86086020701,19278
"22558","TRNL1","11527","9569","12025","5148","8059.49999999999","5938","7629","9811",8385.99225200931,19279
"20002","SLC66A1","10097.236106975","13581.5045558289","9190.8891844043","7408.34434944812","7683.75388400747","5868.5249850367","6147.37712361946","9457.00692608395",8386.8114924839,19280
"5497","ELAPOR1","13362.3201974234","16593.6261289976","491.168124736048","14492.3787763203","6984.80304351221","16118.9473937046","16658.1170953946","8269.58228799853",8386.85566522394,19281
"12483","MED4","4506.57613873979","8337.9005119859","3980.88874169504","10271.7844931708","10601.7488424765","10684.7282332072","10977.7466459168","12815.7193598784",8387.17718911284,19282
"16369","PRPF38B","5661.76153050047","5842.03612884809","8705.60939231014","9620.74786124731","10939.101849042","8562.51586134195","8720.86038344633","10821.5245151679",8387.24505501037,19283
"19389","SEMG1","9151.76640549396","7511.54242441658","10990.2620644668","9743.39398134917","7429.63780918063","9431.29679599982","9698.46970468211","4895.53163293819",8387.34121796077,19284
"22284","TRAJ54","11685","10840","9481.00000000001","10392","5771","8645.99999999999","12034","3269",8387.60200041906,19285
"24461","ZNF84","8711.63620573633","9040.19726790604","6760.27914901603","9744.30900294173","10880.7428685613","8086.31175973381","8295.99999624924","6469.80284574793",8387.7459254096,19286
"2514","C8orf82","10075.089330957","8889.58597456773","9668.13587513658","6947.85722285167","6765.61540522745","7979.50003247351","8396.3355994608","8986.62872929867",8388.06342806241,19287
"13124","MIR4772","15992","15635","9931","6869","8059.49999999999","8662","14588","1411",8388.16619456657,19288
"24476","ZNF876P","12419","14112","2546","9980","8059.49999999999","13124","14648","3553",8388.34916063596,19289
"9231","KLHL6","7237.25127092716","7583.05820861936","6196.24566441886","10234.6680252582","8471.46238868775","10395.8731677458","10007.4611773216","7993.15342244171",8388.51782000792,19290
"17761","RP11-256L6.3","13044","11890","11555","8777","5771","7781","12371","2806",8388.53183448515,19291
"7370","GSPT2","5595.63870744506","6011.88283302929","8341.29402039732","10083.1269111625","10988.2970397707","9854.30417166771","9080.76163780412","8817.86843628034",8389.11958597783,19292
"460","ACTR3","7884.50365900272","7039.77221770634","9621.40298311577","5885.18313174077","11322.3963193181","5688.22833137861","6888.62991561821","17599.4017535012",8389.47309540638,19293
"1050","ANKRD44","6311.4933463318","8040.43028043748","8577.11427974446","7478.41700577189","10098.0896574832","5864.05044723839","8319.84291295378","15309.163701844",8389.92784741535,19294
"21146","SYPL1","5901.18332498234","6646.0342736338","6352.74566466512","10831.5535915813","9236.82544273897","9023.01323294756","8342.87270237206","13084.9274336916",8390.04705102263,19295
"8028","HNRNPDL","5656.95142848151","7076.97793256411","6507.28102566565","9397.61488914362","7670.27801684523","9540.35867386719","9249.44759098357","14818.1278550103",8390.08875277852,19296
"19073","RYK","8102.20459111729","7771.27041973259","9513.52386735465","6689.85362558348","10589.4422087184","6972.89343943948","7475.27083722596","11103.0704251969",8390.27458956756,19297
"6003","FAM179A","10286.0937276242","10251.5787297185","6826.9824179177","8030.04713233679","8249.8515453617","8894.85045861179","11639.3177502487","4976.05115908087",8390.69928501189,19298
"1936","BLOC1S1","6399.87473609588","7607.68810974506","5708.22201747303","10814.2909987422","8183.64047302877","8846.45042782186","7869.02812879218","14353.7011171197",8391.03356781263,19299
"19936","SLC38A11","13705.5889789841","16558.1083745336","1906.13174345487","14829.68786511","8107.15741828151","12169.6930234394","12525.8565497482","3100.20047552365",8391.07008976346,19300
"22656","TSPYL4","12752.6474599372","10116.2483590086","11854.7276560411","5470.07501245439","10491.0390319348","5121.18327054296","6565.13576307868","8329.36628153837",8391.09521502659,19301
"9222","KLHL30","15717","15164","12068","7262.99999999999","8059.49999999999","7376","13632","1452",8391.19371283888,19302
"6074","FAM229B","10495.8910503611","10321.3690476751","11959.4009797407","6614.54683933336","8807.7828221198","9998.8761596961","12974.2009450151","2511.31502263268",8391.61823934504,19303
"11797","LTBR","6450.23253775608","6786.26212332234","6057.70071118141","9808.99271445314","9397.79118381163","9185.72089837546","8201.02421484487","13354.3522927847",8391.62413383704,19304
"16472","PSMA2","7915.62030797409","7414.12428656101","9030.8833210967","8961.15928354547","9730.03531776291","7326.0732087004","8065.5118663035","9006.40259467639",8391.72079402836,19305
"4765","DEK","7471.5561487726","7299.42998310217","9071.90115404206","6604.04558519321","9157.2998951841","6573.06245335126","7607.45579863568","16446.2895784645",8392.30712182139,19306
"16012","POLR2L","8810.54544656782","8882.67919838314","7019.57813528214","7760.44502440582","8695.87502318762","7542.32503584033","7857.19364283973","11200.9873622338",8392.3935009787,19307
"5684","EPSTI1","9197.29913868847","17610.5428858812","323.699689617686","13689.4643881293","9336.5585879901","14854.3137330298","16727.7296389706","14780.6008321889",8392.49880288709,19308
"20115","SMAD9","12971.5586244368","12101.4281790625","10962.494335568","10246.4560746726","8147.81971314964","9164.86962299218","9155.61069085785","2041.59044204098",8392.51135088105,19309
"669","AGA","5731.96969775665","9697.13268647078","2625.78890786968","13544.5764108405","6949.38328100674","13474.1672793866","11941.5080125046","11135.5989012962",8392.65125199875,19310
"2615","CALHM2","4832.2869307602","7924.73657241268","3326.00468734444","13970.9902822268","8432.8612578605","12230.9506184259","10498.3032191885","12775.3111441617",8392.69943781505,19311
"11461","LOC389607","9802","9113","7379.99999999999","3771","8059.49999999999","12878","13203","7226",8392.70596298188,19312
"20924","STAT5B","5279.30781845178","7189.44447013063","5607.18871222134","11955.5197712519","9037.71871492848","10190.921267034","8912.60875356407","11790.717672142",8393.15827281618,19313
"16160","PPP1R2","5147.25435012652","5267.19873536133","8624.76747286746","8365.99727027795","9499.62279872503","10005.5163568484","9799.30389114673","13520.1042853672",8393.49232896634,19314
"5420","EID1","8877.52687660581","8926.73363835364","7932.74816259122","7765.93800404561","8000.50416431919","6929.89051662442","7822.03432570735","11636.1302526225",8393.57107610203,19315
"11089","LOC102723715","14885","14812","9024.00000000001","7294","8059.49999999999","11294","15227","1225",8393.71489038829,19316
"22176","TOR1B","6455.36952639918","11019.729326134","2568.20786413233","10422.0319235641","7108.08935161658","11419.1361067794","12254.4229916751","13015.6202678224",8394.16127099629,19317
"21534","THAP12","5514.53401117007","5154.9367395629","8751.46325996059","9706.13713819879","7345.84436848647","9441.21718601201","9746.24772984751","15105.8522064541",8394.38638900957,19318
"11867","LTR1D1.ERV1.LTR","9946.99999999999","10128","6271.99999999999","9244","9667.00000000001","9075","11154","4315",8394.67619108606,19319
"10701","LOC101928100","14496","14029","10158","6868","7997","6799.00000000001","13212","2420",8394.76769027527,19320
"8282","IFI44L","13770.88514274","18577.86628892","347.965981977624","14415.1913179892","7386.6010573268","14211.3340852709","17203.0681428243","10647.7154382294",8395.22018038434,19321
"14541","NPIPB4","8882.59823278002","10923.2370440028","1913.95693297967","13434.7951121084","10153.5062321106","13163.0109649428","13206.0480273852","5603.52200791924",8395.2276634935,19322
"22467","TRIM4","7660.67006129961","8204.8959351143","6089.72943481286","9754.39282401953","8588.58440268301","9485.20012308831","10358.2284196683","7832.08946869506",8395.2505235213,19323
"17488","RP1-197B17.7","11870","12650","5184","10930","5771","10192","13444","3668",8395.31198457864,19324
"5725","ERMAP","4551.25148845761","9613.81987307902","3338.24326957813","14756.1086912034","8001.48871209035","13488.5200370865","12300.6671425274","8625.55422029137",8395.48764990487,19325
"9762","LINC00282","7036.79586175413","9313.5874935494","1794.69440295556","11476.1021692908","10989.2469259727","15001.4669282707","14027.0674768463","7908.62307864018",8395.67824318826,19326
"16678","PUS7L","11109.8668978527","8571.59297285895","12527.7421750725","8590.17399121334","10978.3562721073","5547.99089575368","6323.2783760621","6255.13068339047",8395.80057156331,19327
"22947","UBR5.AS1","13746","13069","10318","9264","3432.5","8346","13108","3829",8395.86480288375,19328
"939","AMER1","9313.21175023659","8701.33065370771","7868.87277572436","8700.03747228263","10905.9363236974","7399.26200341738","7467.28009567304","7385.97113517621",8395.9051954895,19329
"6131","FAM69B","10715.3107779874","11902.3967580383","3098.74577552334","13553.7343752599","5424.87713592639","13109.4512274067","14111.8427208432","4593.37718246473",8395.98774343098,19330
"15467","PET117","12949.6604453136","12740.4834961328","9561.78530243723","7401.6006914549","9849.04334592325","6850.11435480552","8118.08676184533","3861.27314671769",8396.01347103788,19331
"22720","TTF2","10285.0562376303","10661.7721933682","8312.965745714","8423.16201483798","9597.82008786492","8203.39412753295","9670.26641298201","4224.0433983659",8396.05018776595,19332
"15107","PAFAH1B3","4385.34475462355","7508.97837406726","6004.387511385","10698.7014319209","9320.1431833547","10668.4962821601","10380.8869100409","11314.2356588278",8396.46015263197,19333
"18419","RP11-960L18.1","9197","10326","3951","12430","5771","11388","12318","6544",8396.62603263801,19334
"14427","NLRP6","8541.97939889319","8442.70409224838","5348.15572602519","9692.19815178693","12171.5960578878","9534.52665421222","9442.46328010465","6033.82756408664",8396.99530748162,19335
"6618","FRMPD3","12917.4815656923","13477.6388881733","2471.04350427102","7961.1425687523","10373.9338488348","12878.5932849826","15253.2152348284","3541.58495592016",8397.0609021833,19336
"20470","SNRPA1","6691.89123806729","7228.87131675476","5855.09568378226","9850.04220367818","9223.95975692441","8725.34636900373","7874.59510609903","13981.8982937371",8397.2239896171,19337
"21182","TADA1","11322.7384253114","10406.7579683619","10823.3929383933","7276.67777537773","9091.16211592357","5897.31810282556","6443.46107572685","7717.41273809315",8398.05179802434,19338
"14511","NOV","8349.31480291858","11779.7162168957","1628.64081307517","13131.9143983771","8327.48052968224","14073.4085883854","14221.7373766479","7057.26073803681",8398.08169692193,19339
"2341","C1QC","15820.5052700601","15737.497545671","5881.78204288462","12383.4185910031","10289.6866570367","9411.08282824033","14931.7190905803","943.830493256071",8398.3483269006,19340
"8733","ITGA2","10102.6454146374","11841.8600337242","4612.70893815134","11765.1901442385","10335.3741915438","10727.3661699481","13767.8371888486","2499.19868909353",8399.18179669223,19341
"5029","DNAJC5","4855.7226543308","4882.23639309225","8709.55558690202","10710.115849797","9671.218470356","10346.7612210155","8124.60948049471","13779.782548543",8399.41742919965,19342
"8393","IGIP","9130.42420079162","8461.56569733523","9634.63847850233","8729.21865446413","7849.7081932084","7516.39140856995","7944.73539707028","8134.15543568098",8399.45119048539,19343
"23404","WDR25","10176.3650488163","9351.50161612762","8105.06588516276","7192.57085803118","7698.94843008713","9365.78389467441","10028.3246801583","6176.81982052323",8399.63566736564,19344
"13701","MSANTD4","7546.33811937426","8148.48963898244","8893.3843359758","7746.58896167537","10332.2843054326","8201.1880767111","9527.86520982953","7245.97737411897",8399.81229272078,19345
"8377","IGHV3-23","8229.99999999999","10442","2631","7903.00000000001","13318","12844","12566","6453",8399.90351816915,19346
"23921","ZMIZ1","4255.93296857341","6015.20727187603","4963.94604924389","12235.2166362519","7551.82831412461","12022.0094898368","11361.7382399627","15454.0239519609",8399.91619882158,19347
"3685","CLEC1A","13304.1868813636","12115.9081568052","9486.62597769722","6967.52468934943","8269.47137153001","7588.96423831524","8895.56019788592","4167.14721156795",8399.93403437334,19348
"22950","UBTD2","11326.8173952874","10070.4667590852","10088.3774638153","8298.96532218416","9586.46656529557","7150.03908989412","8078.26360084722","4687.78435821261",8400.05103364683,19349
"10761","LOC101928434","13856","12693","12371","4242","8059.49999999999","10259","14179","2291",8400.06566163112,19350
"14804","ODF1","7727.50082569959","7397.32201710405","7810.28138431177","9354.60870079845","10315.5781994385","10295.0906882611","9034.52077773482","6186.62342254574",8400.1309386755,19351
"20112","SMAD5","8384.71208610015","11999.7807278851","3671.2053990977","10732.9143003262","8837.03015174331","12226.3541925341","13149.4413000294","4403.05658473556",8400.52804150138,19352
"6314","FCGRT","3797.09525987864","5791.25027233514","4487.44478773412","12040.6063553898","9374.1845530884","12611.0681559848","9881.16501451005","17871.2849317424",8400.6922624448,19353
"11426","LOC283788","5908.93998887284","13177.3669581882","617.483951065544","17610.3450379337","10194.4273291126","17821.6462231887","16191.7151086124","9960.12391555329",8400.88424960528,19354
"8278","IFI27L2","8180.4809468548","8963.53677738756","7992.90447762178","7449.13373099819","7547.63002886578","8033.90585525699","8717.83443753622","10750.718281826",8401.01015245645,19355
"23463","WEE1","12048.0687062619","12124.2631939806","6836.53057789825","7623.88985183745","8478.32893314978","7384.1689068687","8242.01031240433","6317.1267649325",8401.24643825208,19356
"21494","TFE3","7047.53773544933","6756.09412910425","8025.59945782017","9713.56440672943","8428.2204021825","8339.02621941853","7483.37535933081","12712.4725489239",8401.29043236783,19357
"13340","MITD1","5337.12686135172","6156.82609816462","7387.53135788338","8718.11942882064","9941.7294188572","9623.72379003595","9603.21872180012","12763.2499133633",8401.2946844913,19358
"10135","LL21NC02-1C16.2","11096","12084","4478","9041.00000000001","14506","8244","12060","3172",8401.95755481251,19359
"1020","ANKRD20A11P","14511.6470190943","17245.70209692","1231.32979806525","13104.3240489763","10956.417464431","11569.4900035971","12293.2779784264","3946.67846485091",8402.01793510908,19360
"2973","CCNG1","8794.16011614196","7295.29841688306","9889.9107312827","6806.22702783289","9103.38662003749","6406.17918598053","6772.72092660324","14561.9166648365",8402.1417299813,19361
"22907","UBE2S","10348.2837373912","9725.89671115443","7599.47567150454","8558.85864396943","7122.06156771271","7995.96590888814","8686.19098917305","7670.500486872",8402.1590761758,19362
"10620","LOC101927732","11389","10695","7673","10520","8059.49999999999","5549","6184","9136",8402.32477902456,19363
"20689","SPMIP2","9220.57335939678","18381.0712254723","1005.71405670053","18633.5183745892","7296.74974943651","19456.29189286","19558.8008092455","2817.00387486615",8402.37703709901,19364
"15954","PODN","10215.4399480157","11649.4534739962","5587.75116358065","9892.07828037123","7990.12248022599","13455.03974523","14008.1283176542","2509.71625845689",8403.13417699321,19365
"3950","COTL1","8997.70214812154","8835.11873360401","8063.30115126685","7917.92447325805","8899.32915475106","7396.07323700856","7245.43814598536","10274.8490797975",8403.4641559832,19366
"24497","ZNRD1.AS1","9960.09131484244","9849.67227881213","5621.2683622115","11128.5023251109","10172.707604173","10462.5532256711","11867.3007883006","3209.66010661565",8403.88638086896,19367
"3128","CDC20","16205.2016438923","16844.8666276508","4505.06652028359","9556.48181258859","10004.8159083602","6477.77869705931","8585.76451330621","3805.13021191012",8404.0401927823,19368
"19231","SCLT1","11917.4303756575","12190.2624960653","7421.77520920279","8124.08701846656","6674.2472823414","7023.47173393845","8596.71880809625","7051.53619485869",8404.38772185375,19369
"8854","KANK1","9638.49748474802","14519.6633739919","1333.05352404358","16162.596797948","8987.36746629169","16400.7394018374","15865.3058954733","3533.74378807493",8405.48942168089,19370
"1602","ATP5J","6942.26420536146","7503.97823788779","6049.49936777673","9919.15099630846","11246.5514167901","8474.50192528887","8741.3324152021","9567.88996281081",8405.51351075188,19371
"8090","HPCAL1","6830.292172113","8464.14337999149","6520.45082780761","8934.68469975723","8960.0438695673","8808.70529236357","8987.97928486649","10431.1294340063",8405.70888906858,19372
"24360","ZNF697","10699.6049154355","12176.667940438","6992.65605902001","8275.3724779864","12687.71449898","7332.47498727358","7975.46539214535","4456.44402718072",8405.97415091001,19373
"12343","MAST4","11150.1871537898","9666.81837688644","8824.58407064412","7196.22254394326","11205.0665636791","7175.41410709403","7460.18465459919","6072.87178309972",8406.13200861474,19374
"9340","KRT9","13708.6541409254","11042.151882698","13986.4183198313","4379.97360848037","9473.56947508134","5436.42483642987","6606.35196147712","7903.92531815756",8406.34604955027,19375
"19744","SLC15A2","9799.10865486545","9854.66147019006","8085.05137463147","9467.48188788123","10065.3441866931","8747.88105057978","8912.77119546279","4302.62605841667",8407.22995192449,19376
"15439","PEAR1","11489.5656783598","12444.1815723575","3947.72654523432","9704.71743513007","9267.91212450857","9225.15480390561","10889.5711539422","4895.36237273841",8407.53894199802,19377
"3170","CDH16","11482.8572228344","11596.3933186142","7951.96830979602","9210.74502958365","7364.39712400139","8387.92751518513","9398.9605808302","4409.60315674778",8407.68995873343,19378
"13776","MT2A","4718.3645729409","12678.0821096863","951.640519448456","15397.3135135709","8987.97505395099","14252.8864195703","14246.0356276592","15609.6252818732",8407.69144146523,19379
"17578","RP11-1143G9.5","12154","12252","7210","7893","5771","9634.99999999999","13127","4037",8407.73136175172,19380
"2140","C11orf35","9828","8638","8718","11336","8059.49999999999","7299.00000000001","8408","6018",8407.83005597566,19381
"10199","LOC100129083","13141.7663957324","12321.3990682877","10751.5758844925","3620.55133922998","9932.9954696456","6664.32292134768","10626.7613598876","5632.32420941835",8407.86404760597,19382
"20859","ST3GAL3","10470.2161602919","9662.52209746452","8077.2493875472","8542.70774041918","8044.09200645453","8573.07899098705","8810.76592396811","5895.7244840021",8409.27850207235,19383
"4325","CTD-2319I12.10","11929","12069","6897","12316","13239","11500","13418","1001",8409.30326915753,19384
"12883","MIF.AS1","13379","13195","7459","5822","3432.5","6058","11799","13300",8409.64792532153,19385
"23318","VRK1","10144.8959166011","9449.40757054173","8726.67641630067","6760.76825780327","7575.91445719986","7039.3189596279","7945.49973253138","10440.7608302026",8409.87462380978,19386
"15364","PDE2A","10915.8273241539","10843.3788797758","5554.9928141236","10850.5851155782","7034.15023501089","11598.6894281952","12743.9607326158","3373.39059880897",8409.95545462304,19387
"9085","KIAA1598","8432","11328","1488","15285","8059.49999999999","12594","12111","9373",8410.27753967789,19388
"10563","LOC101927365","8683.99999999999","9286.00000000001","4967","12229","13084","11963","11766","2776",8410.71308050927,19389
"10857","LOC101928967","14853","16160","1014","15563","8059.49999999999","16072","16363","3120",8411.00313238886,19390
"5632","EPB41","10503.731790867","12461.6244236891","2836.7981585349","11263.0444032304","8127.23001418211","12011.8372996667","12735.8261261503","4818.4860438186",8411.26913241235,19391
"18776","RPL22L1","10987.9099682631","14389.2370378034","3577.26260859594","9632.98266265372","7798.18316177268","8830.0148037668","9508.23713018069","7024.81168347679",8411.41870429861,19392
"1715","B3GALT6","5702.50238011862","6000.16674771658","6878.73362388238","10694.8285115547","8691.61756654461","10442.6883586985","9372.37493334408","11703.6030266275",8411.51375374621,19393
"21313","TBC1D7","5813.18421356207","7274.76043574939","5542.95803547433","11883.8277870628","9366.78730214955","12111.6488589717","10517.1855766127","7540.55432056102",8411.59652126589,19394
"18630","RP4-756H11.3","11248","12384","4186","13716","5771","12641","13751","3125",8411.96525324159,19395
"8614","INSIG1","9772.23595117801","9366.13175057973","8143.06784420409","8517.43848368313","6677.39751466395","7752.39850256741","8043.57369834873","9487.62888282642",8412.259571952,19396
"14768","NXPE3","7667.81630567548","9378.33505463874","6141.88492414146","8936.56604199911","9030.23289723382","10471.9713490964","10466.4519057253","6420.95466989647",8412.48947647285,19397
"16559","PTEN","5250.59291535253","5905.39825236386","6950.65876885055","10448.3738927186","7730.31790233926","9886.58027471204","8345.97539868343","17476.7945964219",8413.26015312224,19398
"6023","FAM199X","7716.72031776618","8088.28727660509","9426.65109233189","7148.37440910889","9027.48654615754","7383.413847217","8577.40946903081","10440.1589654869",8413.32510367035,19399
"19622","SHISA5","5263.3902658501","6514.65773266695","4295.29740288789","12060.0064823682","7245.75737908785","11063.4205404574","9807.08216120986","17979.617240437",8413.4463115395,19400
"5943","FAM133B","8905.18603873767","8515.01124720834","9138.96463052344","7118.46112937906","8727.77732995232","7222.95381053266","7206.46213334838","11204.1046617549",8413.53754926697,19401
"1405","ARPC5","5246.73491364141","6951.93104040468","6242.07559136583","9742.23056324095","8260.13036577505","9045.6981098196","8828.51914698587","17168.1142677625",8414.00337421056,19402
"13504","MOK","12177.758489518","12646.337202909","6031.83156712821","8899.50304615341","9856.03741885851","7965.90106391329","9664.14486580864","4005.82462430675",8414.28971831989,19403
"19122","SAMD9","9997.30869767268","13518.3048807212","3612.77389948274","8221.87397705256","8972.26747423057","7665.63266217054","8625.87978752513","10550.6482095924",8414.31395189032,19404
"13890","MX1","10237.6559381538","17742.4519134937","295.335709259199","15043.6520929609","7282.56179478033","14809.2632640455","16833.2943193436","17152.4660460735",8414.42784755061,19405
"21235","TAPBPL","3702.47163747104","6578.27713173719","3585.04495637183","16102.2158749953","7304.85913482692","15521.8802915525","12430.1426420201","12685.8653431812",8414.76646877552,19406
"293","AC091729.9","12112.3948086248","12166.6007989085","5834.40588234998","9643.85773433018","10737.3715359021","8202.09912156638","9953.30116092144","3459.02659718019",8414.89776304289,19407
"7809","HIF1A-AS2","10618","9333.00000000001","9930.00000000001","10225","12141","7428","10460","2650",8415.35726249156,19408
"17929","RP11-367J11.2","10713","10879","6137","9373.99999999999","12215","11924","12682","2031",8415.39068899889,19409
"19086","S100A6","6325.10088430089","5593.72471954544","5796.64271227473","10137.6807564931","9069.70068828498","8776.06777122668","8227.79835540624","18475.7280674321",8415.55430527196,19410
"8460","IGLV9-49","13254","14784","2264","14132","12176","13374","15005","1643",8416.0307112382,19411
"372","ACAT1","6037.86224454829","7676.87102316978","5013.7225807278","10214.1411202851","9026.06313835705","9951.31177670727","9367.63596091537","12605.6071064019",8416.37851005593,19412
"23486","WIPI1","5164.24773719585","7618.26301188346","3995.26898655371","12778.2942173565","10004.8442349133","11607.2007045876","10057.6247708325","10733.6478091217",8416.5249783906,19413
"14439","NME4","7808.41115597447","11060.6308620305","1810.14908176673","11437.3850786344","8855.68992063245","11383.2083079857","11121.2808983052","12568.7228979498",8417.14072650451,19414
"9754","LINC00243","8666.81775695142","10712.627406033","2225.85467770647","13029.7640854153","11166.0443304679","12611.996666979","12622.0571140452","5264.67803861305",8417.27995940352,19415
"20917","STARD8","12252.1898685702","11425.0845461093","8799.13631478376","6444.77084614781","9183.61694895984","6824.87839769788","9168.44690558732","5523.97541894578",8417.28645275929,19416
"20467","SNRNP48","11078.0601217602","9441.87509258096","10253.2314581321","7931.16557222471","9138.00719053959","7286.73273879154","8913.90417296726","4991.41254472416",8417.33164294927,19417
"9497","L1TD1","17167.1276221394","15958.4964473926","6665.43438275994","11058.0709597545","10329.9753143165","5822.62867638836","6849.99394160048","3029.34682954819",8417.47577478284,19418
"8427","IGLC3","11623","14949","701","14380","5771","14650","15123","11258",8417.81539653595,19419
"11169","LOC102724104","14875","14397","11186","2627","8059.49999999999","13364","15781","2357",8417.83322040706,19420
"5799","EVA1C","10734.7276030208","8432.2256455208","11519.0390896414","7410.02234157898","10485.8183319051","8070.84457946668","8191.58815719597","4707.08897310887",8417.85335958278,19421
"23027","UHRF2","7004.09594342698","7134.38384641691","8167.34060027035","7899.94039616656","9194.99922936652","8227.55044675308","7948.84974636945","13006.1574934103",8418.04171303244,19422
"9181","KLF15","14174.8551525256","10596.3862705361","14975.2978889505","6739.70436006241","9563.18110915196","6548.33005483829","8018.82748759289","3314.2593672754",8418.6097695571,19423
"21728","TM9SF2","4766.31713174088","4980.8256492019","8566.82681381695","9709.97337025825","9390.69538759719","9125.48804986185","8475.53175757929","17591.4696137724",8418.66356467115,19424
"6927","GID4","7195.08534668995","10633.2421748401","3175.50536034689","11727.0656904064","8272.39698905784","11411.7273555168","11236.5376161281","8349.64015769521",8418.76449680851,19425
"437","ACTA2","6664.20079431524","13868.3562261861","1121.1320203231","14156.6877143862","8750.43425703835","14300.136976682","14505.2058107799","9479.61867372342",8418.98052162775,19426
"10929","LOC101929479","15396","14858","11898","6714","8059.49999999999","9629","14813","1202",8419.42711770806,19427
"13563","MPZL3","11097.5415352906","11536.2904033594","7559.77903986394","7542.83281331374","7300.6797779545","7449.66620797197","9587.59698676304","6633.87847530815",8419.55701690884,19428
"3052","CD247","5027.4059016941","8416.67768838231","2712.88653200485","11553.4565818558","7854.71126331081","12306.5704984713","11035.4396217297","17853.0450837517",8419.75933072143,19429
"20967","STMN2","10948.8322843604","11257.9720365638","8184.54651332479","6059.29430193137","12000.5087982386","6422.88142643906","6730.35936788249","7968.55753719903",8420.23128925957,19430
"10806","LOC101928667","13195","11229","13901","4286","8059.49999999999","9802","13376","2711",8421.04344132504,19431
"15599","PHPT1","6934.67115227945","6963.97795386924","6639.26589605519","10115.1950054546","6222.88307121985","9771.27763555812","9366.3804351011","13691.9883879186",8421.1201015601,19432
"17704","RP11-197N18.8","12362","12178","8084","11678","5771","10568","13179","2214",8421.13112477018,19433
"20571","SP110","5466.49582296726","8715.08116445714","3969.29680329134","10161.1138502968","8218.22314745854","9957.18035062131","9510.99182601212","16911.8671212088",8421.139800127,19434
"9561","LARGE","11608.8902570401","12848.1895611794","3011.23363424361","8389.99618593476","9636.05207022046","13123.0882036204","14156.2483024282","3749.33674134506",8421.16317805455,19435
"16656","PTRH1","8516.58971362065","7952.47040574415","10164.8999375043","7694.88448384904","8303.31268649807","8525.55885787932","8700.39184815802","7754.90569054777",8421.61382495688,19436
"23976","ZNF177","10944.3203182757","8837.53071088232","10829.1943069811","8765.79660237957","13703.0456779268","9158.16450401238","9291.23989829271","2363.79353329276",8421.74336988085,19437
"6624","FRY-AS1","11747.9051496083","12887.4859358363","9157.99764772909","12143.5099708489","7908.3332794643","10545.5902108165","14103.3338199505","1277.83886942862",8421.7702885859,19438
"17347","RNF130","4723.76869150512","6832.42885755573","4760.50463871839","10579.4631999258","11214.2448146526","10900.2050131722","9250.46473165511","13768.7510476319",8421.80915285288,19439
"7419","GTF3A","5570.08327667317","6311.05475308992","6606.21553199291","10128.5858598044","9040.65780229433","8799.65048376029","7696.79611321984","17573.6833439914",8421.95521575145,19440
"10141","LLCFC1","11014.93688842","15096.0408412604","4520.68922968001","15229.5141459247","10289.4302317461","14239.3264632555","15432.7276029973","978.074830863239",8422.26526255015,19441
"22206","TPD52","10073.6839115525","10369.7589976343","5993.510897503","8930.97133388961","9651.29812123173","8576.37289265937","9130.10185235561","5991.76005812599",8422.32604798773,19442
"1431","ARV1","6593.77162052342","7061.39045323772","7291.01130434313","9705.37281939828","8925.15019189617","9907.4712593998","8601.99556854494","10104.1368322009",8422.43394595895,19443
