"","Symbol","Score","Filters","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","karlovich","Study_counts"
"190","DYRK4",6,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp obermoser3.rp obermoser4.rp",0,0,0,6,0,0,0,0,1
"191","ZNF207",11,"gomez.vp meaburn2.vp obermoser1.vp dusek.vp rusch.vp karlovich1.vp karlovich2.vp meaburn1.rp meaburn2.rp dusek.rp karlovich2.rp",1,3,0,1,2,1,0,3,6
"192","UQCRC1",3,"gosch.vp obermoser1.vp obermoser3.vp",0,0,1,2,0,0,0,0,2
"193","STARD3NL",2,"meaburn1.vp meaburn1.rp",0,2,0,0,0,0,0,0,1
"194","CD9",17,"gomez.sd gomez.vp gosch.vp obermoser2.vp obermoser3.vp dusek.vp gomez.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp karlovich1.rp karlovich2.rp",3,1,1,6,2,1,1,2,8
"195","NCAPD2",10,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp rusch.vp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",0,0,1,8,0,1,0,0,3
"196","IFFO1",2,"obermoser1.vp obermoser2.vp",0,0,0,2,0,0,0,0,1
"197","GIPR",2,"gosch.vp gosch.rp",0,0,2,0,0,0,0,0,1
"198","PHF7",1,"gosch.rp",0,0,1,0,0,0,0,0,1
"199","NISCH",1,"obermoser2.vp",0,0,0,1,0,0,0,0,1
"200","STAB1",11,"gosch.vp meaburn2.vp obermoser1.vp obermoser3.vp obermoser4.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",0,3,1,7,0,0,0,0,3
"201","FUZ",0,"",0,0,0,0,0,0,0,0,0
"202","IDS",14,"gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp rusch.vp karlovich1.vp meaburn1.rp meaburn2.rp obermoser2.rp obermoser3.rp obermoser4.rp karlovich1.rp",0,4,1,6,0,1,0,2,5
"203","ZNF200",4,"gosch.vp obermoser1.rp obermoser2.rp obermoser3.rp",0,0,1,3,0,0,0,0,2
"204","CD4",4,"gosch.vp obermoser3.vp obermoser1.rp obermoser3.rp",0,0,1,3,0,0,0,0,2
"205","LRRC23",1,"gomez.rp",1,0,0,0,0,0,0,0,1
"206","BTK",5,"gosch.vp obermoser1.vp obermoser4.vp karlovich1.vp obermoser4.rp",0,0,1,3,0,0,0,1,3
"207","HFE",1,"gosch.rp",0,0,1,0,0,0,0,0,1
"208","SCMH1",0,"",0,0,0,0,0,0,0,0,0
"209","FYN",11,"meaburn2.sd gomez.vp meaburn1.vp obermoser3.vp dusek.vp karlovich1.vp karlovich2.vp meaburn2.rp obermoser3.rp dusek.rp karlovich2.rp",1,3,0,2,2,0,0,3,5
"210","HIVEP2",5,"gomez.vp larocca.vp karlovich2.vp meaburn2.rp larocca.rp",1,1,0,0,0,0,2,1,4
"211","TCEB3",2,"gomez.vp gosch.vp",1,0,1,0,0,0,0,0,2
"212","LYPLA2",3,"obermoser3.vp karlovich1.vp obermoser3.rp",0,0,0,2,0,0,0,1,2
"213","CLCN6",2,"gosch.vp obermoser2.vp",0,0,1,1,0,0,0,0,2
"214","MRC2",8,"gosch.vp obermoser1.vp gomez.rp gosch.rp obermoser1.rp larocca.rp karlovich1.rp karlovich2.rp",1,0,2,2,0,0,1,2,5
"215","TSPAN9",11,"obermoser2.sd obermoser1.vp obermoser3.vp obermoser4.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",1,0,1,8,0,0,1,0,4
"216","BTBD7",8,"meaburn1.vp meaburn2.vp obermoser4.vp dusek.vp obermoser4.rp dusek.rp rusch.rp karlovich2.rp",0,2,0,2,2,1,0,1,5
"217","APBA3",1,"karlovich2.vp",0,0,0,0,0,0,0,1,1
"218","MKS1",1,"gomez.vp",1,0,0,0,0,0,0,0,1
"219","ABHD5",10,"meaburn2.vp obermoser1.vp rusch.vp karlovich1.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp rusch.rp karlovich1.rp",0,3,0,3,0,2,0,2,4
"220","AKAP8L",3,"dusek.vp rusch.vp dusek.rp",0,0,0,0,2,1,0,0,2
"221","MBTD1",2,"dusek.vp dusek.rp",0,0,0,0,2,0,0,0,1
"222","UTP18",5,"dusek.vp karlovich1.vp dusek.rp rusch.rp karlovich1.rp",0,0,0,0,2,1,0,2,3
"223","RNF216",6,"gosch.vp meaburn1.vp obermoser2.vp obermoser3.vp karlovich2.vp obermoser3.rp",0,1,1,3,0,0,0,1,4
"224","TTC19",5,"obermoser2.vp dusek.vp karlovich1.vp dusek.rp rusch.rp",0,0,0,1,2,1,0,1,4
"225","PTBP1",4,"gosch.vp obermoser3.vp karlovich1.vp karlovich1.rp",0,0,1,1,0,0,0,2,3
"226","LARS2",4,"dusek.vp karlovich2.vp rusch.rp karlovich2.rp",0,0,0,0,1,1,0,2,3
"227","PIK3C2A",3,"meaburn2.rp dusek.rp rusch.rp",0,1,0,0,1,1,0,0,3
"228","PLAUR",9,"gomez.vp meaburn1.vp obermoser1.vp obermoser2.vp rusch.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp",1,3,1,3,0,1,0,0,5
"229","WIZ",0,"",0,0,0,0,0,0,0,0,0
"230","RABGAP1",2,"meaburn1.vp obermoser3.vp",0,1,0,1,0,0,0,0,2
"231","QPCTL",1,"gosch.vp",0,0,1,0,0,0,0,0,1
"232","PPP5C",3,"gomez.vp gosch.vp gosch.rp",1,0,2,0,0,0,0,0,2
"233","CEP68",11,"meaburn2.sd gomez.vp obermoser2.vp karlovich1.vp karlovich2.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp dusek.rp karlovich2.rp",1,3,0,3,1,0,0,3,5
"234","MAP4K3",0,"",0,0,0,0,0,0,0,0,0
"235","ZBTB32",3,"gosch.vp gosch.rp larocca.rp",0,0,2,0,0,0,1,0,2
"236","TYROBP",8,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp karlovich2.vp obermoser2.rp obermoser3.rp",0,0,0,6,1,0,0,1,3
"237","TMEM159",1,"gosch.rp",0,0,1,0,0,0,0,0,1
"238","BRCA1",3,"obermoser4.vp obermoser3.rp obermoser4.rp",0,0,0,3,0,0,0,0,1
"239","ERCC1",5,"obermoser1.vp obermoser3.vp dusek.vp obermoser3.rp karlovich2.rp",0,0,0,3,1,0,0,1,3
"240","CD22",17,"meaburn2.sd gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser4.vp karlovich1.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp larocca.rp karlovich1.rp karlovich2.rp",2,4,2,5,0,0,1,3,6
"241","MBTPS2",2,"meaburn1.rp rusch.rp",0,1,0,0,0,1,0,0,2
"242","PRICKLE3",0,"",0,0,0,0,0,0,0,0,0
"243","LTF",13,"gomez.vp obermoser1.vp obermoser2.vp obermoser4.vp karlovich1.vp gomez.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp larocca.rp karlovich1.rp",2,0,0,7,0,1,1,2,5
"244","EXTL3",3,"obermoser2.vp obermoser2.rp obermoser4.rp",0,0,0,3,0,0,0,0,1
"245","ELOVL5",7,"meaburn1.vp obermoser1.vp dusek.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",0,3,0,1,2,1,0,0,4
"246","ALOX5",12,"meaburn1.vp meaburn2.vp obermoser2.vp dusek.vp rusch.vp karlovich1.vp karlovich2.vp meaburn1.rp obermoser2.rp dusek.rp rusch.rp karlovich1.rp",0,3,0,2,2,2,0,3,5
"247","CALCOCO1",3,"obermoser1.vp obermoser3.vp obermoser1.rp",0,0,0,3,0,0,0,0,1
"248","UBR7",7,"meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser2.rp obermoser3.rp rusch.rp",0,1,0,5,0,1,0,0,3
"249","MAP4K5",4,"gomez.vp rusch.vp rusch.rp karlovich1.rp",1,0,0,0,0,2,0,1,3
"250","EHD3",3,"gosch.rp meaburn1.rp rusch.rp",0,1,1,0,0,1,0,0,3
"251","PSMC4",4,"obermoser3.vp dusek.vp karlovich1.vp obermoser3.rp",0,0,0,2,1,0,0,1,3
"252","MAN2B2",4,"dusek.vp karlovich2.vp dusek.rp karlovich2.rp",0,0,0,0,2,0,0,2,2
"253","SLC25A39",13,"obermoser4.sd gosch.vp obermoser1.vp obermoser2.vp dusek.vp rusch.vp karlovich1.vp gomez.rp gosch.rp obermoser2.rp obermoser4.rp dusek.rp karlovich1.rp",1,0,2,5,2,1,0,2,6
"254","MVP",6,"gosch.vp meaburn1.vp meaburn2.vp obermoser2.vp gosch.rp obermoser1.rp",0,2,2,2,0,0,0,0,3
"255","NUB1",12,"meaburn2.sd gomez.vp meaburn1.vp meaburn2.vp obermoser4.vp karlovich2.vp gosch.rp meaburn1.rp meaburn2.rp obermoser3.rp karlovich1.rp karlovich2.rp",1,5,1,2,0,0,0,3,5
"256","PGM3",0,"",0,0,0,0,0,0,0,0,0
"257","RWDD2A",2,"obermoser1.vp obermoser1.rp",0,0,0,2,0,0,0,0,1
"258","CLK1",1,"karlovich1.rp",0,0,0,0,0,0,0,1,1
"259","POLR3B",0,"",0,0,0,0,0,0,0,0,0
"260","ANGEL1",1,"obermoser3.vp",0,0,0,1,0,0,0,0,1
"261","RNF14",14,"obermoser4.sd gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp rusch.rp karlovich1.rp",1,1,2,7,1,1,0,1,7
"262","DNASE1L1",4,"gosch.vp obermoser3.vp dusek.vp obermoser3.rp",0,0,1,2,1,0,0,0,3
"263","DDX11",16,"gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser3.vp obermoser4.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp larocca.rp",2,4,2,6,0,0,2,0,5
"264","HEBP1",15,"obermoser2.sd obermoser4.sd karlovich2.sd gosch.vp obermoser2.vp obermoser4.vp karlovich1.vp karlovich2.vp gosch.rp obermoser1.rp obermoser2.rp obermoser4.rp rusch.rp karlovich1.rp karlovich2.rp",0,0,2,7,0,1,0,5,4
"265","CD6",15,"meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp larocca.vp karlovich1.vp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp karlovich1.rp karlovich2.rp",0,1,1,7,1,1,1,3,7
"266","TACC3",7,"gomez.vp meaburn1.vp obermoser4.vp dusek.vp meaburn1.rp obermoser4.rp karlovich1.rp",1,2,0,2,1,0,0,1,5
"267","UFL1",2,"gomez.vp meaburn2.rp",1,1,0,0,0,0,0,0,2
"268","POLA2",1,"gosch.vp",0,0,1,0,0,0,0,0,1
"269","ZC3H3",4,"gosch.vp meaburn1.vp obermoser2.vp gosch.rp",0,1,2,1,0,0,0,0,3
"270","CAPN1",1,"obermoser1.vp",0,0,0,1,0,0,0,0,1
"271","ACPP",5,"gosch.vp larocca.vp gomez.rp gosch.rp larocca.rp",1,0,2,0,0,0,2,0,3
"272","MDH1",7,"gosch.vp obermoser3.vp obermoser4.vp dusek.vp karlovich2.vp dusek.rp karlovich2.rp",0,0,1,2,2,0,0,2,4
"273","SLC30A9",0,"",0,0,0,0,0,0,0,0,0
"274","MTMR11",12,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp larocca.vp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",1,0,1,8,0,0,2,0,4
"275","COX15",3,"rusch.vp karlovich1.vp rusch.rp",0,0,0,0,0,2,0,1,2
"276","CCDC88C",3,"karlovich2.vp rusch.rp karlovich2.rp",0,0,0,0,0,1,0,2,2
"277","YAF2",1,"meaburn1.rp",0,1,0,0,0,0,0,0,1
"278","ZMYND11",8,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp obermoser1.rp obermoser3.rp",1,0,1,6,0,0,0,0,3
"279","WAS",3,"obermoser2.vp obermoser3.vp obermoser3.rp",0,0,0,3,0,0,0,0,1
"280","BID",8,"gosch.vp meaburn1.vp obermoser2.vp dusek.vp larocca.vp karlovich1.vp meaburn1.rp dusek.rp",0,2,1,1,2,0,1,1,6
"281","MATR3",7,"gomez.vp meaburn2.vp obermoser2.vp obermoser3.vp gomez.rp obermoser2.rp obermoser4.rp",2,1,0,4,0,0,0,0,3
"282","XYLT2",2,"obermoser3.vp gomez.rp",1,0,0,1,0,0,0,0,2
"283","NUDCD3",2,"rusch.vp obermoser2.rp",0,0,0,1,0,1,0,0,2
"284","GLT8D1",4,"dusek.vp karlovich2.vp dusek.rp karlovich2.rp",0,0,0,0,2,0,0,2,2
"285","ATP2C1",4,"meaburn1.vp meaburn2.vp rusch.vp rusch.rp",0,2,0,0,0,2,0,0,2
"286","SLC38A5",13,"gomez.vp gosch.vp obermoser2.vp obermoser4.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp karlovich1.rp",2,2,1,6,0,1,0,1,6
"287","RALBP1",17,"meaburn1.sd meaburn2.sd gomez.vp gosch.vp meaburn2.vp obermoser2.vp obermoser3.vp obermoser4.vp rusch.vp karlovich1.vp karlovich2.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser4.rp karlovich1.rp",1,5,2,5,0,1,0,3,6
"288","RUFY3",9,"gosch.vp meaburn1.vp obermoser2.vp obermoser4.vp meaburn2.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp",0,2,1,4,1,1,0,0,5
"289","SLC11A1",17,"meaburn2.sd meaburn1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp karlovich2.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp karlovich1.rp karlovich2.rp",1,4,0,7,1,0,1,3,6
"290","AGPS",3,"gomez.vp meaburn1.vp meaburn1.rp",1,2,0,0,0,0,0,0,2
"291","CXorf56",0,"",0,0,0,0,0,0,0,0,0
"292","TTC27",2,"obermoser1.vp meaburn2.rp",0,1,0,1,0,0,0,0,2
"293","ZNF582",0,"",0,0,0,0,0,0,0,0,0
"294","VSIG2",2,"gomez.rp larocca.rp",1,0,0,0,0,0,1,0,2
"295","MARCO",14,"gomez.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp larocca.vp gomez.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",2,2,0,8,0,0,2,0,4
"296","PRDM11",1,"karlovich2.vp",0,0,0,0,0,0,0,1,1
"297","CD74",16,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp rusch.vp larocca.vp karlovich1.vp karlovich2.vp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp karlovich1.rp karlovich2.rp",0,0,1,8,0,2,1,4,5
"298","HGF",3,"gomez.vp gosch.vp gomez.rp",2,0,1,0,0,0,0,0,2
"299","ZRANB1",8,"obermoser2.vp obermoser4.vp larocca.vp karlovich1.vp obermoser1.rp obermoser2.rp obermoser4.rp karlovich1.rp",0,0,0,5,0,0,1,2,3
"300","NCDN",1,"obermoser4.vp",0,0,0,1,0,0,0,0,1
"301","ZFP64",0,"",0,0,0,0,0,0,0,0,0
"302","MNAT1",0,"",0,0,0,0,0,0,0,0,0
"303","SAMD4A",5,"gosch.vp meaburn1.vp gosch.rp meaburn1.rp meaburn2.rp",0,3,2,0,0,0,0,0,2
"304","RUNX3",14,"obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp karlovich1.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp karlovich1.rp karlovich2.rp",0,2,1,6,2,0,0,3,5
"305","MRE11A",0,"",0,0,0,0,0,0,0,0,0
"306","PLEKHB1",4,"obermoser1.vp larocca.vp gosch.rp obermoser1.rp",0,0,1,2,0,0,1,0,3
"307","SERPINB1",15,"meaburn2.sd gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp rusch.vp karlovich1.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp rusch.rp karlovich1.rp karlovich2.rp",0,5,1,4,0,2,0,3,5
"308","SPAST",3,"gosch.vp meaburn1.rp rusch.rp",0,1,1,0,0,1,0,0,3
"309","OSBPL5",8,"obermoser1.vp obermoser2.vp obermoser4.vp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",0,0,1,7,0,0,0,0,2
"310","AQR",4,"obermoser3.vp rusch.vp obermoser3.rp karlovich2.rp",0,0,0,2,0,1,0,1,3
"311","FHL1",16,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp rusch.vp larocca.vp karlovich2.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp karlovich1.rp karlovich2.rp",1,0,1,8,0,2,1,3,6
"312","RTFDC1",0,"",0,0,0,0,0,0,0,0,0
"313","NLRP2",11,"gomez.vp obermoser1.vp obermoser2.vp obermoser4.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",2,0,1,7,0,0,1,0,4
"314","SLC45A4",14,"meaburn1.vp meaburn2.vp obermoser1.vp obermoser4.vp larocca.vp karlovich1.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp karlovich1.rp karlovich2.rp",0,4,0,6,0,0,1,3,4
"315","RNF10",20,"gomez.sd gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp larocca.vp karlovich1.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp larocca.rp karlovich1.rp karlovich2.rp",3,0,2,6,2,2,2,3,7
"316","ZNF839",4,"obermoser1.vp obermoser3.vp obermoser4.vp dusek.vp",0,0,0,3,1,0,0,0,2
"317","ZDHHC6",0,"",0,0,0,0,0,0,0,0,0
"318","GRAMD1B",3,"gomez.vp gosch.vp gomez.rp",2,0,1,0,0,0,0,0,2
"319","RNH1",6,"gosch.vp meaburn1.vp obermoser1.vp dusek.vp obermoser1.rp obermoser3.rp",0,1,1,3,1,0,0,0,4
"320","NDUFS1",4,"meaburn2.vp rusch.vp karlovich1.vp obermoser3.rp",0,1,0,1,0,1,0,1,4
"321","RB1CC1",4,"gosch.vp meaburn2.vp meaburn2.rp karlovich1.rp",0,2,1,0,0,0,0,1,3
"322","ERP44",1,"karlovich2.vp",0,0,0,0,0,0,0,1,1
"323","ALAS1",2,"karlovich1.vp karlovich1.rp",0,0,0,0,0,0,0,2,1
"324","BIRC3",12,"gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp karlovich1.vp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp",1,0,0,8,2,0,0,1,4
"325","AKAP11",5,"obermoser4.sd meaburn1.vp obermoser1.vp meaburn1.rp obermoser4.rp",0,2,0,3,0,0,0,0,2
"326","GLRX2",3,"larocca.vp larocca.rp karlovich2.rp",0,0,0,0,0,0,2,1,2
"327","SNAPC1",1,"obermoser3.rp",0,0,0,1,0,0,0,0,1
"328","DERA",3,"karlovich2.vp rusch.rp karlovich1.rp",0,0,0,0,0,1,0,2,2
"329","STRAP",3,"meaburn2.sd rusch.vp meaburn2.rp",0,2,0,0,0,1,0,0,2
"330","ABCC2",0,"",0,0,0,0,0,0,0,0,0
"331","DEF6",3,"obermoser3.vp obermoser4.vp dusek.vp",0,0,0,2,1,0,0,0,2
"332","PLEKHO1",6,"meaburn2.vp obermoser2.vp obermoser4.vp rusch.vp karlovich1.rp karlovich2.rp",0,1,0,2,0,1,0,2,4
"333","GCLM",8,"meaburn1.sd meaburn2.vp obermoser3.vp obermoser4.vp meaburn1.rp meaburn2.rp obermoser3.rp rusch.rp",0,4,0,3,0,1,0,0,3
"334","UBR2",12,"gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp karlovich2.vp meaburn1.rp meaburn2.rp obermoser1.rp rusch.rp karlovich1.rp",0,4,1,4,0,1,0,2,5
"335","CCDC28A",2,"gosch.vp obermoser1.vp",0,0,1,1,0,0,0,0,2
"336","RRAGD",12,"gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp larocca.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp",0,3,1,7,0,0,1,0,4
"337","HSF2",10,"gosch.vp obermoser1.vp dusek.vp meaburn2.rp obermoser1.rp obermoser4.rp dusek.rp rusch.rp karlovich1.rp karlovich2.rp",0,1,1,3,2,1,0,2,6
"338","PHF20",5,"meaburn1.vp meaburn2.vp dusek.vp karlovich1.rp karlovich2.rp",0,2,0,0,1,0,0,2,3
"339","NR1H3",5,"gosch.vp obermoser2.vp larocca.vp obermoser2.rp larocca.rp",0,0,1,2,0,0,2,0,3
"340","TYMP",21,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp karlovich2.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp karlovich1.rp karlovich2.rp",2,2,2,8,2,2,0,3,7
"341","NCAPH2",1,"meaburn2.vp",0,1,0,0,0,0,0,0,1
"342","TOMM34",1,"obermoser1.rp",0,0,0,1,0,0,0,0,1
"343","SEC63",1,"rusch.rp",0,0,0,0,0,1,0,0,1
"344","KPNA6",3,"obermoser3.vp rusch.vp obermoser3.rp",0,0,0,2,0,1,0,0,2
"345","VIM",18,"obermoser1.sd gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp karlovich1.vp karlovich2.vp meaburn1.rp obermoser1.rp obermoser4.rp dusek.rp rusch.rp karlovich1.rp karlovich2.rp",0,2,1,7,2,2,0,4,6
"346","FAS",7,"meaburn2.sd meaburn1.vp meaburn2.vp obermoser1.vp meaburn1.rp meaburn2.rp obermoser1.rp",0,5,0,2,0,0,0,0,2
"347","RNASET2",23,"meaburn1.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp karlovich1.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp karlovich1.rp karlovich2.rp",2,5,2,7,2,2,0,3,7
"348","CD44",12,"gomez.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp larocca.vp karlovich1.vp karlovich2.vp obermoser3.rp dusek.rp rusch.rp",1,0,0,4,2,2,1,2,6
"349","KCNG1",7,"gosch.vp obermoser1.vp gomez.rp gosch.rp obermoser1.rp obermoser3.rp larocca.rp",1,0,2,3,0,0,1,0,4
"350","AGPAT4",9,"meaburn1.vp obermoser2.vp obermoser4.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",0,3,0,6,0,0,0,0,2
"351","SLAMF7",11,"gomez.vp meaburn1.vp meaburn2.vp dusek.vp gosch.rp meaburn1.rp meaburn2.rp dusek.rp rusch.rp karlovich1.rp karlovich2.rp",1,4,1,0,2,1,0,2,6
"352","BTN3A1",14,"gomez.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp karlovich2.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp karlovich2.rp",1,4,0,7,0,0,0,2,4
"353","MIPEP",1,"meaburn2.rp",0,1,0,0,0,0,0,0,1
"354","PRKCH",10,"meaburn1.vp meaburn2.vp obermoser2.vp obermoser4.vp dusek.vp meaburn1.rp obermoser1.rp obermoser3.rp obermoser4.rp karlovich2.rp",0,3,0,5,1,0,0,1,4
"355","IFNGR1",9,"meaburn1.vp meaburn2.vp obermoser1.vp obermoser3.vp obermoser4.vp dusek.vp meaburn2.rp dusek.rp karlovich1.rp",0,3,0,3,2,0,0,1,4
"356","B4GALT7",1,"karlovich2.vp",0,0,0,0,0,0,0,1,1
"357","SH2D2A",7,"meaburn1.vp meaburn2.vp gosch.rp meaburn1.rp meaburn2.rp larocca.rp karlovich2.rp",0,4,1,0,0,0,1,1,4
"358","VRK2",2,"gosch.vp karlovich2.rp",0,0,1,0,0,0,0,1,2
"359","TNFRSF1B",2,"gosch.vp karlovich1.vp",0,0,1,0,0,0,0,1,2
"360","VEZT",7,"meaburn2.vp obermoser2.vp obermoser4.vp dusek.vp meaburn1.rp obermoser4.rp dusek.rp",0,2,0,3,2,0,0,0,3
"361","POU2F2",2,"dusek.vp karlovich2.vp",0,0,0,0,1,0,0,1,2
"362","BRD9",2,"obermoser2.vp larocca.vp",0,0,0,1,0,0,1,0,2
"363","SNX1",4,"obermoser4.vp karlovich1.vp rusch.rp karlovich1.rp",0,0,0,1,0,1,0,2,3
"364","TBPL1",2,"gosch.vp gosch.rp",0,0,2,0,0,0,0,0,1
"365","BCLAF1",6,"meaburn2.vp obermoser4.vp karlovich2.vp meaburn2.rp obermoser4.rp karlovich1.rp",0,2,0,2,0,0,0,2,3
"366","SLC39A9",1,"meaburn1.vp",0,1,0,0,0,0,0,0,1
"367","ANK1",19,"meaburn1.sd gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp karlovich1.vp karlovich2.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp dusek.rp rusch.rp larocca.rp karlovich1.rp karlovich2.rp",1,3,2,4,2,2,1,4,8
"368","TFB1M",2,"dusek.vp larocca.vp",0,0,0,0,1,0,1,0,2
"369","RABEP1",14,"meaburn1.sd gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp karlovich1.vp meaburn1.rp meaburn2.rp obermoser1.rp rusch.rp karlovich1.rp",0,5,1,5,0,1,0,2,5
"370","HMGB3",1,"gosch.vp",0,0,1,0,0,0,0,0,1
"371","NUP160",2,"meaburn1.vp rusch.rp",0,1,0,0,0,1,0,0,2
"372","BAK1",6,"gomez.vp gosch.vp larocca.vp gosch.rp obermoser3.rp larocca.rp",1,0,2,1,0,0,2,0,4
"373","IKZF2",7,"meaburn1.sd gomez.vp gosch.vp meaburn1.vp gosch.rp meaburn1.rp meaburn2.rp",1,4,2,0,0,0,0,0,3
"374","GRN",13,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp karlovich1.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp karlovich1.rp",1,2,1,7,0,0,0,2,5
"375","FAM13B",0,"",0,0,0,0,0,0,0,0,0
"376","ARHGAP31",6,"gosch.vp larocca.vp karlovich1.vp meaburn1.rp obermoser3.rp larocca.rp",0,1,1,1,0,0,2,1,5
"377","CENPQ",3,"meaburn1.vp gosch.rp meaburn1.rp",0,2,1,0,0,0,0,0,2
"378","SARS",0,"",0,0,0,0,0,0,0,0,0
"379","RANBP3",1,"dusek.vp",0,0,0,0,1,0,0,0,1
"380","ARID4A",5,"gosch.vp meaburn2.vp meaburn1.rp meaburn2.rp obermoser4.rp",0,3,1,1,0,0,0,0,3
