"","Symbol","Within Variation (SD)","Total Variation (SD)","Rs","subject","time","repeatability","gen.variance","Average Expression","OVERALL_RP","OVERALL_RANK"
"10819","LOC101928710",77.64,82.7,11.92,87.88,79.24,87.41,91.62,1.66,38.6,38.6
"21867","TMEM19",49.68,39.84,66.19,35.65,68.21,27.31,27.27,34.63,38.61,38.61
"8145","HSD3B7",56,39.43,79.37,33.04,37.15,24.74,39.53,27.99,38.61,38.61
"14460","NOA1",5.4,4.94,47.92,77.93,16.26,72.94,42.88,90.36,38.61,38.61
"12308","MARCH1",3.1,39.64,2.99,96.42,10.95,95.21,77.53,86.89,38.62,38.62
"12652","MER61B.ERV1.LTR",85.11,74.74,84.68,25.5,1.82,19.11,55.79,29.78,38.62,38.62
"9990","LINC01468",61.27,87.75,2.64,94.68,10.95,93.67,93.02,10.87,38.63,38.63
"20158","SMG8",19.7,19.57,56.09,37.38,71.21,36.24,28.13,69.46,38.63,38.63
"13612","MRPL23.AS1",84.78,74.38,84.44,19.07,59.13,19.74,59.88,13.41,38.63,38.63
"9280","KPNA4",5.53,5.25,39.95,68.38,76.1,67.72,45.51,83.73,38.64,38.64
"17439","RNU2.2P",70.8,60.78,68.89,39.31,43.69,10.25,9.56,65.33,38.64,38.64
"2366","C20orf203",18.89,27.41,39.57,52.95,20.91,60.22,46.52,43.88,38.65,38.65
"20785","SRP72",29.72,29.42,47.74,38.3,35.53,36.92,34.86,52.5,38.65,38.65
"2717","CASP10",14.96,17.07,55.03,44.48,53.23,50,33.25,65.04,38.66,38.66
"12664","MER65C.ERV1.LTR",1.98,9.83,5.81,95.19,98.58,95.45,59.56,79.74,38.66,38.66
"6456","FLJ21408",83.34,84.78,35.21,37.36,6.28,37.95,52.06,15.42,38.66,38.66
"11828","LTR12D.ERV1.LTR",19.66,34.49,7.24,85.07,1.82,87.46,65.41,64.09,38.67,38.67
"1498","ASXL1",11.98,6.87,71.4,42.82,70.86,50.8,31.83,82.12,38.67,38.67
"4821","DGKH",70.93,50.29,78.54,20.62,84.55,19.26,24.31,35.7,38.68,38.68
"6694","FYB",4.19,27.01,7.15,78.51,6.28,85.36,66.58,94.39,38.68,38.68
"18737","RPH3AL",18.75,17.31,41.83,75.72,37.25,72.24,53.24,29.6,38.68,38.68
"22723","TTK",57.46,48.81,36.46,57.98,32.21,44.67,55.35,13.85,38.69,38.69
"11266","LOC102724554",76.09,71.23,51.79,62.29,43.69,10.25,9.56,52,38.69,38.69
"19559","SGPP2",53.74,41.18,68.83,29.82,33.35,32.4,41.34,28.81,38.7,38.7
"6568","FOXM1",54.67,51.31,21.94,39.79,74.69,26.94,48.25,33.49,38.7,38.7
"418","ACR",42.8,39.94,71.8,23.24,99.78,20.73,18.87,36.48,38.7,38.7
"16513","PSMD6",5.44,6.82,40.35,69.78,56.22,69.03,47.07,79.65,38.71,38.71
"15714","PITRM1.AS1",36.47,37.89,57.19,19.14,4.8,79.92,70.15,30.26,38.71,38.71
"18330","RP11-77P16.4",67.85,84.18,7.4,93.66,10.95,90.2,91.2,4.2,38.72,38.72
"21174","TAC3",92.16,73.12,85.04,11.55,26.58,16.54,19.03,55.02,38.72,38.72
"18263","RP11-680H20.1",25.19,14.17,61.03,46.59,98.11,38.07,29.3,42.66,38.72,38.72
"8586","ING3",41.55,38.79,43.95,30.11,16.86,27.6,24.8,67.8,38.73,38.73
"11618","LOXHD1",68.86,70.52,17.95,40.04,90.28,32.37,36.75,22.25,38.73,38.73
"15820","PLEKHD1",98.32,96.55,34.09,74.83,43.69,53.57,91.8,1.32,38.74,38.74
"5413","EHD4",23.56,23.14,51.79,45.55,53.77,38.21,32.66,55.79,38.74,38.74
"8462","IGSF10",98.03,96.35,32.56,74.56,43.69,86.12,96.88,0.79,38.74,38.74
"14396","NKAP",41.21,36.07,44.51,24.5,56.23,27.39,26.36,65.41,38.75,38.75
"12406","MCM3AP",1.33,4.17,26.22,84.16,88.6,88.34,62.75,90.07,38.75,38.75
"23728","ZBTB11.AS1",21.44,17.44,58.86,53.72,83.76,48.5,33.29,43.48,38.76,38.76
"15437","PEAK1",9.97,27.68,24.52,50.17,15.42,64.51,52.32,69.53,38.76,38.76
"10562","LOC101927354",88.34,79.27,87.6,10.53,43.69,29.97,53.21,18.6,38.77,38.77
"6767","GALT",7.31,9.28,40.82,61.05,49.31,65.08,39.31,81.52,38.77,38.77
"4472","CXCL9",92.16,77.64,78.64,30.18,88.18,23.28,32.27,9.4,38.77,38.77
"24516","ZSCAN12",40.27,28.21,77.85,37.55,85.87,38.08,37.64,25.25,38.78,38.78
"10590","LOC101927550",23.89,28.46,31.66,41.93,92.81,42.18,42.06,43.6,38.78,38.78
"5380","EFEMP2",46.26,48.02,54.12,30.42,34.13,22.07,22.26,55.92,38.79,38.79
"1397","ARNTL",19.44,17.45,42.55,35.53,38.03,38.15,35.93,80.72,38.79,38.79
"13780","MTAP",31.5,23.46,58.94,46.48,23.2,40.36,37.29,46.44,38.79,38.79
"991","ANKDD1B",89.72,85.49,41.52,17.41,17.74,39.31,75.69,12.3,38.8,38.8
"15924","PNISR-AS1",40.68,50.82,35.78,56.99,83.27,38.36,35.72,21.48,38.8,38.8
"746","AIRE",42.57,23.86,39.38,36.07,92.01,22.07,30.55,57.29,38.81,38.81
"18846","RPLP1",4.56,10.33,17.08,59.87,53.35,71.95,50.92,99.57,38.81,38.81
"12218","MANBAL",12.71,19.09,17.48,58.98,31,53.8,41.71,84.32,38.81,38.81
"12085","LYRM2",16.35,25.7,38.03,55.37,67.02,52.64,46.35,44.08,38.82,38.82
"5915","FAM114A2",24.11,11.72,67.01,42.1,70.92,37.64,32.11,63.36,38.82,38.82
"1340","ARID4B",33.59,22.6,68.19,38.61,62.72,28.47,28.06,54.49,38.83,38.83
"4324","CTD-2313J17.5",85.65,91.24,11.11,88.35,96.35,85.31,92.9,1.09,38.83,38.83
"18083","RP11-474G23.3",84.26,79.76,66.04,19.53,92.68,29.62,76.58,5.74,38.83,38.83
"23312","VPS53",5.82,24.93,16.82,87.32,22.81,82.67,59.92,48.92,38.84,38.84
"23765","ZBTB7A",29.88,19.83,76.19,29.7,85.61,37.26,29.73,49.64,38.84,38.84
"15075","PABIR1",10.94,13.91,50.39,48.57,75.07,51.26,34.28,70.57,38.85,38.85
"17729","RP11-217B7.2",88.6,88.17,42.15,28.64,10.95,20.45,80.66,13.88,38.85,38.85
"937","AMDHD2",49.64,33.96,79.31,25.65,16.14,19.66,22.24,69.27,38.85,38.85
"20406","SNORD45B",81.84,66.53,93.22,3.93,43.69,43.17,69,26.17,38.86,38.86
"21043","SUGT1P3",95.71,59.93,98.05,32.52,99.25,26.45,29.7,4.33,38.86,38.86
"18174","RP11-569A11.1",83.29,89.32,13.14,64.85,10.95,82.47,90.44,4.08,38.87,38.87
"5157","DRC7",89.39,84.34,23.43,30.19,21.06,29.2,45.72,22.72,38.87,38.87
"19841","SLC25A48",79.18,67.32,79.01,8.58,98.6,21.46,21.03,42.45,38.88,38.88
"24331","ZNF665",44.97,40.59,64.37,30.24,73.12,31.22,28.39,36.88,38.88,38.88
"15568","PHF19",8.35,10,38.34,66.79,35.77,59.72,39.2,79.44,38.88,38.88
"14329","NFRKB",18.82,15.27,60.44,41.12,64.4,49.07,37.39,57.56,38.89,38.89
"4658","DCP1B",25.33,31.31,38.25,39.59,56.17,46.65,39.46,48.33,38.89,38.89
"23548","X44629",4.41,13.63,8.22,91.37,64.33,91.63,53.82,77.9,38.9,38.9
"18931","RPS7P1",80.51,77.69,57.12,52.41,96.64,36.29,80.56,2.01,38.9,38.9
"23888","ZFYVE19",12.81,9.55,52.85,57,51.16,49.49,33.95,77.55,38.9,38.9
"21663","TIMM44",40.36,20.16,80.24,32.79,21.17,24.93,24.55,66.65,38.91,38.91
"23645","YBEY",7.43,17.22,17.29,77.86,22.74,66.62,48.45,76.29,38.91,38.91
"10041","LINC01963",5.29,28.6,18.52,95.2,92.52,44.17,33.69,57.24,38.92,38.92
"21377","TCF25",7.12,8.63,43.54,58.25,36.4,52.32,37.73,95.54,38.92,38.92
"6931","GIHCG",25.53,24.84,62.77,45.77,61.12,34.64,26.96,53.15,38.92,38.92
"1396","ARNT",29.56,23.69,52.19,40.02,74.31,30.98,26.53,59.84,38.93,38.93
"12642","MER58C.hAT.Charlie.DNA",8.29,9.25,51.45,57.3,91.51,54.29,26.53,77.91,38.93,38.93
"9376","L1M2a.L1.LINE",17.78,23.7,24.64,79.62,1.82,71.96,51.4,63.72,38.94,38.94
"8473","IKBKAP",12.21,10.48,31.98,65.32,74.6,55.56,35.19,73.69,38.94,38.94
"1640","ATP6V1D",3.74,4.01,39.19,72.47,68.6,74.79,49.66,93.17,38.94,38.94
"6661","FTSJ3",22.47,23.98,49.93,42.49,21.18,38.8,27.62,70.59,38.95,38.95
"23007","UFSP1",62.18,52.89,63.23,24.98,58.56,28.14,47.38,23.74,38.95,38.95
"6110","FAM49B",12.25,16.71,29.76,65.18,56.06,35.86,25.02,92.93,38.96,38.96
"11769","LSM14A",7.08,5.37,58.13,57.72,16.53,59.22,46.94,96.17,38.96,38.96
"8107","HRASLS",83.91,89.8,15.1,47.55,17.74,34.48,36.17,23.92,38.96,38.96
"24496","ZNRD1",14.4,16.69,24.01,42.29,38.95,68.51,50.97,68.89,38.97,38.97
"16711","PYCR2",3.29,4.37,44.84,68.43,90.3,72.9,43.47,88.99,38.97,38.97
"4221","CTBP1.AS2",22.33,19.7,57.95,48.36,4.8,50.18,42.83,60.48,38.98,38.98
"12941","MIR1302-9",53.75,91.8,0.78,95.65,10.95,96.33,94.27,38.72,38.98,38.98
"19914","SLC35E2",7.23,42.06,3.36,92.27,20.19,88.27,69.28,70.72,38.99,38.99
"10102","LINC03006",46.91,32.16,85.12,45.98,86.59,32.18,38.28,17.61,38.99,38.99
"15894","PM20D1",73.42,66.85,20.36,71.24,83.91,70.8,78.22,3.16,38.99,38.99
"5864","F8A1",39.76,31.32,47.8,31.26,29.83,28.71,25.74,65.52,39,39
"17782","RP11-274B21.10",94.37,90.26,78.93,21.67,10.95,14.2,78.5,14.67,39,39
"21771","TMEM102",44.17,37.76,48.61,37.25,75,31.17,31.61,38.01,39.01,39.01
"9263","KMT2C",54.62,34.59,72.24,24.76,77.7,23.4,24.67,47.24,39.01,39.01
"23607","XPO4",13.99,14.89,55.7,63.98,27.62,54.03,36.87,57.33,39.01,39.01
"14490","NOP14",6.62,15.04,36,61.49,54.85,61.95,38.99,75.91,39.02,39.02
"2014","BRAT1",16.48,14.46,56.21,30.53,67.8,40.24,30.85,85.5,39.02,39.02
"17593","RP11-121A8.1",70.73,58.77,77.25,20.25,10.95,17.97,48.01,39.28,39.03,39.03
"13358","MKS1",29.57,16.48,85.38,43.39,87.97,38.54,30.16,38.3,39.03,39.03
"14435","NME1-NME2",26.73,16.49,87.45,55.53,28.19,60.49,51.02,24.56,39.03,39.03
"11562","LOC728407",44.32,32.32,70.58,18.83,43.69,29.81,31.08,58.02,39.04,39.04
"12763","METTL22",3.55,8.89,14.67,81.04,50.53,87.38,63.04,81.95,39.04,39.04
"21923","TMEM254",46.28,35.37,70.79,28.31,49.03,27.31,24.3,50.23,39.05,39.05
"5807","EVPL",26.61,31.41,16.35,90.38,90.32,89.15,78.19,7.61,39.05,39.05
"23198","VAMP3",4.36,8.92,28.33,78.88,33.1,63.51,37.4,97.28,39.05,39.05
"7168","GPATCH2",38.72,41.39,50.94,42.12,72.72,29.82,25.15,41.31,39.06,39.06
"1831","BCKDHA",11.5,10.81,57.15,39.44,20.66,53.27,37.75,89.77,39.06,39.06
"1700","AXL",82.67,88.25,16.58,44.09,58.78,54.9,66.65,7.82,39.07,39.07
"4720","DDX28",6.75,8.36,52.41,65.52,67.77,62.72,38.1,74.23,39.07,39.07
"115","ABL2",22.21,18.66,47.87,40.52,79.99,57.08,44.26,44.52,39.07,39.07
"4448","CUTC",8.21,9.84,46.93,50.44,83.86,50.91,34.64,84.26,39.08,39.08
"14107","NBPF26",25.74,72.15,1.15,84.97,17.74,90.73,79.43,65.64,39.08,39.08
"20914","STARD7",15.5,24.36,31.07,50.15,50.4,46.5,35.43,68.96,39.09,39.09
"18395","RP11-888D10.3",52.37,82.86,2.77,86.88,10.95,93.26,90.44,16.8,39.09,39.09
"3325","CEP152",43.22,35.41,75.73,37.89,28.64,31.31,29.8,37.71,39.1,39.1
"14355","NHP2L1",8.25,7.61,48.56,70.2,43.69,52.84,39.99,80.56,39.1,39.1
"972","ANAPC2",36.85,16.26,89.57,28.35,29.06,25.91,23.81,72.49,39.1,39.1
"22040","TMSB4XP8",4.04,41.27,3.13,89.44,10.95,94.04,75.46,89.52,39.11,39.11
"12598","MER49.ERV1.LTR",40.11,40.87,41.89,18.62,87.21,17.06,21.59,89.5,39.11,39.11
"7036","GMFB",17.8,16.27,53.4,48.3,21.04,45.37,43.78,63.23,39.12,39.12
"13424","MLT1J2.int.ERVL.MaLR.LTR",7.35,20.56,6.25,94.69,93.02,94.51,68.93,40.91,39.12,39.12
"22277","TRAJ38",23.15,27.99,25.59,73.6,10.95,67.19,57.21,37.69,39.12,39.12
"2695","CARMIL3",59.41,51.23,61.04,21.91,68.2,21.88,20.35,51.78,39.13,39.13
"15044","OXT",83.16,78.96,64.33,66.96,10.95,45.82,83.36,2.89,39.13,39.13
"6962","GJD3",22.36,17.2,80.41,43.18,94.56,55.93,49.07,23.82,39.14,39.14
"6223","FBF1",42.32,25.59,83.52,35.35,72.2,22.03,20.58,54.8,39.14,39.14
"2720","CASP2",11.88,8.42,58.66,48.17,62.77,50.47,35.03,81.29,39.14,39.14
"14966","ORC3",32.36,15.31,74.75,24.64,63.06,29.49,26.89,77.15,39.15,39.15
"1466","ASH1L",49.6,35.21,72.66,27.45,29.15,21.67,22.1,60.33,39.15,39.15
"23657","YIF1B",35.17,29.06,63,29.77,58.85,24.15,22.61,69.75,39.16,39.16
"8119","HS1BP3.IT1",97.04,91.95,89.62,14.48,43.69,45.44,85.18,3.95,39.16,39.16
"11635","LPCAT4",20.76,24.49,47.33,40.15,59.37,40.57,33.49,61.15,39.16,39.16
"23503","WNT6",86.4,79.07,69.84,17.01,85.53,22.5,36.22,19.33,39.17,39.17
"7689","HECTD1",15.05,12.74,56.96,56.78,17.26,42.74,42.26,71.75,39.17,39.17
"18786","RPL23P8",96.49,92.36,77.15,9.11,71.54,28.25,36.18,25.06,39.18,39.18
"4303","CTD-2186M15.3",64.41,52.72,72.08,16.05,98.3,14.76,28.76,39.71,39.18,39.18
"17420","RNF8",8.49,12.53,38.96,68.12,61.58,65.32,42.42,62.85,39.18,39.18
"3877","COL5A1",66.57,54.41,30.79,55.8,30.85,54.94,66.89,9.11,39.19,39.19
"24536","ZSWIM4",60.24,49.96,74.79,20.76,57.52,23.96,26.37,41.15,39.19,39.19
"17754","RP11-247I13.11",89.41,82.33,80.89,23.14,10.95,23.75,78.72,9.62,39.2,39.2
"5909","FAM110B",62.93,53.15,51.46,31.47,64,32.53,53.11,18.32,39.2,39.2
"17950","RP11-385F5.5",89.85,84.32,77.02,46.13,10.95,27.78,82.98,4.39,39.2,39.2
"20612","SPATA24",41.15,38.11,58.44,33.6,49.94,24.39,21.14,59.18,39.21,39.21
"14054","NAP1L4",3.03,13.15,19.33,70.1,33.54,78.42,48.74,95.47,39.21,39.21
"22501","TRIM7",49.05,42.34,36.19,52.61,52.8,34.97,34.67,31.22,39.22,39.22
"19142","SARAF",6.55,7.31,55.52,53.59,72.22,43.35,31.36,99.71,39.22,39.22
"23828","ZDHHC3",15.22,21.07,41.76,44.36,38.7,53.47,37.62,64.26,39.23,39.23
"4967","DNAAF5",41.6,37.03,60.98,30.43,17.02,29.09,23.52,60.95,39.23,39.23
"18064","RP11-465N4.4",75.75,76.83,39.02,37.52,10.95,23,74.51,16.44,39.23,39.23
"19920","SLC35F3",81.59,87.02,10.15,76.89,6.28,54.01,56.14,14.92,39.24,39.24
"3295","CENPBD1P",8.86,23.46,26.78,68.99,60.47,68.76,56.59,46.91,39.24,39.24
"7615","HBEGF",82.23,68.05,83.46,11.24,67.98,25.78,45.88,25.96,39.25,39.25
"22044","TMTC2",40.18,30.96,73.26,46.65,69.08,45.38,37.27,22.71,39.25,39.25
"24523","ZSCAN21",61.65,46.23,81.12,19.38,51,19.9,21.99,52.97,39.25,39.25
"11010","LOC102723337",70.73,93.96,1.56,93.05,43.69,34.77,48.54,56.35,39.26,39.26
"16441","PRSS55",42.3,25.18,96.08,28.93,99.68,35.12,35.02,14.87,39.26,39.26
"14919","OR51Q1",95.1,94.54,3.56,78.41,65.54,90.27,95.11,4.51,39.27,39.27
"4801","DFFA",8.69,6.96,47.05,61.79,55.48,66.22,45.84,74.39,39.27,39.27
"4864","DHX36",30.46,20.15,69.58,33.28,19.8,29.43,26.12,75.7,39.27,39.27
"9290","KRAS",18.34,21.27,51.33,54.32,76.72,59.67,49.12,34.71,39.28,39.28
"5352","EEF1B2P3",78.75,66.75,81.82,26.22,10.95,16.21,50.44,27.65,39.28,39.28
"18167","RP11-563J2.3",81.77,84.46,29.87,60.45,10.95,46.68,85.25,5.1,39.29,39.29
"10868","LOC101929039",98.1,95.6,67.5,23.48,43.69,79.1,96.2,1.48,39.29,39.29
"19755","SLC16A2",61.7,41.11,96.91,18.77,74.92,23.03,24.45,37.8,39.29,39.29
"11591","LOC730183",75.56,69.55,60.87,8.74,65.45,44.7,73.29,22.73,39.3,39.3
"15203","PARVG",4.3,5.76,45.97,68.71,59.61,65.35,35.6,97.62,39.3,39.3
"16367","PRPF31",4.66,9.12,31.92,81.67,17.33,70.85,48.36,84.86,39.31,39.31
"2859","CCDC18",47.18,30.64,64.94,32.6,57.35,36.95,32,38.24,39.31,39.31
"2670","CAPRIN1",14.72,12.88,53.86,46.32,58.32,44.12,38.01,72.72,39.31,39.31
"14321","NFKB1",1.77,8.88,20.92,78.45,67.98,83.37,55.86,94.97,39.32,39.32
"22260","TRAF3IP2.AS1",42.39,35.14,59.07,42.57,4.8,34.23,37.35,48.01,39.32,39.32
"21754","TMCO6",11.14,8.71,67.88,50.25,82.02,53.73,30.88,71.53,39.33,39.33
"11264","LOC102724545",63.41,56.31,51.29,70.83,43.69,10.25,9.56,62.06,39.33,39.33
"9054","KIAA1033",16.27,12.71,30.07,57.85,26.22,43.47,39.14,85.54,39.34,39.34
"9609","LCTL",84.52,59.1,97.86,14.83,23.84,16.91,20.46,46.21,39.34,39.34
"24387","ZNF726",86.67,82.59,66.71,14.47,43.69,27.89,44.46,21.52,39.34,39.34
"8029","HNRNPF",24.05,20.56,47.66,40.87,65.69,30.51,27.78,73.58,39.35,39.35
"22727","TTLL12",14.8,19.03,50.22,40.54,30.18,47.93,37.37,72.26,39.35,39.35
"16649","PTPRR",48.38,34.85,85.47,39.56,70.1,17.9,18.65,49.59,39.36,39.36
"1967","BMS1",12.65,14.87,48.09,65.52,48.52,53.19,34.96,62.27,39.36,39.36
"7329","GRK3",15.84,16.15,41.88,55.88,57.9,57.04,35.92,59.3,39.36,39.36
"10239","LOC100131626",93.73,93.8,8.39,75.12,96.27,77.7,94.16,1.77,39.37,39.37
"20134","SMC2",53.08,44.85,60.43,33.9,38.14,30.44,34.39,32.33,39.37,39.37
"18054","RP11-45A17.2",86.35,76.73,82.96,21,10.95,15.17,62.82,23.6,39.38,39.38
"6093","FAM35A",27.94,18.61,59.21,49.66,38.52,31.1,26.92,64.34,39.38,39.38
"9329","KRT79",98.16,96.95,13.12,92.08,43.69,56.4,92.43,1.9,39.38,39.38
"5853","F11",25.46,17.43,71.14,37.16,93.86,48.87,43.18,34.29,39.39,39.39
