"X","Symbol","P.Score","P.Studies","AdjP.Score","AdjP.Studies","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","P.value.Studies","Adjusted.P.value.Studies"
112,"WDR48",6,"gomez gosch9 obermoser1PneumBaseVSten obermoser3FLUBaseVSpoint5 obermoser3FLUBaseVSzero obermoser3PNEUMBaseVSthree",1,"gosch9",1,0,1,4,0,0,0,3,1
114,"CMSS1",11,"gomez gosch12 gosch15 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSone obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser3PNEUMBaseVSpoint5 obermoser3PNEUMBaseVStwentyEight obermoser4PNEUMBaselineVSfortyEight obermoser4SalineBaselineVStwelve",2,"gosch12 obermoser1PneumBaseVSone",1,0,2,8,0,0,0,3,2
118,"SLC12A2",8,"gomez obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSzero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine rusch",0,"",1,0,0,6,0,1,0,3,0
119,"CRY2",9,"gomez gosch12 gosch15 gosch18 gosch21 obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser4PNEUMBaselineVSsix rusch",2,"gosch12 obermoser1PneumBaseVSseven",1,0,4,3,0,1,0,4,2
123,"HSD11B1L",15,"gomez gosch9 gosch15 obermoser1SalineBaseVSfourteen obermoser1SalineBaseVSone obermoser1SalineBaseVSseven obermoser1SalineBaseVSthree obermoser1SalineBaseVStwentyOne obermoser2SalineBaseVSseven obermoser3PNEUMBaseVSten obermoser3SalineBaseVSone obermoser3SalineBaseVSthree obermoser3SalineBaseVSzero obermoser4FLUBaselineVSnine rusch",0,"",1,0,2,11,0,1,0,4,0
124,"KIAA1958",8,"gomez meaburn2 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSseven obermoser1PneumBaseVSzero obermoser1SalineBaseVSfourteen obermoser3PNEUMBaseVSpoint5 obermoser4SalineBaselineVSthirtySix",0,"",1,1,0,6,0,0,0,3,0
125,"APPBP2",14,"gomez meaburn2 obermoser1FluBaseVSten obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1SalineBaseVSone obermoser3FLUBaseVSseven obermoser3FLUBaseVStwentyEight obermoser3PNEUMBaseVStwentyEight obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSfifteen obermoser4SalineBaselineVStwelve rusch",1,"obermoser1PneumBaseVSseven",1,1,0,11,0,1,0,4,1
126,"AKAP12",21,"gomez meaburn2 obermoser1FluBaseVSfourteen obermoser1FluBaseVSseven obermoser1PneumBaseVSone obermoser1PneumBaseVSten obermoser1PneumBaseVSzero obermoser3FLUBaseVSten obermoser3PNEUMBaseVSone obermoser3PNEUMBaseVSseven obermoser3PNEUMBaseVSten obermoser3PNEUMBaseVSthree obermoser3PNEUMBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVSsix obermoser4PNEUMBaselineVSthirtySix obermoser4PNEUMBaselineVSthree obermoser4SalineBaselineVSsix rusch",0,"",1,1,0,18,0,1,0,4,0
127,"SLC38A2",11,"gomez meaburn1 meaburn2 gosch12 gosch15 obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVStwentyOne obermoser4FLUBaselineVSfifteen obermoser4SalineBaselineVSfortyEight rusch",0,"",1,2,2,5,0,1,0,5,0
131,"GSTCD",27,"gomez gosch9 gosch12 obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVSzero obermoser2FLUBaseVSseven obermoser2FLUBaseVSZero obermoser2SalineBaseVSseven obermoser3PNEUMBaseVStwentyEight obermoser3SalineBaseVSseven obermoser3SalineBaseVSten obermoser3SalineBaseVSthree obermoser3SalineBaseVStwentyEight obermoser3SalineBaseVSzero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwentyFour",2,"gosch9 gosch12",1,0,2,24,0,0,0,3,1
132,"WWOX",7,"gomez gosch9 obermoser1FluBaseVSone obermoser1PneumBaseVSseven obermoser2SalineBaseVSZero obermoser3FLUBaseVSthree obermoser3PNEUMBaseVSzero",2,"gosch9 obermoser1PneumBaseVSseven",1,0,1,5,0,0,0,3,2
133,"U2AF2",12,"gomez obermoser1SalineBaseVStwentyOne obermoser3PNEUMBaseVSten obermoser3PNEUMBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSsix obermoser4PNEUMBaselineVSsix obermoser4PNEUMBaselineVStwentyFour obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSsix obermoser4SalineBaselineVStwelve rusch",1,"obermoser4SalineBaselineVSsix",1,0,0,10,0,1,0,3,1
136,"MOCS3",8,"gomez obermoser4FLUBaselineVSnine obermoser4FLUBaselineVStwelve obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVSthree obermoser4PNEUMBaselineVStwelve obermoser4SalineBaselineVSzero",0,"",1,0,0,7,0,0,0,2,0
138,"ZHX3",7,"gomez gosch12 gosch15 obermoser3SalineBaseVSpoint5 obermoser3SalineBaseVSthree obermoser4PNEUMBaselineVSone.5 obermoser4SalineBaselineVSnine",1,"gosch12",1,0,2,4,0,0,0,3,1
141,"ETNK1",27,"gomez obermoser1PneumBaseVSten obermoser1PneumBaseVSzero obermoser2SalineBaseVSseven obermoser3FLUBaseVSone obermoser3FLUBaseVSseven obermoser3PNEUMBaseVSone obermoser3PNEUMBaseVSseven obermoser3SalineBaseVSzero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSsix obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSfifteen obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVSzero dusek rusch",1,"obermoser4FLUBaselineVSfifteen",1,0,0,24,1,1,0,4,1
142,"TUFT1",13,"gomez gosch9 gosch12 gosch18 obermoser1FluBaseVSfourteen obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyEight obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree",2,"gosch9 gosch12",1,0,3,9,0,0,0,3,1
143,"HDAC9",21,"gomez meaburn1 meaburn2 gosch9 gosch12 gosch15 gosch18 obermoser2SalineBaseVSZero obermoser3FLUBaseVStwentyEight obermoser3PNEUMBaseVSthree obermoser4FLUBaselineVSnine obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVSthree obermoser4PNEUMBaselineVStwelve obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSthree rusch",3,"gosch9 gosch12 gosch15",1,2,4,13,0,1,0,5,1
147,"AKAP7",20,"gomez meaburn2 gosch6 gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVSzero obermoser3FLUBaseVSseven obermoser3PNEUMBaseVSpoint5 obermoser3PNEUMBaseVStwentyEight obermoser3SalineBaseVSpoint5 obermoser3SalineBaseVSten obermoser3SalineBaseVStwentyEight obermoser4FLUBaselineVStwelve",4,"gosch6 gosch9 gosch12 gosch15",1,1,6,12,0,0,0,4,1
150,"MAN1A2",13,"gomez meaburn2 obermoser1PneumBaseVSseven obermoser2SalineBaseVSseven obermoser3FLUBaseVSpoint5 obermoser3PNEUMBaseVSone obermoser3PNEUMBaseVSthree obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVStwentyFour obermoser4SalineBaselineVSfortyEight rusch",0,"",1,1,0,10,0,1,0,4,0
153,"ZNF563",19,"gomez meaburn1 gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1FluBaseVSthree obermoser1FluBaseVStwentyEight obermoser3SalineBaseVSthree obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVSzero obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVSzero",5,"gosch6 gosch9 gosch12 gosch15 obermoser4SalineBaselineVSthirtySix",1,1,5,12,0,0,0,4,2
154,"NUP43",22,"gomez meaburn1 meaburn2 gosch6 gosch9 gosch12 gosch15 obermoser1PneumBaseVSzero obermoser1SalineBaseVSone obermoser1SalineBaseVSten obermoser2FLUBaseVSZero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVSzero obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree",4,"gosch6 gosch9 gosch12 obermoser4FLUBaselineVSfifteen",1,2,4,15,0,0,0,4,2
156,"RBM18",10,"gomez meaburn2 gosch12 obermoser1FluBaseVStwentyOne obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVSseven rusch",2,"gosch12 obermoser1PneumBaseVSseven",1,1,1,6,0,1,0,5,2
158,"TCAIM",17,"gomez meaburn2 obermoser1FluBaseVSten obermoser1PneumBaseVSseven obermoser1SalineBaseVSone obermoser3FLUBaseVStwentyEight obermoser3SalineBaseVSzero obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVStwentyFour obermoser4PNEUMBaselineVSthree obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine dusek rusch",1,"obermoser1PneumBaseVSseven",1,1,0,13,1,1,0,5,1
159,"LENG8",10,"gomez gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1PneumBaseVStwentyOne obermoser2PNEUMBaseVSZero obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree",3,"gosch9 gosch12 gosch15",1,0,5,4,0,0,0,3,1
162,"CCNT1",9,"gomez obermoser1PneumBaseVSseven obermoser1SalineBaseVSfourteen obermoser1SalineBaseVSthree obermoser2FLUBaseVSseven obermoser2PNEUMBaseVSseven obermoser2PNEUMBaseVSZero obermoser2SalineBaseVSseven rusch",0,"",1,0,0,7,0,1,0,3,0
163,"NFATC1",14,"gomez gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyOne obermoser1PneumBaseVSzero obermoser3PNEUMBaseVSpoint5 obermoser3SalineBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4SalineBaselineVSone.5 rusch",5,"gosch6 gosch9 gosch12 gosch15 obermoser1PneumBaseVSseven",1,0,5,7,0,1,0,4,2
165,"SLC25A16",13,"gomez meaburn1 gosch9 obermoser1PneumBaseVSseven obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour rusch",1,"gosch9",1,1,1,9,0,1,0,5,1
167,"CBX7",8,"gomez meaburn1 obermoser1FluBaseVStwentyOne obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour",0,"",1,1,0,6,0,0,0,3,0
170,"SLC2A9",21,"gomez meaburn2 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser1PneumBaseVSzero obermoser1SalineBaseVStwentyOne obermoser1SalineBaseVSzero obermoser3PNEUMBaseVSpoint5 obermoser3SalineBaseVSthree obermoser3SalineBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVStwelve obermoser4PNEUMBaselineVStwentyFour obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSnine",2,"obermoser1PneumBaseVSseven obermoser4FLUBaselineVSfifteen",1,1,0,19,0,0,0,3,1
172,"GLRX3",5,"gomez meaburn1 obermoser1PneumBaseVSseven obermoser3PNEUMBaseVStwentyEight rusch",1,"obermoser1PneumBaseVSseven",1,1,0,2,0,1,0,4,1
174,"TMCO4",11,"gomez gosch9 gosch12 obermoser3PNEUMBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwentyFour obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSthirtySix",2,"gosch9 gosch12",1,0,2,8,0,0,0,3,1
179,"C9orf85",25,"gomez meaburn2 obermoser1FluBaseVSfourteen obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVSzero obermoser1SalineBaseVSthree obermoser2PNEUMBaseVSseven obermoser2SalineBaseVSseven obermoser3FLUBaseVSpoint5 obermoser3FLUBaseVSten obermoser3SalineBaseVSone obermoser3SalineBaseVSthree obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVStwelve obermoser4PNEUMBaselineVStwentyFour obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwentyFour rusch larocca",1,"obermoser4FLUBaselineVSfifteen",1,1,0,21,0,1,1,5,1
180,"PHF13",5,"gomez gosch6 obermoser1FluBaseVSone obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine",0,"",1,0,1,3,0,0,0,3,0
181,"DCAF4L1",12,"gomez gosch9 gosch12 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSone obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVStwentyOne obermoser2FLUBaseVSZero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSthree",0,"",1,0,2,9,0,0,0,3,0
182,"ORAI3",5,"gomez gosch9 gosch12 gosch15 obermoser1PneumBaseVStwentyOne",2,"gosch9 gosch12",1,0,3,1,0,0,0,3,1
183,"MYL5",34,"gomez gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1PneumBaseVSone obermoser1PneumBaseVSthree obermoser1PneumBaseVSzero obermoser1SalineBaseVSseven obermoser1SalineBaseVSthree obermoser1SalineBaseVStwentyOne obermoser2FLUBaseVSseven obermoser2PNEUMBaseVSseven obermoser3FLUBaseVSseven obermoser3FLUBaseVStwentyEight obermoser3SalineBaseVSpoint5 obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSnine obermoser4FLUBaselineVStwelve obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVSsix obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour obermoser4SalineBaselineVSzero rusch",12,"gosch9 gosch12 gosch15 gosch18 gosch21 obermoser4FLUBaselineVSfifteen obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve",1,0,5,27,0,1,0,4,2
184,"FAHD2B",9,"gomez gosch9 gosch12 obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSthree obermoser2FLUBaseVSseven obermoser2PNEUMBaseVSseven rusch",1,"gosch12",1,0,2,5,0,1,0,4,1
186,"SPAST",20,"gomez gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyEight obermoser1SalineBaseVSone obermoser2PNEUMBaseVSseven obermoser3PNEUMBaseVSten obermoser3PNEUMBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4PNEUMBaselineVSsix obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 rusch",3,"gosch9 gosch12 gosch15",1,0,5,13,0,1,0,4,1
187,"AP4S1",6,"gomez gosch12 obermoser1FluBaseVSten obermoser1PneumBaseVSzero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSone.5",1,"gosch12",1,0,1,4,0,0,0,3,1
189,"SLC36A4",5,"gomez obermoser1FluBaseVSfourteen obermoser1PneumBaseVSseven obermoser3SalineBaseVSten rusch",1,"obermoser1PneumBaseVSseven",1,0,0,3,0,1,0,3,1
190,"MROH8",17,"gomez meaburn1 meaburn2 gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1SalineBaseVSfourteen obermoser1SalineBaseVSthree obermoser1SalineBaseVStwentyEight obermoser3FLUBaseVSseven obermoser3FLUBaseVSten obermoser3FLUBaseVStwentyEight obermoser3PNEUMBaseVSone obermoser4FLUBaselineVStwelve rusch",3,"gosch9 gosch12 gosch15",1,2,5,8,0,1,0,5,1
197,"MDM2",13,"gomez gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1FluBaseVStwentyEight obermoser1FluBaseVStwentyOne obermoser2SalineBaseVSseven obermoser3FLUBaseVSpoint5 obermoser3FLUBaseVSzero obermoser4PNEUMBaselineVSzero rusch",4,"gosch6 gosch9 gosch12 gosch15",1,0,5,6,0,1,0,4,1
200,"ARHGAP1",6,"gomez obermoser3SalineBaseVSpoint5 obermoser3SalineBaseVSseven obermoser3SalineBaseVSten obermoser3SalineBaseVStwentyEight rusch",0,"",1,0,0,4,0,1,0,3,0
203,"DESI2",16,"gomez meaburn1 meaburn2 obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVStwelve obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVSsix obermoser4PNEUMBaselineVSthree obermoser4PNEUMBaselineVStwelve obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSthree rusch",0,"",1,2,0,12,0,1,0,4,0
204,"ACOX3",2,"gomez obermoser1PneumBaseVSone",0,"",1,0,0,1,0,0,0,2,0
207,"SIRPD",12,"gomez gosch6 gosch9 gosch12 gosch15 obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser2PNEUMBaseVSseven obermoser3PNEUMBaseVSten obermoser4FLUBaselineVSfortyEight obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSthirtySix",4,"gosch6 gosch9 gosch12 obermoser1PneumBaseVSseven",1,0,4,7,0,0,0,3,2
209,"RECQL5",27,"gomez gosch9 gosch12 obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyOne obermoser2FLUBaseVSseven obermoser2PNEUMBaseVSZero obermoser3FLUBaseVSpoint5 obermoser3FLUBaseVSseven obermoser3FLUBaseVSten obermoser3FLUBaseVSthree obermoser3FLUBaseVSzero obermoser3PNEUMBaseVSone obermoser3PNEUMBaseVSten obermoser3PNEUMBaseVSzero obermoser3SalineBaseVSone obermoser3SalineBaseVSpoint5 obermoser3SalineBaseVSseven obermoser3SalineBaseVSten obermoser3SalineBaseVSthree obermoser3SalineBaseVStwentyEight obermoser3SalineBaseVSzero obermoser4PNEUMBaselineVStwelve obermoser4SalineBaselineVSone.5 dusek",1,"obermoser1PneumBaseVSseven",1,0,2,23,1,0,0,4,1
210,"TRAM2",16,"gomez meaburn2 gosch6 obermoser2FLUBaseVSseven obermoser2PNEUMBaseVSseven obermoser3PNEUMBaseVSseven obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVSthree obermoser4PNEUMBaselineVStwelve obermoser4PNEUMBaselineVStwentyFour obermoser4PNEUMBaselineVSzero rusch",1,"obermoser3PNEUMBaseVSseven",1,1,1,12,0,1,0,5,1
211,"WDR90",23,"gomez gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1FluBaseVSfourteen obermoser1FluBaseVStwentyEight obermoser1PneumBaseVSseven obermoser2FLUBaseVSZero obermoser3FLUBaseVSten obermoser3FLUBaseVStwentyEight obermoser3PNEUMBaseVSone obermoser3PNEUMBaseVSpoint5 obermoser3PNEUMBaseVSseven obermoser3PNEUMBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero rusch",2,"gosch12 obermoser1PneumBaseVSseven",1,0,5,16,0,1,0,4,2
212,"OSGEP",11,"gomez meaburn1 gosch6 gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1FluBaseVSten obermoser4FLUBaselineVSfifteen obermoser4PNEUMBaselineVStwelve",3,"gosch9 gosch12 gosch15",1,1,6,3,0,0,0,4,1
214,"TAF1B",17,"gomez gosch6 gosch9 gosch12 gosch18 obermoser1SalineBaseVSten obermoser1SalineBaseVStwentyOne obermoser3PNEUMBaseVSseven obermoser3SalineBaseVSpoint5 obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVSone.5 obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix",2,"gosch9 gosch12",1,0,4,12,0,0,0,3,1
219,"DCHS1",18,"gomez meaburn2 gosch6 gosch9 gosch12 gosch15 gosch18 gosch21 obermoser2SalineBaseVSseven obermoser3FLUBaseVSten obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSzero obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix rusch",5,"gosch6 gosch9 gosch12 gosch15 gosch18",1,1,6,9,0,1,0,5,1
220,"WDR35",14,"gomez gosch9 obermoser1FluBaseVSfourteen obermoser1FluBaseVSten obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVSone obermoser1SalineBaseVSten obermoser3FLUBaseVSpoint5 obermoser3FLUBaseVSten obermoser3FLUBaseVSthree obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVSzero",0,"",1,0,1,12,0,0,0,3,0
221,"C1orf50",6,"gomez meaburn2 gosch12 obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4SalineBaselineVSfortyEight",1,"obermoser4FLUBaselineVSfifteen",1,1,1,3,0,0,0,4,1
222,"MORC2",17,"gomez gosch6 gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1PneumBaseVSzero obermoser3FLUBaseVSzero obermoser3SalineBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero",3,"gosch9 gosch12 gosch15",1,0,6,10,0,0,0,3,1
223,"SCNN1A",14,"gomez meaburn2 obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser1PneumBaseVSzero obermoser3PNEUMBaseVSpoint5 obermoser3PNEUMBaseVSseven obermoser3PNEUMBaseVSten obermoser3SalineBaseVSten obermoser3SalineBaseVSzero obermoser4PNEUMBaselineVSthirtySix rusch",1,"obermoser1PneumBaseVSseven",1,1,0,11,0,1,0,4,1
224,"AMMECR1",38,"gomez meaburn2 gosch6 gosch9 gosch12 gosch18 obermoser1FluBaseVSone obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVStwentyOne obermoser1PneumBaseVSzero obermoser1SalineBaseVSfourteen obermoser1SalineBaseVSseven obermoser2SalineBaseVSseven obermoser3FLUBaseVSone obermoser3FLUBaseVSseven obermoser3FLUBaseVSten obermoser3FLUBaseVSthree obermoser3FLUBaseVStwentyEight obermoser3PNEUMBaseVSthree obermoser3PNEUMBaseVStwentyEight obermoser3SalineBaseVSseven obermoser3SalineBaseVSten obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVSsix obermoser4PNEUMBaselineVSthirtySix obermoser4PNEUMBaselineVSthree rusch",5,"gosch6 gosch9 gosch12 obermoser1PneumBaseVSseven obermoser4FLUBaselineVSthirtySix",1,1,4,31,0,1,0,5,2
