"","Within Variation (SD)","Total Variation (SD)","Rs","Average Expression","subject","response","time:response","time","Residuals","repeatability","gen.variance","res.variance","Symbol"
"A1BG",0.535316646219366,0.830113512882882,0.644871620461011,1.95916027027058,0.175963686415544,0.0579605535700452,0.025824346138584,1.2088903802273e-11,0.740251413863738,0.162956596122026,0.103574215746255,0.53201966760104,"A1BG"
"A1BG.AS1",0.30852128710813,0.471629271880403,0.654160599230927,1.34780478461609,0.225831770683043,0.0439548115389487,0.0449506155462554,5.19315469523396e-07,0.685262282916283,0.23879144853459,0.0475995281811544,0.15173561750041,"A1BG.AS1"
"A2M",0.666837354349969,0.878703281302077,0.7588879756564,-0.719568598976496,0.146655000568737,4.8716211588475e-11,0,0,0.853344999382547,0.160255803815253,0.123375069408411,0.646488277011426,"A2M"
"A2M.AS1",0.56566732653631,0.909336884092554,0.622065745304944,-1.17598793473426,0.362604190763192,0,0,0.0259662357968571,0.611429573439951,0.394971096121915,0.326844943440284,0.500671162546868,"A2M.AS1"
"AAAS",0.26582600179185,0.395318933854526,0.672434277811929,4.19431005975599,0.122818929583218,0.0885427833062058,0,0,0.788638287110576,0.152989600467027,0.021624920853012,0.11972403872985,"AAAS"
"AACS",0.200276840388542,0.285428306479486,0.701671263298253,2.25095240191925,0,0,0,0,1,0.225631734626864,0.0188800735925671,0.0647964252997091,"AACS"
"AAED1",0.377080698631468,0.541191622103351,0.696760044373817,0.436920459535041,0,0.0806236456374307,0,4.22451467342104e-11,0.919376354320324,0,0,0.283707883270869,"AAED1"
"AAGAB",0.0982747584006661,0.200872468993526,0.489239560269623,3.7307420526948,0.552426906055888,6.40479382791881e-11,0,3.79834223765445e-11,0.447573093842081,0.573802061575956,0.0240904835786407,0.0178934777763879,"AAGAB"
"AAK1",0.190583342657416,0.296808556564913,0.642108653682748,5.25935570981576,0.390991819613942,0,6.81609343735998e-14,0,0.60900818038599,0.396532500229387,0.0360497611793439,0.0548627394567698,"AAK1"
"AAMDC",0.595301522245376,0.73248525237619,0.81271468649261,0.877783643902528,0.00620419510721835,0.103009479094526,0.0272403061083417,0.0194104342164591,0.844135585473455,0.0497827075935383,0.0227033186474437,0.433344970907432,"AAMDC"
"AAMP",0.193329562976389,0.288899587914395,0.669192934375786,5.08958534991015,0.180768145809196,0.026746652907202,1.56417966420653e-11,1.23313839269732e-11,0.792485201255629,0.183476135270244,0.0146909870582939,0.0653793013018541,"AAMP"
"AANAT",0.902884706788947,1.04680096554344,0.862518030177993,-1.47472128946331,4.87251532488689e-11,4.68283611196788e-10,0.172292274105299,5.63077194973218e-09,0.82770771974692,0,0,1.4275771858919,"AANAT"
"AAR2",0.159698561678964,0.277495598143565,0.57549944124282,3.91739709231343,0.47006349665031,0.00898144608178025,5.49013486574977e-12,4.54162370620583e-13,0.520955057261966,0.467157297042976,0.0354489214449665,0.0404332742723047,"AAR2"
"AARS",0.174356137772184,0.294641882188478,0.591756122643321,4.1279588589716,0.234329278420229,5.35674365803209e-12,8.910537238072e-12,0.0106337424053673,0.755036979160136,0.276660720000415,0.0241478662622918,0.063135454124699,"AARS"
"AARS2",0.155747739928584,0.242304154542475,0.642777835248723,2.98907955357075,0.305173558717365,0,1.09298968725069e-09,0.008206069886174,0.686620370303471,0.335873930227351,0.0199641225519658,0.0394752109457314,"AARS2"
"AARSD1",0.362254411336194,0.551494240396416,0.656859826996205,1.88884457972961,0.144894060348575,0.0911905397873842,0,0,0.763915399864041,0.145118480646273,0.0399395695083992,0.235280852663413,"AARSD1"
"AASDH",0.294941718947499,0.399227384807385,0.738781281473962,1.69833933010104,0.0696458836578706,0,1.60999561642406e-10,0,0.93035411618113,0.0691420760494271,0.0112528794271542,0.151497215306911,"AASDH"
"AASDHPPT",0.49519436365371,0.742616031787204,0.666824230096352,2.31102998112036,1.12212045799834e-12,0.0746340039152594,0,0,0.925365996083618,0.00186992766079902,0.000953580852751387,0.509002431212401,"AASDHPPT"
"AASS",0.570248966839389,0.961419608785045,0.593132240728913,-0.325882035250253,0.409740068768573,2.21816731005416e-10,1.5636875118493e-09,0,0.590259929445923,0.412612001049442,0.390215432269273,0.555504593509895,"AASS"
"AATBC",0.230192218823764,0.413942565241054,0.556097000292093,3.27473687290699,0.548994438481498,2.70125371313382e-10,0,1.78567721783348e-09,0.4510055594627,0.548188963860682,0.0951096859306451,0.0783883087404343,"AATBC"
"AATF",0.311813089931355,0.421221156415439,0.740259802201917,4.96300414175847,0.104291737079366,0.0529012091627764,0,0,0.842807053757858,0.108062473904839,0.0179635661494157,0.148269590471027,"AATF"
"AATK",0.274939161226674,0.509869901160441,0.53923395085869,5.70440724026154,0.495569037365787,1.36709055143341e-07,1.93135071839277e-09,0.0067666999212574,0.49766412407255,0.52157311965021,0.138557744597493,0.127095793472904,"AATK"
"ABALON",0.396647716432814,0.898756607265011,0.441329402450621,4.84269356058891,0.473841259792834,0.18159327442357,1.50387925568447e-11,1.18758616595401e-09,0.344565464580971,0.568264207444579,0.371147861180438,0.28197766796286,"ABALON"
"ABAT",0.470668898131608,0.790303597356773,0.595554543476449,3.29387442218289,0.416237902496636,0.0123863135163293,6.5168217339536e-12,0,0.571375783980518,0.413929891905382,0.254463245407031,0.360286378582912,"ABAT"
"ABCA1",0.456942895028177,0.837574692175099,0.54555480161601,2.90752179140373,0.438337875725932,0.0762431610185518,4.46745608952572e-11,0,0.485418963210842,0.47114017282515,0.305376106444537,0.342787909401059,"ABCA1"
"ABCA11P",0.307645066852887,0.459885108862318,0.668960705455222,-0.036165460270209,0.216425438039161,0,2.77722380026593e-13,0,0.783574561960561,0.212035562979253,0.0453446579400724,0.168509364012411,"ABCA11P"
"ABCA2",0.234077401404,0.48610588159147,0.481535834616216,5.58903145060038,0.555308231838504,0.035550640247715,0.0749483067624292,0,0.334192821151352,0.563835490573584,0.122106883602128,0.0944578514022432,"ABCA2"
"ABCA3",0.202910975933821,0.335847963791558,0.604175096502167,2.25220196526206,0.430805752493099,0,0,1.96119642644586e-12,0.56919424750494,0.452127885929721,0.05295527904197,0.0641692794954377,"ABCA3"
"ABCA5",0.558388670520052,0.773389864887163,0.722001536187082,1.70807077921197,0.257961014436338,0.0201986188840579,2.62290707470131e-14,0,0.721840366679578,0.246276570564666,0.143452699775946,0.439033484139299,"ABCA5"
"ABCA7",0.238004338240526,0.452786735998379,0.525643353301273,7.24154875248015,0.525350085573584,3.22180745743151e-12,1.36050954969812e-09,1.5444920149081e-09,0.474649911518192,0.526817708975927,0.11039018063265,0.099151333921285,"ABCA7"
"ABCB1",0.327294660805656,0.668913687539329,0.489292814458088,2.03419828529309,0.459111910476578,0.154999393537378,0.0218820763570102,2.0756028981307e-10,0.364006619421473,0.552303281766902,0.205818563437329,0.166836407539639,"ABCB1"
"ABCB10",0.573206667738917,0.953528691557988,0.601142548529237,1.52951286559498,0.14699330237429,0.0813849728630093,0,4.45401647011983e-10,0.771621724317299,0.133317028360859,0.111119673354483,0.722379803199307,"ABCB10"
"ABCB4",0.367633485184536,0.752787774803814,0.488362719865298,0.0781360655576836,0.492487892937057,0,1.15767458991225e-07,2.51360630626277e-07,0.507511739934854,0.490593715018357,0.2753149494645,0.285872324314982,"ABCB4"
"ABCB6",0.245731480907216,0.372084209369246,0.660418998494396,1.57561735434675,0.0516771514619281,0.144085099911693,1.84616586630554e-08,0,0.80423773016472,0.0380690179307906,0.00449647090783277,0.113617185609584,"ABCB6"
"ABCB7",0.16294733199459,0.254763171747022,0.639603169002762,2.77663553983699,0.33158920269401,0.00384972173466481,0.0538587943189273,0,0.610702281252398,0.291177342954228,0.0182646408620276,0.0444622206331634,"ABCB7"
"ABCB8",0.200273703429271,0.308501651655107,0.64918194879932,3.79502353517827,0.143942188101787,0.0722758964606798,1.31580669849881e-11,0,0.783781915424375,0.162359468214511,0.0143195435712111,0.0738769978974515,"ABCB8"
"ABCB9",0.449694125195799,0.687280086882309,0.654309842200921,0.438802526504838,0.285146143995865,0.0886562527809287,6.82767176714365e-12,0,0.626197603216378,0.327459140689628,0.14108178840314,0.289756050192607,"ABCB9"
"ABCC1",0.243797086408395,0.462780823965389,0.526808963948403,4.19411936765656,0.500918308398461,0.0251513280671586,0.0174890969090054,2.15416469792181e-11,0.456441266603833,0.506333234382771,0.104448092472101,0.101835211446167,"ABCC1"
"ABCC10",0.215330812744159,0.370596427974478,0.581038554313828,3.39515273956889,0.253795076486092,0.147638627714202,0.0370469035626456,1.16479518875397e-11,0.561519392225412,0.28616925861987,0.032553081446059,0.0812015601358326,"ABCC10"
"ABCC13",0.643672880976914,1.45103038332436,0.443597107527299,0.0343440102270998,0.490191015960031,0.195974079764506,0.00146422048797203,0,0.312370683787491,0.599096916797596,1.00051532016097,0.669523853983187,"ABCC13"
"ABCC2",0.38771139374346,0.681822637200836,0.568639661679723,0.156589585568244,0.0958477767371317,0.226001911605037,7.17386263954886e-10,6.08988083904554e-10,0.678150310331457,0.141059284625916,0.0502065821462938,0.305718816734325,"ABCC2"
"ABCC3",0.30829913002649,0.582794831926374,0.52900113923014,3.09086456876689,0.477162682358829,0.0522955086140347,2.29994238941995e-12,0.0257371619471655,0.444804647077671,0.522639627923395,0.162715703923425,0.148618713196731,"ABCC3"
"ABCC4",0.223062175796689,0.443250924056512,0.503241310261204,1.79667246363248,0.481477255494399,0,6.21055924118947e-12,5.05191100210355e-12,0.518522744494339,0.50426666458777,0.102233544503877,0.100503522376106,"ABCC4"
"ABCC5",0.244273880276248,0.452622479122912,0.539685701756572,3.8848292249906,0.557028428560452,0.00650201980180438,0,0,0.436469551637744,0.552992281713061,0.111269158008316,0.0899437009914987,"ABCC5"
"ABCC6",0.220150758584754,0.61026536617052,0.360745948875034,1.33546652493701,0.799280435376085,1.51462066497226e-11,0,7.05602181735003e-15,0.200719564608762,0.799580565408909,0.304137375161224,0.0762337698098731,"ABCC6"
"ABCD1",0.312110359921846,0.384413958489033,0.8119121406221,4.42421473191623,0,0.00804421140366975,0,0,0.99195578859633,0,0,0.178202494855267,"ABCD1"
"ABCD2",0.568815061435081,0.835714820727439,0.680632971113234,0.843098256931945,0.226868432099225,0.0103386173293964,0.0131595802030301,9.30615405604014e-08,0.749633277306808,0.247134188075578,0.163712975560989,0.498732705612522,"ABCD2"
"ABCD3",0.46260311202518,0.668139656744247,0.692374876054179,2.34880355299761,0.0309403588642418,0.105881572336764,0,0,0.863178068798995,0.0393291261685615,0.0156865512156678,0.383166734983381,"ABCD3"
"ABCD4",0.0998988202047371,0.178629436328731,0.559251723892212,3.7208371706596,0.490033335443577,0.00497506482580143,6.95770526365628e-10,1.42015108721031e-11,0.50499159902065,0.47928113460973,0.0150662568335714,0.0163688566011345,"ABCD4"
"ABCE1",0.295553530537011,0.476766864420355,0.619912063092597,3.18516649684473,0.154463184699575,0.085574143817756,0,1.47285805401766e-08,0.759962656754089,0.173280836988814,0.0360302368678489,0.171899488622655,"ABCE1"
"ABCF1",0.201232854860063,0.295317126635608,0.681412748229684,4.89563027708174,0.174393816556907,3.27275958869281e-11,0.0144008806568586,0.0352329718851313,0.775972330868375,0.185987950907867,0.0156399546093506,0.068451270295311,"ABCF1"
"ABCF2",0.148167892774736,0.242359386604117,0.611356113954693,4.44033552643792,0.392155376818543,0.00476989879688149,0,0.0294555506619635,0.573619173722612,0.409406600777597,0.0230350167176448,0.0332293832062787,"ABCF2"
"ABCF3",0.166523180592161,0.254198837680522,0.655090251834465,4.56998273820661,0.153084416728395,0.0421721857262527,4.84531278964447e-12,0,0.804743397540507,0.150942571541023,0.00920156957172141,0.0517591619023717,"ABCF3"
"ABCG1",0.225533745353935,0.351877448152659,0.640944017691322,4.15154981586794,0.333281362170512,0.0184290399464477,0,0,0.64828959788304,0.357715772372112,0.0428740295645132,0.0769809862772643,"ABCG1"
"ABCG2",0.595752777603293,1.27987381865012,0.465477743916686,-1.54904439294367,0.6346018164283,0,8.54388443445125e-11,4.0718554842848e-09,0.365398179414406,0.62666676527447,1.02231778704027,0.609040127069808,"ABCG2"
"ABHD1",0.383157782421116,0.63152079997163,0.606722347764838,-0.124328120814017,0.228317345340656,0.099290920979134,5.71089731018689e-11,0,0.672391733623102,0.266599624898838,0.095702586854393,0.263272362531629,"ABHD1"
"ABHD10",0.301058057303716,0.417576250302498,0.720965469385832,3.01689732939077,0,0,0.0109547933130317,2.00390735119045e-16,0.989045206686968,0,0,0.187729747536137,"ABHD10"
"ABHD11",0.389486133076292,0.615939150828154,0.632345147329267,2.48440362663271,0.262923263562862,0.00665647629237734,0.0202263230443801,9.8737619345594e-12,0.710193937090507,0.243150341660639,0.0905817138311843,0.281952057713368,"ABHD11"
"ABHD12",0.240820161872836,0.420929061760201,0.572115788028029,3.58054370484258,0.292563224930451,0.0857639656313648,0,6.78518553975437e-13,0.621672809437506,0.308358432495284,0.0493636393723332,0.110721619113627,"ABHD12"
"ABHD12B",0.344256736622131,0.693642052926861,0.496303151127474,-0.271242029125107,0.608521269835983,0,0,2.30247635685106e-12,0.391478730161715,0.619962156907392,0.310784840523064,0.190511629044333,"ABHD12B"
"ABHD13",0.398520569430142,0.512425674051822,0.777713900006188,2.63994893337096,3.88526818909353e-09,0.0996828693198339,1.37850189249348e-09,0,0.900317125416396,0,0,0.248135983443658,"ABHD13"
"ABHD14A",0.464874690082675,0.769397733100169,0.604205952374637,3.23318103717442,0.285299334047635,0.10298992192282,0.000241925498722079,0,0.611468818530823,0.306876802074188,0.162807631116148,0.367723285576569,"ABHD14A"
"ABHD14A.ACY1",0.400476872174816,0.654752109071197,0.61164655543136,2.18592327449857,0.288049601376789,0.093783878371675,3.62010708419755e-09,6.38835421124812e-10,0.618166515992594,0.306596699558268,0.118950013641423,0.26901898215273,"ABHD14A.ACY1"
"ABHD14B",0.297466919410619,0.522508071302607,0.569305883962781,5.45754893257928,0.244232856978795,0.201826333117784,4.98501915725283e-12,0,0.553940809898436,0.289613943708616,0.063009109152386,0.154553306336076,"ABHD14B"
"ABHD15",0.207389354034985,0.305837110371476,0.678103954693681,3.60175145400248,0.247818111003078,0.0307344033308422,0.0676487701303116,3.83691113930397e-08,0.653798677166656,0.298709953685346,0.0252074612654163,0.059180289977615,"ABHD15"
"ABHD16A",0.19414632562126,0.307315285559887,0.63174965497584,4.8598593201211,0.319809526537164,0.0960158439270652,0,0,0.584174629535771,0.347406567852998,0.0294098319073059,0.0552455391441431,"ABHD16A"
"ABHD16B",0.289961153050593,0.529663914676421,0.547443661945016,2.66314854399697,0.285274183551227,0.088639685710175,4.11575277694017e-09,0.0253322183399893,0.600753908282856,0.32538465708959,0.0811932309893412,0.168336761345195,"ABHD16B"
"ABHD17A",0.317891323214424,0.545401338832529,0.582857614348534,7.00821162878779,0.287523138795546,0.0889315955040588,4.71940403750713e-11,3.69065654131252e-12,0.623545265649511,0.298721618214354,0.08072250092149,0.189504010986215,"ABHD17A"
"ABHD17B",0.288343451308069,0.442962887348019,0.650942685140862,1.99448955710682,0.225893962030197,0.0598064175640089,1.46188145592387e-12,8.32065872957631e-11,0.714299620321125,0.305796882221929,0.0565881261775385,0.128463224792319,"ABHD17B"
"ABHD17C",0.594968217080512,0.702297018429242,0.84717463048785,-0.376598038914017,0,0,0,5.26600331255258e-21,1,0,0,0.606863482852967,"ABHD17C"
"ABHD2",0.365711830505202,0.549797994190392,0.665174908547517,6.37278339001781,0.322293010918131,1.83775474955793e-08,0.0321830722486076,1.00980504023818e-09,0.645523897445909,0.309535082451014,0.0912329554214499,0.203508935219939,"ABHD2"
"ABHD3",0.528606993313226,0.789368023027793,0.669658483612801,3.35799345397332,0.0936642980621194,0.113514173175467,0.0335547009950219,0,0.759266827767391,0.062924057584736,0.0341305372408209,0.508277860292339,"ABHD3"
"ABHD4",0.199477521616402,0.343978601795593,0.57991258925734,4.56700691498101,0.373761104569205,9.69703685272476e-12,0,0.0392286254053972,0.587010270015701,0.408085238617847,0.0475250268119597,0.0689335517264928,"ABHD4"
"ABHD5",0.164528821383567,0.380324814129435,0.432600806655684,4.6809131961572,0.650209343043916,1.53130367817106e-11,3.697251765924e-09,0.00403537213051597,0.345755281113004,0.671710656288232,0.100559433711413,0.0491470400061378,"ABHD5"
"ABHD6",0.264567116990494,0.324163132239685,0.816154246667613,1.88772358076526,0,0,0,0,1,0,0,0.118269924307507,"ABHD6"
"ABHD8",0.31344248717013,0.497381585264561,0.630185146487495,3.7071577145204,0.124249606220717,0.103070372256981,0,3.90273373119549e-07,0.772679631248928,0.133611712177486,0.0296311760634914,0.192139622174093,"ABHD8"
"ABI1",0.307208807491742,0.473207112783622,0.649205811139648,5.07255657652487,0.0669287445496489,0.101733408553287,2.39163623238174e-12,0,0.831337846894673,0.0736262587990929,0.0148169086120869,0.186427984905027,"ABI1"
"ABI2",0.280166054189815,0.408987632226358,0.685023291938459,2.52654677687491,0.282770486144985,0.00468441626164667,0.0123512234972317,6.51318168925473e-12,0.700193874089623,0.265783763575469,0.0438696669053447,0.121188071442498,"ABI2"
"ABI3",0.294254337041977,0.453169419452101,0.649325228956848,5.62398927805079,0.237928769308661,0,9.62534426871515e-11,2.03013351561491e-09,0.762071228564952,0.24633342997471,0.0503424894976984,0.154024776053173,"ABI3"
"ABL1",0.345844715908944,0.520977878922058,0.663837621329571,3.56318225432318,0.122309088635111,0.0264773592447901,0.0407480475880381,0,0.81046550453206,0.0982967357380756,0.0251490027905277,0.230698789119271,"ABL1"
"ABL2",0.23782875912953,0.442001202910694,0.538072651303584,2.55696471672236,0.502284026222634,3.504337842688e-11,0,0,0.497715973742322,0.526366787461057,0.106127252230085,0.0954949905827493,"ABL2"
"ABLIM1",0.153234188125165,0.367865455096513,0.416549545498808,5.77940415949323,0.658758187039747,5.90925862427007e-12,0.00161596768264925,0,0.339625845271694,0.666415059783049,0.0926667601545067,0.0463858599718667,"ABLIM1"
"ABLIM2",0.46083273918236,0.666492906897309,0.691429322672992,-0.543539876710673,0.201200452278314,8.28010275004086e-12,0,2.85290374517117e-11,0.798799547684877,0.223048918149009,0.102917058164965,0.358493196675236,"ABLIM2"
"ABLIM3",0.479189281030256,0.857830769463529,0.558605844052355,1.65943985783899,0.44201212667565,0.0337959920874865,0,7.53569201452119e-12,0.524191881229328,0.457235859765684,0.319082450581008,0.378768437021127,"ABLIM3"
"ABO",0.57152513655346,1.51548309591807,0.377124059049458,-0.625490503678032,0.688353826977166,1.95268557233267e-12,3.92596232883595e-12,0.00634415632529426,0.305302016691662,0.707731008177316,1.6604523408978,0.68571070934655,"ABO"
"ABR",0.258666995767857,0.415648747930639,0.622321123438154,5.97598695733153,0.157282411748169,0.0939580987348109,0.0101885077026591,1.37786738570885e-13,0.738570981814224,0.163462871788457,0.0250648030557117,0.128271564900364,"ABR"
"ABRACL",0.196770853849137,0.308954398646419,0.636892870634704,3.81557375571096,0.327565590311991,0,1.41794731925787e-11,0,0.67243440967383,0.377649222902342,0.0369896558184165,0.0609574696493402,"ABRACL"
"ABT1",0.164087985229705,0.315478759406136,0.520123717801438,4.41239096273178,0.53248074054561,1.66600213333734e-08,0.00596776759418643,0,0.461551475200183,0.516563255782422,0.0507197102384645,0.0474671229725834,"ABT1"
"ABTB1",0.399049133943712,0.632482035268002,0.630925641666049,8.38608910083689,0.232868487766452,0.154143821903163,0,2.71707758004157e-10,0.612987690058678,0.263516530119032,0.0888328709929157,0.248272626536174,"ABTB1"
"ABTB2",0.344727147059415,0.676785064816188,0.509359861765037,1.19063291751692,0.470039677283934,0.0634509431209325,0,0,0.466509379595133,0.488657600452813,0.208137586993619,0.217799893157614,"ABTB2"
"ACAA1",0.232436387427547,0.397983290504961,0.584035543634587,5.92212646227938,0.189985171407836,0.133276000841929,1.7322437837215e-10,0,0.676738827577011,0.220600742382039,0.0302252690703494,0.106788182217158,"ACAA1"
"ACAA2",0.227294117548332,0.319262774107989,0.711934293571763,4.02489384107665,0.144858310645992,0.00408722042550884,1.25490878828923e-08,0,0.851054456379411,0.129695049935865,0.0130124368103294,0.0873185844334589,"ACAA2"
"ACACA",0.206722721816769,0.361929944400462,0.571167777121082,2.35585455744511,0.334632260182849,1.01478858936123e-12,0.0310572558392062,0,0.63431048397693,0.307871693095009,0.0402583314202922,0.0905050103328206,"ACACA"
"ACACB",0.180345793320953,0.382572705559938,0.471402665950769,2.77973511238377,0.575929485197741,2.98565504254638e-11,0.0206491993189862,8.78534881155316e-11,0.403421315365563,0.572223668418888,0.0839182114012319,0.0627346029311539,"ACACB"
"ACAD10",0.163653887017637,0.254017842662152,0.644261384564621,3.61658244528506,0.223944099427363,3.49468310782959e-10,1.75622302448029e-10,2.76254406748892e-09,0.776055897285002,0.217518227212671,0.0140231117067414,0.0504455624197299,"ACAD10"
"ACAD11",0.342492926158392,0.513420676822822,0.667080508478594,1.11756282544872,0.0313894955345314,0.0811832962192379,0,1.10230897750147e-09,0.887427207143922,0.0568001971370552,0.0136605714551867,0.226841612405631,"ACAD11"
"ACAD8",0.315248429219344,0.482387303619652,0.653517260619918,2.57839581564275,0.0469789010778816,0.0463334346671372,5.39279170652715e-08,3.39106467554788e-08,0.906687576416417,0.0510635472322194,0.0113359594772892,0.210661142011512,"ACAD8"
"ACAD9",0.188382823338956,0.303438721396751,0.620826578993663,3.64968879327212,0.279372034458465,0.0107022398465156,4.05196113695844e-10,0,0.709925725289823,0.279307874672996,0.0252505722356601,0.0651535105895112,"ACAD9"
"ACADM",0.338160360822935,0.488300064806852,0.692525734062097,2.58494397471491,0.0987699033042622,0.0585832351892943,0,0,0.842646861506444,0.100323609839987,0.0222310027859131,0.199361928542723,"ACADM"
"ACADS",0.372277190187481,0.584837481661094,0.63654810415043,3.34443310823382,0.196136678612032,0.0924420284688227,8.67495567717863e-11,1.315031610791e-12,0.711421292831081,0.197954071863995,0.0613442842853005,0.24854721583725,"ACADS"
"ACADSB",0.618112362440177,0.88732894267008,0.696598896661933,1.78328498999709,0,0.0477758668186925,0,0,0.952224133181307,0,0,0.778066186077282,"ACADSB"
"ACADVL",0.285779704205202,0.40860671141094,0.699400416646095,6.37331683926793,0.077057879959618,0.074252104544394,2.40196147889209e-09,0.0232296680319625,0.825460345062064,0.102156464404766,0.0153027083229541,0.134494060898829,"ACADVL"
"ACAP1",0.291489016738709,0.435902474879755,0.668702367012523,7.31646780265225,0.0318622350673315,0.0943711313253734,0,0,0.873766633607295,0.0518523267846531,0.0088491815767629,0.161812042817549,"ACAP1"
"ACAP2",0.365496310038448,0.640275227936677,0.570842497243381,4.91898022519355,0.313700956071365,0.0780003189583312,1.14274969867792e-11,0,0.608298724958876,0.328028438478741,0.123766621230051,0.253537925302649,"ACAP2"
"ACAP3",0.313628490740173,0.386146871881368,0.812200003620712,4.92076334152982,5.58734966265092e-10,0.015411332719303,6.43651750951016e-11,4.16304600475194e-11,0.984588666615966,0,0,0.158874253492545,"ACAP3"
"ACAT1",0.265003898171362,0.388125834307487,0.682778302156037,2.90643281554443,0.356212517632261,0,4.42763386979904e-10,2.49804679430258e-09,0.643787479426929,0.376293513363797,0.0566061597479289,0.0938247080124798,"ACAT1"
"ACAT2",0.240918923829582,0.410364548865663,0.587085128321963,2.85797025253576,0.33820761256361,0.119210738196675,2.85144231759482e-07,7.81183098337902e-07,0.542580582912385,0.372985080444081,0.0551201325885683,0.0926609328710515,"ACAT2"
"ACBD3",0.403124132855707,0.718188751500055,0.561306664875656,3.0557729939994,0.173289598388305,0.124164999914123,1.87005682908267e-10,3.28850440018409e-09,0.702545398222062,0.211699804233564,0.0951719340241611,0.354388869155232,"ACBD3"
"ACBD4",0.33109573286088,0.513523524802702,0.644752804631663,3.35750979904158,0.0952913104185545,0.136915200056994,2.0334488724802e-08,0,0.767793469189963,0.110104241157402,0.0248434627693525,0.200792375670668,"ACBD4"
"ACBD5",0.467504309314265,0.695188807329078,0.672485380065914,2.62090943540465,0.029323028321517,0.170364769166733,6.05994056840338e-10,3.29135749979452e-11,0.800312201872843,0.0265219860285415,0.0106164427100002,0.389671933076616,"ACBD5"
"ACBD6",0.211416595273514,0.306616952307708,0.68951371958503,2.9500530657449,0.097113237248361,0.107994856142113,1.0850231744182e-10,0,0.794891906501024,0.110547761538206,0.00927185334145017,0.0746000696395118,"ACBD6"
"ACCS",0.234409862072799,0.647988306842548,0.361750142089767,2.37819125924209,0.791444687902351,0,0.00354022422095816,0,0.205015087876691,0.796579676587957,0.348218102834684,0.0889234827079321,"ACCS"
"ACD",0.305779932261359,0.468172139435659,0.653135687719372,4.03097839405973,0.0970862499503932,0.0791450556715821,1.35214473969776e-07,1.22294999864333e-08,0.823768546934051,0.128840062503568,0.0260131614781882,0.175889577256262,"ACD"
"ACE",0.345059991021315,0.563450423959408,0.612405238062567,0.994697073815705,0.407034148626787,1.96202219476633e-10,4.02255763373848e-09,0,0.592965847154453,0.422991287747894,0.13995546001323,0.190915326376689,"ACE"
"ACER1",0.626006542533881,0.852452829485209,0.734359158514287,-1.48996364039936,1.17622034644147e-09,0.0889613335638043,4.81312800469895e-13,0,0.911038665259494,0,0,0.661519283512998,"ACER1"
"ACER2",0.930327294334936,1.62755022146149,0.571612035110983,-2.10239747981524,0.329267255609439,3.74907146659305e-06,0,0,0.670728995319095,0.329220745138131,0.863784436631776,1.75993976479836,"ACER2"
"ACER3",0.295448403715075,0.445445339899746,0.663265225272241,3.67038762951469,0.102343995914954,0.070559663955091,0,4.25593225879825e-11,0.827096340087396,0.141717024824628,0.0260801486648504,0.157949601445443,"ACER3"
"ACHE",0.686378125331691,1.35832449944542,0.505312335610472,-1.1235807547301,0.324223920142338,0.279304543653105,0,0.00738852282771202,0.389083013376845,0.451268567868329,0.58024143173333,0.705559248943887,"ACHE"
"ACIN1",0.0848527484343106,0.134706990579929,0.629906050673464,6.87696199864414,0.211589595636432,0.00287421555412095,0.00284882029712594,1.93108720136743e-11,0.782687368493011,0.19277205092061,0.00343777858817846,0.0143956084187079,"ACIN1"
"ACKR1",0.724816469561657,1.89623978214183,0.38223882674952,0.324612780317064,0.729636433756493,0.0305894028368338,0,0,0.239774163406673,0.746884977104199,2.57803466882317,0.873681121228802,"ACKR1"
"ACKR3",0.431281439847146,0.567165739297143,0.760415183719682,0.614035539880005,1.18041671786807e-10,0.0864927175249862,1.07186262114777e-12,0,0.9135072823559,0,0,0.332160695200118,"ACKR3"
"ACLY",0.279626130627703,0.474604580865719,0.58917705791554,5.17588536381185,0.229037848952971,0.10413679498745,0,0,0.666825356059579,0.265553895289633,0.0530528949041688,0.146729129932278,"ACLY"
"ACO1",0.200997075442079,0.381081853130266,0.527438065578452,2.30088212825017,0.327457972745051,0.0474399231507547,0.00152508587509687,0,0.623577018229097,0.327510725979447,0.0450596572408253,0.0925225764587605,"ACO1"
"ACO2",0.200958670757624,0.258467109734369,0.777501907163944,4.94228615795689,0,0,5.83030898731436e-15,0.0189125159241429,0.981087484075851,0,0,0.0717578569465362,"ACO2"
"ACOT1",0.419952926137156,0.589999722565338,0.711784955272838,-0.497202120529648,0.233029782953607,1.95830607175781e-11,0.0900943501515942,0.0231082951407431,0.653767571734473,0.229626593501158,0.0722319689574056,0.242330764635736,"ACOT1"
"ACOT11",0.508684215342242,1.02288921134419,0.497301378977081,-0.770070400681008,0.60069903774515,0,0.0161466730093329,0,0.383154289245517,0.598552839712192,0.653045398822406,0.437995116725755,"ACOT11"
"ACOT13",0.186252362575736,0.300567279625072,0.619669455730733,3.28047108944638,0.209173135775866,0.071614739828563,0,0,0.719212124395571,0.22860016939242,0.0191717693175154,0.0646941760510759,"ACOT13"
"ACOT2",0.257422367637293,0.358782475462792,0.717488688111772,2.04321730992309,0.160113020360818,4.77995854603247e-11,6.30349183466084e-10,1.01862432296434e-09,0.839886977942409,0.168691433662916,0.0223848720164645,0.110312275256554,"ACOT2"
