"","Within Variation (SD)","Total Variation (SD)","Rs","Average Expression","subject","response","time:response","time","Residuals","repeatability","gen.variance","res.variance","Symbol"
"DLD",0.22824422177059,0.331085934778716,0.689380604232371,3.4996474553763,0.0840950941833246,0.0830021320835733,9.44121151544054e-11,0,0.83290277363869,0.0623815703120594,0.00626193629083036,0.0941192541714402,"DLD"
"DLEC1",0.158571292057759,0.308290679686131,0.514356425627915,1.88438491044277,0.515211434717061,0,1.36780798051913e-10,9.7655521964685e-09,0.484788555380606,0.527299423918363,0.050019123414919,0.0448399284748532,"DLEC1"
"DLEU1",0.25357907729571,0.456826725068165,0.555088096603526,0.91199684154033,0.28809601430335,0,0,0,0.71190398569665,0.269297219688453,0.0560488949864226,0.152081345092792,"DLEU1"
"DLEU2",0.284588272419125,0.460184325053812,0.618422351491103,1.38698970720342,0.38493607433025,2.12268487252115e-07,0.0446214524663082,9.21290599523295e-40,0.570442260934955,0.350563516252601,0.0722174557461765,0.133786456235753,"DLEU2"
"DLEU7",0.46196637633023,0.753052018619154,0.613458784928726,-0.464846766236154,0.196078469723977,0.103691653085416,0,4.3348173342174e-10,0.700229876757125,0.198253624678139,0.0999264635919496,0.404107012487887,"DLEU7"
"DLG1",0.392702549040141,0.605245506616287,0.648831828980609,2.82316104321282,0.147515074930279,0.0662778072866393,0,7.27526898006074e-11,0.786207117710329,0.143699364408111,0.0489645269684595,0.291778295173737,"DLG1"
"DLG3",0.230871490198684,0.40117098426703,0.575493989478087,2.12238526657549,0.458872442287321,0,4.77223608491762e-09,2.19530370185145e-09,0.541127550745139,0.481139663241424,0.0789362904790339,0.0851247847340183,"DLG3"
"DLG4",0.238524243031655,0.259790496679318,0.918140756034223,3.53261419156869,0,0.0154542404179185,0,2.07308730272864e-10,0.984545759374773,0,0,0.0887493368418817,"DLG4"
"DLG5",0.637567972053097,1.07223133544164,0.594617925235781,1.23669701571946,0.237887758914264,0.0905633774364487,2.79258768179471e-11,0,0.671548863621362,0.255704819866176,0.266440788443989,0.775545000417683,"DLG5"
"DLGAP1.AS1",0.347460020001954,0.647442226374987,0.53666567586636,2.05674616616535,0.419114611856433,0.0643698789769483,2.35822578949677e-13,0,0.516515509166383,0.432635407445105,0.168722958101351,0.221265829681257,"DLGAP1.AS1"
"DLGAP1.AS2",0.536388861128674,0.736584707316049,0.728210694304468,-0.854488644472434,0.165279252044406,0,1.72462288633472e-09,0.0334493751009153,0.801271371130056,0.180069327797673,0.0940219649732948,0.428121179132506,"DLGAP1.AS2"
"DLGAP3",0.450042195285484,0.655120786662093,0.686960640614832,0.99280421437026,0,0.0449100858526949,0,4.3020270762986e-12,0.955089914143003,0.145016856521062,0.0595346970428484,0.351001694871023,"DLGAP3"
"DLGAP4",0.149375900395088,0.198227659084871,0.753557304185955,5.08320333791924,0,0,0,0,1,0,0,0.0421238217435233,"DLGAP4"
"DLGAP5",0.652039770558227,1.25889197314395,0.517947357254034,-1.68441789569788,0.501314873414829,4.42950727085236e-08,1.32371918861148e-09,0.00626827455058844,0.492416806415791,0.509529231460875,0.796478404988775,0.766686877413544,"DLGAP5"
"DLK2",0.311285427398779,0.414947243237584,0.750180733748238,0.386676585988706,0.159349591388706,0,4.63563918917567e-11,0,0.840650408564937,0.185170461338616,0.0324103695997875,0.142619542652359,"DLK2"
"DLL1",0.771275758206362,1.15673482612614,0.666769721794697,-0.731339656628605,0.222085319477037,4.09587232931973e-11,0.159970531238514,2.78382249728931e-09,0.617944146459667,0.15185359673182,0.186731811026212,1.04295135121056,"DLL1"
"DLST",0.11780523855967,0.16536876143177,0.712379034224527,4.9133606187019,0,0.0454748025918879,1.44548550821172e-11,0,0.954525197393657,0.0313877826009111,0.000820197013581551,0.0253108943097585,"DLST"
"DLSTP1",0.409060353908435,0.588412456042633,0.695193226634884,0.338633548871419,0.15937330055425,0.0171468556437094,9.96704123520418e-11,0,0.823479843702371,0.14062238773826,0.0476591250061485,0.291256504095928,"DLSTP1"
"DMAP1",0.274469101687834,0.43054790113798,0.637487956537207,4.21404438845751,0.132199037857099,0.0763007297135419,5.32572092827456e-11,0,0.791500232376102,0.145617863120378,0.0249233111949015,0.14623227824194,"DMAP1"
"DMKN",0.757471947822888,1.17316854412581,0.645663363218897,-1.20170024181795,0.301627907696716,0,6.83674167669988e-11,0,0.698372092234917,0.313505271944085,0.436800113465273,0.956478253933852,"DMKN"
"DMPK",0.242256700770608,0.405647753215176,0.597209521932451,3.53057634004818,0.46280205239677,0.0016814434277489,1.28224242792401e-12,0,0.535516504174199,0.465838034833585,0.0754536004955935,0.0865202935479627,"DMPK"
"DMTF1",0.39669366726201,0.67517622239736,0.587540932430148,3.86286438399003,0.205778870850077,0.119689812601419,2.23936919133339e-10,0,0.674531316324566,0.23468738325769,0.0941400004285051,0.306989362052554,"DMTF1"
"DMTN",0.489251444452026,1.03275723685073,0.473733252108637,8.05458025707169,0.328413154575991,0.300888496323139,1.67004355331252e-13,1.84952186941879e-12,0.370698349098853,0.454622627294272,0.3369016299842,0.40415613915787,"DMTN"
"DMWD",0.224221666731406,0.392259714850637,0.571615330972196,3.30993602172544,0.46840035925393,7.48646990118431e-17,0.0825336878633843,2.57908134445556e-10,0.449065952624777,0.430324942105125,0.0670579678494745,0.0887730363247915,"DMWD"
"DMXL1",0.358824539683152,0.672275234136896,0.533746479808722,2.29395455006781,0.289265152968704,0.181245386694659,0,8.67630485203946e-11,0.529489460249874,0.348816995272155,0.127720537329173,0.238432887132048,"DMXL1"
"DMXL2",0.57661919814185,0.978750538173943,0.589138064963571,3.75445208021412,0.249213103213043,0.144529323497932,7.74837836295056e-11,7.75255426581653e-09,0.606257565458986,0.279118163452519,0.228540543438889,0.590254409250623,"DMXL2"
"DNA1_Mam.TcMar.DNA",0.589484085670137,0.871958335640233,0.676046161353925,-0.579740365425992,0.0763500729155332,0.034385110453126,1.9877370629935e-09,1.02712841100706e-11,0.889264814633332,0.051240242125326,0.0375131713767498,0.694590538925753,"DNA1_Mam.TcMar.DNA"
"DNA2",0.755432768425373,1.15009627341491,0.656843071217261,-0.815636542026101,0.227534192189286,0.0604681465823621,0.0141327765766628,8.46327643949629e-08,0.697864800018925,0.246724198912588,0.296284883005836,0.904589957450356,"DNA2"
"DNAAF2",0.329563141023365,0.547500219252186,0.601941569034448,0.856890856799373,0.28354136199844,0.0882835594852362,4.53657080460225e-10,0.00728353823055792,0.620891539832109,0.344152447880397,0.0924830209768868,0.176243880564803,"DNAAF2"
"DNAAF5",0.279019480723375,0.418659872260697,0.666458620017043,2.58149793554547,0.138669546714688,0,7.81422053177957e-12,0,0.861330453277498,0.131130480719903,0.0231645542688179,0.153488151811759,"DNAAF5"
"DNAH1",0.250385517623642,0.439245199654663,0.570035865663406,4.5920632671149,0.487688510573924,0.0294109155742742,0.0202459133541471,0,0.462654660497655,0.482278980798651,0.0890416448916195,0.0955851964941841,"DNAH1"
"DNAH10",0.788173411054614,1.04137907416051,0.756855433925432,-1.3008592847252,0,0,0,0,1,0,0,1.14972376032814,"DNAH10"
"DNAH11",0.421804048204449,0.772200802071169,0.546236221295162,0.70344626348441,0.362184463000781,0.0571303504036182,7.14923993803983e-10,0,0.580685185880677,0.371303109607419,0.208058667482351,0.352288558540971,"DNAH11"
"DNAH17",0.27993493143578,0.464151309282367,0.603111368722826,3.96771022243373,0.327226476632545,0.0219603955896616,5.96361940522608e-10,0,0.650813127181431,0.335468709709156,0.0705254234424582,0.139704089478738,"DNAH17"
"DNAH2",0.593347412915533,0.697247119757119,0.850985821385997,-1.06177095007918,0,0,0,0,1,0,0,0.561754993582108,"DNAH2"
"DNAH6",0.477182791535342,0.934853108875955,0.510436117722382,-0.80315969099333,0.523938660507398,6.36370461293482e-14,0.0359689419577151,0,0.440092397534823,0.525457186431615,0.460164394397007,0.415576591318666,"DNAH6"
"DNAI2",0.528527115462744,1.08321827273872,0.48792300569899,-1.70203813146243,0.500442469905339,0,0.0526233323169341,3.41582400132806e-11,0.446934197743569,0.528910158495353,0.59409222319353,0.529146220332697,"DNAI2"
"DNAJA1",0.225862439377841,0.305286054329845,0.739838705943014,5.77387057804311,0.0729474637362903,0,4.32059670592143e-10,6.33267359468216e-10,0.927052535198383,0.085015368108095,0.00797221304811503,0.0858015742744142,"DNAJA1"
"DNAJA2",0.124665010876912,0.208574987433245,0.597698757703685,4.65679571175937,0.268342254170919,2.01497607472381e-08,3.02843393622932e-10,0,0.731657725376477,0.258908916690284,0.011352222209696,0.0324941711660716,"DNAJA2"
"DNAJA3",0.169890855749775,0.229441454942865,0.740454055227644,3.87234180696959,0.0088585309104052,0,1.6715762675877e-09,1.66685819277747e-09,0.99114146575116,0,0,0.0536827504598937,"DNAJA3"
"DNAJA4",0.217586618893829,0.452425597201857,0.480933484399535,3.10818400231946,0.578327255840262,0.0103787929203377,6.28819296306794e-12,3.34431336290918e-12,0.411293951229768,0.572230323931353,0.114708532944319,0.085750142779549,"DNAJA4"
"DNAJB1",0.22478966527461,0.301457545474971,0.745676028511529,5.85815600791383,0.260063560713026,0.0341136856810002,8.10232888044387e-10,0.203708215363917,0.502114537431824,0.336455510111684,0.0237950020476278,0.0469275788954789,"DNAJB1"
"DNAJB11",0.155198566940859,0.27541406713669,0.563509949053666,4.00151957611719,0.528143300268553,0,0,1.24981231362882e-10,0.471856699606466,0.540147441161717,0.0426164233492179,0.0362813369688927,"DNAJB11"
"DNAJB12",0.22420712680558,0.290595008075846,0.771545004472551,5.24925244835289,0.123902893378238,0.0213155801561501,0,7.94218791983978e-12,0.854781526457669,0.117906403266292,0.00968460568537566,0.0724534751744308,"DNAJB12"
"DNAJB13",0.618578297144134,1.06022404257375,0.583441114618097,-0.324974887421173,0.0790861441520657,0,4.98733040714997e-11,1.40180371785376e-10,0.920913855657881,0.061906583267028,0.0706307960092849,1.07029464813332,"DNAJB13"
"DNAJB14",0.624697302635573,0.865198798523623,0.722027473572036,2.76481728862491,0.0370471270044191,0.160513161545576,0,6.86647759193101e-13,0.802439711449318,0.0356265250741375,0.0223978498550689,0.606286811600399,"DNAJB14"
"DNAJB2",0.365074744242961,0.683085819091668,0.534449309353865,5.98027967570468,0.306936645662208,0.239204333288404,1.2888956791384e-10,7.0673776564232e-09,0.45385901385312,0.388345290402642,0.137688930160974,0.216863921550491,"DNAJB2"
"DNAJB4",0.887498223260719,1.15153471687182,0.770709046160273,-1.01495459449655,0,0.0381895527329396,0,1.0845315656791e-11,0.961810447256215,0,0,1.36505390474488,"DNAJB4"
"DNAJB5",0.367526283292051,0.599044507247161,0.61352082999805,0.810436206952196,0.138562924943787,0,0.038342490533581,0,0.823094584522632,0.115370953520655,0.0419937822516745,0.321995427945468,"DNAJB5"
"DNAJB6",0.192304363421136,0.312424862157278,0.61552195972268,5.22214640081376,0.250775149797024,0,1.1880136516203e-11,0,0.749224850191096,0.275296725581789,0.0268051745103431,0.0705631267424065,"DNAJB6"
"DNAJB9",0.38206947825985,0.48095014691561,0.794405575526083,2.16640228114753,0,0,0,0,1,0,0,0.242944206846988,"DNAJB9"
"DNAJC1",0.2949451405452,0.439307639660929,0.671386322288517,3.31042678020357,0.126455393751078,0.0132788025814264,0,1.61604477050136e-07,0.860265642063018,0.145690404872654,0.027359887433253,0.160434823255951,"DNAJC1"
"DNAJC10",0.282400897773075,0.497021457015218,0.568186531561409,3.86316281506666,0.268740761838315,0.127673088565882,1.53155938531548e-12,0,0.603586149594271,0.292180577585744,0.0628612214770463,0.152283885006286,"DNAJC10"
"DNAJC11",0.114490847624643,0.181020586065208,0.632474184916188,3.60375919775611,0.31398032396047,1.55594730027415e-10,0,0,0.686019675883935,0.31873087671571,0.0107966069867746,0.0230771334491248,"DNAJC11"
"DNAJC13",0.547324649724005,0.973991535549523,0.561939842131386,3.06092571606648,0.391857994538087,0.076564775738448,7.85336888674454e-11,2.92290281071308e-09,0.531577226722029,0.407650243982999,0.35537818977343,0.516394107726412,"DNAJC13"
"DNAJC14",0.16716907220309,0.246799037176903,0.677348964223328,4.11979639545776,4.23150974586207e-09,0.096472568159606,6.99343689197768e-09,8.42943160323387e-11,0.903527420531153,0.0107778744587241,0.000585474447871474,0.0537364097152499,"DNAJC14"
"DNAJC15",0.344718784917464,0.486679984666326,0.708306887027227,2.79090894562624,0.242573911869461,1.31365061714807e-08,0.0626743915862089,0.0348093521611553,0.659942331246669,0.253677293396241,0.0544893005531938,0.160308404924064,"DNAJC15"
"DNAJC16",0.261648620538681,0.442118305829561,0.591806801683411,2.76551952455314,0.290181735280395,0.098107385040088,3.06770266610322e-10,6.81566754862809e-10,0.61171087869118,0.300610738162997,0.0527889868309412,0.122816805408982,"DNAJC16"
"DNAJC17",0.366038925310393,0.562586733803288,0.650635543493602,2.76546506469141,0.0796663535757629,0.0583191693703389,0,3.03464268700658e-12,0.862014477050864,0.0870022777130102,0.0259407212483223,0.272220682455286,"DNAJC17"
"DNAJC18",0.232100885544225,0.333774194363809,0.695382954894466,0.87703311185814,0.12269745714069,2.20309003648448e-12,2.91234956776012e-11,1.08596907345623e-08,0.877302531968292,0.145052193806405,0.0165059618411731,0.0972872970405426,"DNAJC18"
"DNAJC19",0.312388313369486,0.457253682438621,0.683183811015934,1.56265443946503,0.2282125722137,0,0.0692463240453935,2.72699540244117e-11,0.702541103713637,0.192574039689148,0.0389066230898663,0.16312799773789,"DNAJC19"
"DNAJC2",0.196759255558008,0.325621621470473,0.604257342216603,2.65479070629197,0.39986596213808,0,3.19877297730848e-11,0.00409550459318973,0.596038533236742,0.447670480830126,0.0487454003276921,0.0601413867512824,"DNAJC2"
"DNAJC21",0.290370170784638,0.44655725594118,0.650241748222507,2.79161206389155,0.14209730740487,0.17076263434055,2.4203617771443e-11,5.82186042637717e-08,0.687140000011771,0.163679855113589,0.0265841753168883,0.135831506798908,"DNAJC21"
"DNAJC24",0.464275939854794,0.701438905552823,0.661890773636068,1.3944026229111,0.148186006035027,0.0563666658094745,0,0.0294884856840402,0.765958842471458,0.176427349072105,0.0791480359885624,0.369467421902918,"DNAJC24"
"DNAJC25",0.350861115638591,0.545216636596065,0.643526063014349,0.226835452274151,0.264022618254562,0.108918093984652,1.21435255428069e-08,0,0.627059275617261,0.289707872716735,0.0757903174851669,0.185819133353857,"DNAJC25"
"DNAJC25.GNG10",0.375169296269979,0.579207977173691,0.647728123670981,2.70081427546619,0.352168911707298,3.64307054596828e-10,0,1.7901743561586e-10,0.647831087749377,0.37381845510482,0.129700095602155,0.217260023222868,"DNAJC25.GNG10"
"DNAJC27",0.563835956428099,0.766025950799475,0.736053335842791,0.812557895979627,0,0.112854573721614,1.03373445350231e-10,2.32163916032986e-11,0.887145426151796,0,0,0.558310336949728,"DNAJC27"
"DNAJC3",0.261184909821293,0.427921785057813,0.610356656149223,4.70359576110835,0.429998002642665,0.0134072606390436,1.49207748007051e-06,1.29968108950277e-08,0.556593231644001,0.417779268028074,0.074921410490817,0.104411113223075,"DNAJC3"
"DNAJC3.AS1",0.515383745541634,0.86883602621914,0.593188737562366,-0.209844315798381,0.436830885967228,7.65305689321659e-11,8.81914067625388e-09,1.75230503072724e-09,0.563169103384796,0.424038477334214,0.319802607763691,0.434380384718929,"DNAJC3.AS1"
"DNAJC30",0.409280381462856,0.541090167033522,0.756399591784672,2.78673594452533,0.0888571705317961,0.0455874638989741,0.00855401209969205,1.36802129630186e-09,0.857001352101516,0.111324052844271,0.0304920245058699,0.243411267072319,"DNAJC30"
"DNAJC4",0.401077711279798,0.681363025133886,0.588640264418498,5.25803229668876,0.18014681557695,0.168460068456124,5.12193539301643e-12,0,0.651393115961803,0.205745113819076,0.0794339359225624,0.306645395188132,"DNAJC4"
"DNAJC5",0.163184294346393,0.277837363608049,0.587337470480033,6.2477511085851,0.265255957000199,3.63919292295896e-07,1.44306332465993e-06,2.42141142193206e-07,0.734741993876042,0.279286952689881,0.0215982860973079,0.0557353877076782,"DNAJC5"
"DNAJC6",0.567952481881803,0.906034230846334,0.626855434977633,-1.25158267682553,0.333398729967292,0.0693217404768651,5.30749182828683e-12,0.0232188178060997,0.574060711744436,0.362512064355238,0.268541164271634,0.472237393675836,"DNAJC6"
"DNAJC7",0.182148459274224,0.260052380548898,0.700429886047414,4.86900006552934,0.118985161323071,0.0419677147614738,2.1145135676156e-10,4.14376067194895e-08,0.839047082266397,0.120828369810823,0.00777566350233828,0.0565772985918487,"DNAJC7"
"DNAJC8",0.197048708731188,0.303500591451985,0.6492531292558,5.1097645901851,0.352964990013825,0.0635484518055512,0.0127786716585929,1.9366197861647e-11,0.570707886502665,0.365952359513175,0.0311516348544076,0.0539732018752927,"DNAJC8"
"DNAJC9",0.174701740552868,0.282177321185588,0.619120416264662,2.84201617516642,0.327830980033365,0,3.05414616606667e-06,0,0.672165965820469,0.342814105383504,0.0282384040646414,0.0541339476594841,"DNAJC9"
"DNAJC9.AS1",0.5450174981248,0.90222100321603,0.604084250069603,-1.16512600331559,0.369380776132756,0,1.70130619732732e-08,2.08112252386213e-10,0.630619206646069,0.396036615351556,0.330821375362336,0.50450890102807,"DNAJC9.AS1"
"DNAL1",0.315727295444563,0.409846792123044,0.770354438567316,0.656950149327186,0,0,0,0,1,0.0602898189174441,0.0101815773757638,0.158695648639886,"DNAL1"
"DNAL4",0.238295287507485,0.376006532419689,0.633753052038749,2.50827292950618,0.355594860119204,0.0486885421912767,0,2.9682830659849e-10,0.595716597392691,0.360634816585579,0.04812083552989,0.0853128578264222,"DNAL4"
"DNASE1",0.246567858347461,0.41148724291701,0.599211427794348,2.74926447715086,0.23954176700601,0.0712207753935347,0,0,0.689237457600456,0.260257878998358,0.0408887623077898,0.116219881108335,"DNASE1"
"DNASE1L1",0.137502960447176,0.213611286851282,0.643706437398631,4.3050113843355,0.323762528843976,0,0,0.0102353452295647,0.66600212592646,0.344714231815272,0.0157215738210959,0.0298859827288781,"DNASE1L1"
"DNASE1L2",0.514043777306064,0.633117137735628,0.811925229420522,-0.394990213525595,0,0,0,0,1,0,0,0.433588657254772,"DNASE1L2"
"DNASE1L3",0.591420204425374,1.11617389177924,0.529863857935811,-0.520242508185452,0.560365973940128,4.59201084390541e-11,3.42895849153171e-11,3.23786267260326e-13,0.439634025979338,0.566786103551381,0.729065363018609,0.557249453894536,"DNASE1L3"
"DNASE2",0.192029531765211,0.388279693471456,0.494564961789144,4.5013688513903,0.273410115461726,0.319654924430012,0.0135714054710675,5.05132720530231e-12,0.393363554632143,0.400519389418037,0.0403871633670203,0.0604498109070683,"DNASE2"
"DND1",0.138479138119818,0.223322699886138,0.620085366111115,3.3295944645982,0.181081984832776,6.14317911527462e-09,0,0,0.818918009024045,0.19621113466095,0.0096950025202979,0.0397160695732951,"DND1"
"DNHD1",0.244964312289898,0.403630014360792,0.60690311318358,3.52989089180096,0.435471662600106,0,4.45718406152903e-08,0,0.564528292828054,0.428080234378626,0.0700068740137995,0.093529931453094,"DNHD1"
"DNLZ",0.480792577511958,0.828087418305028,0.580606065113353,2.90141544996699,0.401535314160707,4.86947896442163e-07,0,0,0.598464198891396,0.394236464422874,0.269064633698384,0.413430919046262,"DNLZ"
"DNM1",0.423597818528531,0.794555985530098,0.533125199788058,0.103713902053761,0.389433365864909,0.120377331700091,6.68652023937684e-08,1.54325110074646e-10,0.490189235415472,0.432825702619923,0.236029219291363,0.309292414480991,"DNM1"
"DNM1L",0.201400592926925,0.298432101166973,0.674862362793343,3.73951719159791,0.283576562028382,0.0144678512432384,9.16806901969251e-13,0,0.701955586727463,0.281113615211827,0.0245081309970873,0.0626741670876914,"DNM1L"
"DNM2",0.167884236861032,0.199789883996117,0.840303990888219,7.39058459278429,0,0.0126708144969967,8.29217156831286e-10,6.57601952943351e-09,0.987329178097767,0,0,0.0434671311909678,"DNM2"
"DNM3",0.540905863759626,0.735675387449227,0.735250727409929,-0.217325862256303,0.202645161315918,0,0.0463588216805504,4.71782087709217e-11,0.750996016956353,0.16304205141288,0.0875259182498782,0.449304411664406,"DNM3"
"DNMBP",0.282741140556468,0.516831747766683,0.547066123120802,2.14017763482199,0.484844421654826,5.52105091793454e-12,0,6.87934978505905e-11,0.515155578270859,0.513737089171338,0.139853028694206,0.132373819711445,"DNMBP"
"DNMBP.AS1",0.957726703782418,1.28448278148617,0.745612722557721,-2.40906810435899,0.100435332275954,0.0796144581826127,8.14949358812534e-13,0,0.819950209540619,0.126741566888441,0.191964687855021,1.32265038727649,"DNMBP.AS1"
"DNMT1",0.292791292550133,0.518565057412649,0.56461824483701,4.89428525943401,0.269335816838148,0.0707355081041536,0,2.09977444770848e-11,0.659928675036701,0.29533962913687,0.0730825143641601,0.174369934119451,"DNMT1"
"DNMT3A",0.15530996567345,0.278207229177662,0.558252803611617,4.34051900874949,0.493153984619927,0.0105532376538731,0.00149286138617743,1.94085656361176e-09,0.494799914399166,0.487772775102841,0.0369226658276994,0.0387737807808976,"DNMT3A"
"DNMT3B",0.808634700063963,1.0909523768516,0.741219064389973,-1.37200205696762,0,0,0,0,1,0,0,1.45461171062362,"DNMT3B"
"DNPEP",0.248810180080495,0.437428547111372,0.568801880269479,4.18869859175909,0.315876617086134,0.0603328479102549,0,3.88040269438708e-10,0.623790534615571,0.335658749959263,0.060327771747037,0.11940170574866,"DNPEP"
"DNPH1",0.564530992790037,0.918023374226115,0.614941850762712,2.97266538609984,0.207548447462726,0.102284723958427,0.00266720066768587,0,0.687499627911161,0.224696435582659,0.168829463562984,0.582537433402662,"DNPH1"
"DNTTIP1",0.243608262714564,0.392641507196124,0.620434310305561,4.65009956949961,0.377784960364422,0.0609089778887792,1.20480540140211e-18,0,0.561306061746799,0.393196880932348,0.0565518304024594,0.0872739046042978,"DNTTIP1"
"DNTTIP2",0.201260877166962,0.332128463285261,0.605972987609018,4.11376340162275,0.270479932075055,0,1.08921587494659e-08,0.0117561109011773,0.717763946131609,0.320542034085688,0.0353144379119736,0.0748565666887313,"DNTTIP2"
"DOC2A",0.419130747986664,0.594180662970769,0.705392777158222,2.09303966872272,0.0966880087944798,0.111623782497277,7.52963441287106e-09,0,0.791688201178609,0.107887034212868,0.0337083456172704,0.278732772661705,"DOC2A"
"DOC2GP",0.751927380783719,1.29783415663248,0.579370928820954,-1.07617011562498,0.48875943511796,1.87704367247953e-10,3.72145370105345e-10,0,0.51124056432219,0.483055778972523,0.822423991705751,0.880120574586522,"DOC2GP"
"DOCK10",0.394568897011649,0.725835048775832,0.543606839704303,4.67972220932242,0.319107013362537,0.118577401317031,0.0015106782505487,0,0.560804907069883,0.371368339605748,0.170633444078055,0.288838799191801,"DOCK10"
"DOCK11",0.308623032883586,0.55518563064459,0.555891607866838,5.26999445051528,0.32954589868872,0.129869747343527,1.73403252576623e-13,0,0.54058435396758,0.374627412002822,0.0999370173524899,0.16682674352184,"DOCK11"
"DOCK2",0.196689376565222,0.289010681473256,0.680560924470269,6.72380053223749,0.202624488659988,0.0167523494407275,0,0.0240795097853027,0.756543652113982,0.207745617460034,0.0164372747333313,0.0626848503651368,"DOCK2"
"DOCK3",0.695629994154556,1.00835388265585,0.689866926799919,-0.177786010966975,0.0350690691221739,0.0252971108998124,2.84527244917478e-07,0,0.939633535450769,0.0547484656293076,0.0531782539342071,0.918141276630683,"DOCK3"
"DOCK4",0.583997216021008,0.983243690227547,0.593949619840283,1.47370957730298,0.455778375465905,2.06219927921514e-11,0.00702928630162361,0,0.537192338211849,0.463199192975478,0.460827359136158,0.534052092565637,"DOCK4"
"DOCK5",0.420063479343822,0.781220302270351,0.537701693265075,5.14695623199364,0.400952052729666,0.116265155211492,0.0192523340532735,0,0.463530458005568,0.432930461800212,0.22962823554687,0.300776196130286,"DOCK5"
"DOCK6",0.419557488317097,0.785021951851106,0.534453192458844,-0.545919634056109,0.505219821317226,0.00770607037849856,0,0.068287644232221,0.418786464072054,0.547582730584088,0.314112527624847,0.259522304302365,"DOCK6"
"DOCK7",0.567469162168123,0.952258719753876,0.595919103071898,0.0758349019308044,0.0749570867221491,0.0528984148544544,0,5.95842200995954e-11,0.872144498363812,0.088703956013023,0.0761553911094031,0.782378935118645,"DOCK7"
"DOCK8",0.426667004005151,0.773595071152738,0.551537903892501,6.56391024719692,0.324250361428327,0.137265979149817,1.32309445304168e-10,0,0.538483659289546,0.369596457408069,0.190577879316713,0.325059853396448,"DOCK8"
"DOCK9",0.495632330021429,0.909531880265048,0.544931234160803,2.99389194164421,0.277367440575473,0.0778698165591906,0,4.37277859106363e-09,0.644762738492558,0.296540496237966,0.225864029284139,0.535799325804095,"DOCK9"
"DOCK9.AS2",0.357989216059542,0.566652775260502,0.631761162547853,0.140685679299464,0.359778564338624,0.0830575230565081,1.96130370224641e-10,0.0396810968706517,0.517482815538086,0.408750158827083,0.116401297185041,0.168372407904291,"DOCK9.AS2"
"DOHH",0.253719161921227,0.392976244463041,0.645634858330701,2.54225998542272,0,0.206808537632555,1.05050202308758e-10,1.00699762833731e-07,0.793191361562632,0,0,0.136282979101772,"DOHH"
"DOK1",0.268845199875449,0.467647698512615,0.574888320268717,5.0956725036338,0.248782745628404,0.0667342784482198,0,3.2796971074584e-09,0.684482972643679,0.257411920540459,0.0524912418715878,0.151427992953971,"DOK1"
"DOK2",0.263717454057251,0.514580844584943,0.512489838734599,6.7700706902329,0.363175696901501,0.0515450659612457,9.81102800008382e-09,7.5554566599365e-10,0.585279226570679,0.37721453055101,0.0937023895360479,0.154703708180214,"DOK2"
"DOK3",0.326293905880356,0.482446676062141,0.676331545164026,7.69758079809945,0.255122341145092,0.0338106498812896,0,0,0.711067008973619,0.26054706175207,0.0579782958779982,0.164546938097462,"DOK3"
"DOK4",0.258431227248213,0.507380130091184,0.509344398649921,1.89056320272677,0.494578913054401,0.0982908015578942,0.00198923119629308,0,0.405141054191412,0.540536957559546,0.125281530175243,0.106490836955532,"DOK4"
"DOK6",0.595899846342521,0.806623819738165,0.738758057672974,-0.558019151377263,0.0640283088763263,0.0485800260482439,0,0,0.88739166507543,0.0420003088380658,0.0259199762549498,0.591217777538375,"DOK6"
"DOK7",0.435038097987545,0.956646395061165,0.454753292578634,-0.198637307083522,0.613734487566836,0,0,0,0.386265512433164,0.626434444627858,0.58900776735251,0.351246671725179,"DOK7"
"DOLK",0.244290204011847,0.339276699076492,0.720032364959935,1.76487177819614,0.16843632629378,3.32124201110386e-10,1.99103352030206e-08,0,0.83156365346376,0.212944088765311,0.0248761413659085,0.09194391929013,"DOLK"
"DOLPP1",0.168862390165692,0.29155030024033,0.579187845207143,2.61228475137515,0.358253610170665,0.054247788697409,3.84290132783032e-12,0,0.587498601128083,0.360941866890621,0.0286802442479981,0.0507792113564949,"DOLPP1"
"DONSON",0.357987615893741,0.503685856162537,0.710735891258023,0.751904764837304,0,0,0,0,1,0,0,0.266070377774631,"DONSON"
"DOPEY1",0.436016631554779,0.798520087147367,0.546030887103172,2.07849893771103,0.359733361823563,0.1470525019301,1.42738877883205e-10,0,0.493214136103598,0.411896969689593,0.223159820930958,0.318625716115193,"DOPEY1"
"DOPEY2",0.258987857890205,0.464196664279714,0.557927012017788,3.58588388644964,0.373197843787853,0.0648921905674023,0,3.53855790303292e-08,0.561909930259165,0.386913789690611,0.0777620471227593,0.12321824666553,"DOPEY2"
"DOT1L",0.133056461308858,0.222224563576774,0.598747767426212,4.35259292664495,0.293112427584077,0.108712901657422,0,0,0.598174670758501,0.312139042314838,0.0136538621837737,0.0300890226617617,"DOT1L"
"DPAGT1",0.198310918219867,0.297806949964738,0.66590426530794,2.95347517273934,0.36849472924635,0,3.92437901224909e-13,0.0136764833866407,0.617828787366616,0.380826512243232,0.0330485067406671,0.053732496362287,"DPAGT1"
