"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"C19orf55",-0.117383963517324,3.51862962286094,-2.45277479894003,0.0167121706610831,0.0388559746012897,-3.65355590734392
"ZFHX3",-0.163160006121119,5.17182353440956,-2.45256298608696,0.01672120270165,0.0388714597272826,-3.87129720688003
"IL4I1",-0.334970592401299,1.69082425931135,-2.45189221097714,0.0167498345306114,0.0389307041112284,-3.30717976464493
"YJEFN3",-0.169777267920157,2.9950915087244,-2.45183803120532,0.0167521490960374,0.0389307041112284,-3.54479351882735
"TRNS1",0.232320830069675,2.69756589014259,2.45179906519328,0.0167538139054545,0.0389307041112284,-3.50091252785371
"TPPP3",-0.324572939702796,2.8736029476127,-2.4506300054942,0.0168038306508052,0.039041392193939,-3.5333212350126
"PDK2",-0.131950345410543,4.38012734894414,-2.45023609899616,0.0168207135869671,0.0390750779556064,-3.79642759478144
"ZNF197",-0.125382594023199,4.17433835933627,-2.44956631105412,0.0168494558069411,0.039136299776071,-3.76593582656009
"LOC102724907",0.191446936058228,2.40471362405913,2.44939118124368,0.0168569783115672,0.0391482241105676,-3.43610031733955
"LAPTM4A",0.109586051301135,5.98636158574215,2.44927828080377,0.0168618294200784,0.0391508674219856,-3.90430929243075
"ARID1A",0.0812833276913922,8.46450263253601,2.4492535038248,0.0168628942053692,0.0391508674219856,-3.75188294261558
"SRSF6",-0.0659126047985579,7.56617730416607,-2.44902575447383,0.0168726845094675,0.0391621028343876,-3.82546642850165
"UBE2E3",0.0999897582226179,4.98475152644198,2.44902129392646,0.0168728763067438,0.0391621028343876,-3.86381765738031
"SCP2",-0.104747654700701,5.49581372927599,-2.44897418412039,0.0168749020816673,0.0391621028343876,-3.89712892328544
"SH3PXD2B",0.403346280102444,1.17318823107839,2.44874297809181,0.0168848473649538,0.0391796352066016,-3.25643726202872
"LCN2",0.263340435485468,2.58429184900638,2.44831667660574,0.0169031984247698,0.0392166646352707,-3.47489360728973
"MRPS9",-0.138651285881897,3.24438330437211,-2.44756971363937,0.0169353961765927,0.0392858043790769,-3.59455883030773
"C18orf25",0.148398661180869,6.30793570277319,2.44647858168088,0.0169825281457447,0.0393845048713916,-3.90438921722397
"TMA16",-0.15570521084983,3.16941641390963,-2.44647344333942,0.0169827503768457,0.0393845048713916,-3.57513422157085
"GLB1",0.106351593064672,5.60053402190491,2.44631613685136,0.0169895550781327,0.0393947111170793,-3.90836863435364
"TOE1",-0.118447586098468,3.62624663609524,-2.44587142012907,0.0170088056842541,0.0394337694665781,-3.6895933049528
"TNFSF13",0.15685971550278,4.13841297640789,2.44571250260682,0.0170156895436532,0.0394441493537386,-3.77826916618497
"DCPS",-0.182955279458213,3.51033599943426,-2.44545497644238,0.017026850155832,0.0394629744605434,-3.66750691588612
"TBC1D5",-0.0681936126319656,6.69492127975658,-2.44541400813766,0.0170286262361928,0.0394629744605434,-3.89243364193966
"ISCA2",-0.126314485120772,3.47206181120527,-2.44534137704198,0.0170317753874831,0.0394646920437524,-3.65448174331847
"ATP2B1",0.111553820993086,7.54900952116213,2.444809949233,0.0170548330159742,0.0395125329797571,-3.83580331217224
"LOC102723337",0.396447144777051,3.06508513126239,2.44421159645717,0.0170808278819402,0.0395671644038329,-3.58420553713343
"ANO5",-0.366533082487373,1.09785294747562,-2.44363151823355,0.0171060627322653,0.0396200200846659,-3.22408616696002
"NKG7",0.288500618828161,6.92985912919175,2.44340376270856,0.0171159797998778,0.0396340318990842,-3.8852026863576
"PDSS2",-0.150739843902862,3.28232860954665,-2.44338150952052,0.0171169490378741,0.0396340318990842,-3.6189560923164
"LOC102723507",-0.311790886055656,0.278012803180497,-2.44298074648612,0.0171344127030217,0.0396688642166723,-3.14391990367265
"PARP3",-0.182739214265465,2.7158491399146,-2.4427048776548,0.0171464432533104,0.0396895194673762,-3.50192979882913
"POLR2H",-0.118314946248844,3.78594253594629,-2.44266511567718,0.0171481778844646,0.0396895194673762,-3.71414077806396
"SNTG2",-0.702785431427772,-1.10206588177758,-2.44258249749605,0.0171517826365442,0.0396922572197577,-3.09917272427514
"LOC101929216",-0.709202536714501,-1.46832764582145,-2.44225292734146,0.0171661690246189,0.0397199412882225,-3.12399934960614
"TCEANC",0.132753573896284,3.79986770198947,2.44176469819367,0.0171875010720961,0.0397636864865307,-3.7234866840166
"PAGE2B",0.407341758515473,-0.175324001747541,2.44151506283291,0.0171984174919427,0.0397795174227627,-3.1213273576418
"ALG8",-0.131746095287537,3.65569477621713,-2.44149721352326,0.0171991982706508,0.0397795174227627,-3.69780114179178
"RUFY3",-0.115858091964387,4.72773156210188,-2.44085034819297,0.0172275154166283,0.0398393890451703,-3.85446498403089
"CCDC9",0.168180302092273,4.94505809310979,2.4404919821422,0.017243221212897,0.0398700835860847,-3.88772675993175
"RTF1",0.0850137120881094,5.96095372781452,2.43841970600792,0.0173342929654205,0.0400750073931834,-3.92883031630921
"FAM95C",-0.459447830870905,0.606182035096044,-2.43819109332563,0.0173443663177337,0.0400926402794552,-3.1791476131489
"RER1",0.0631158235630678,6.58950816213483,2.43774889860583,0.0173638656145977,0.0401320538087212,-3.91305020057299
"RP11.563J2.2",0.251420104530852,3.57509152022042,2.43759350614702,0.0173707225612483,0.0401422408426816,-3.68653931099178
"ALDH2",0.188907723784125,5.76833641083453,2.43704947163776,0.017394748095832,0.040189252109885,-3.93147760175703
"OLFML2B",0.473307552916804,-0.218702403277915,2.43702181786864,0.0173959701304243,0.040189252109885,-3.12172131414186
"CA11",-0.238262205284041,1.64998145039701,-2.436872335602,0.0174025771621823,0.0401988494871044,-3.32184120357816
"ECSIT",0.139936310955594,4.77635839068573,2.43664600599223,0.0174125850824294,0.0402107667098083,-3.87417591978958
"HTR7",-0.404245576264734,-0.270995055666292,-2.43664468933193,0.0174126433180493,0.0402107667098083,-3.11427044297784
"CCDC130",-0.0897215017118413,5.24854274915556,-2.43611241418203,0.0174362000404214,0.0402594931618015,-3.91679278996683
"SNRPD3",-0.076598295425863,5.85799552401068,-2.43599886791484,0.0174412289129766,0.0402654318431854,-3.93427382069659
"NME3",-0.13923688462364,4.17323750460319,-2.43583470244999,0.0174485019664999,0.0402765491167558,-3.797930211608
"LOC101928419",0.360033371450609,0.827151146464267,2.43577831908915,0.0174510005559717,0.0402766438687256,-3.21310490459634
"TOP2A",0.341906707333749,3.10789112270779,2.43544879174866,0.0174656097434756,0.0403046857344159,-3.59753720367458
"SEMA4C",-0.126614037977921,5.37363826142451,-2.43526958920916,0.0174735590652468,0.0403117708014213,-3.92441052540774
"LOC101927960",0.61066902461234,-1.85603622316528,2.43526868121507,0.0174735993515954,0.0403117708014213,-3.12809249789849
"CD59",0.180511210346068,5.97753675175755,2.43512215862121,0.0174801014315891,0.0403210953360048,-3.93611245967088
"RPP38",-0.160091871709714,3.0057734697407,-2.43486975030356,0.0174913073749012,0.0403412660522453,-3.57754126019782
"RP11.1072A3.2",-0.277064218884268,0.917333851882786,-2.43388080530143,0.017535274698688,0.0404369800248765,-3.23258856498504
"METTL21A",-0.140612635688559,3.34784941425653,-2.43355866343654,0.0175496181065197,0.0404643628514001,-3.64905059609605
"LOC102723373",0.275841273794271,2.76820469712636,2.43341456445871,0.0175560375332409,0.0404734701269216,-3.54152429816231
"CLP1",0.126160532862396,3.68082157663316,2.4333036935499,0.0175609781232739,0.040479166028458,-3.72763923569798
"SULT1A1",0.167102359416014,4.96412243188252,2.43312885516858,0.0175687717396076,0.0404914358093699,-3.90245359337354
"HOXB2",-0.297972846717341,2.9106754846837,-2.43277748265676,0.0175844439325231,0.0405218576504669,-3.55943790331967
"GANAB",-0.076702470163112,7.80899599528554,-2.43263860125002,0.0175906418822314,0.0405304414182328,-3.8417394203633
"LOC102723922",-0.429844102826416,0.0197954752275435,-2.43227529700069,0.0176068645494277,0.0405568568519592,-3.12909150092713
"PET112",-0.156426434076436,2.78351383257723,-2.43227101713266,0.0176070557387083,0.0405568568519592,-3.54282377432637
"FLJ31945",0.194846454003345,1.87116022704919,2.43163815951857,0.0176353470829352,0.0406109508806162,-3.38523092681307
"DDX11",-0.245439008300183,4.4603152010864,-2.43160413369653,0.0176368693301494,0.0406109508806162,-3.84548347463999
"LOC101929638",0.399026824258907,-0.0834522114634176,2.43157945361435,0.0176379735412915,0.0406109508806162,-3.13759796505036
"TIGIT",-0.154025892920411,4.32712893231127,-2.43089187611943,0.0176687613354951,0.0406761243893002,-3.82247415183847
"PPM1H",0.193584194494339,2.90960481650492,2.43068887027518,0.0176778605666322,0.0406913562958618,-3.58230095970408
"PRKACA",0.115667641361464,6.60364772547156,2.43049787298027,0.0176864253757353,0.0407053539506987,-3.92861045530898
"OLFM1",-0.44093614633365,0.862879809145417,-2.43013889717878,0.0177025328285286,0.0407367046513276,-3.21137421602533
"KCTD6",-0.169354363662407,2.79008333473553,-2.42978236787816,0.0177185435066821,0.0407678238847414,-3.55412436800388
"C9orf47",-0.275125644217764,1.92608629405652,-2.42962866915111,0.0177254496617129,0.0407779891220961,-3.39129515148165
"LINC00921",0.117452679189396,5.15199463869469,2.42917538488389,0.0177458311525428,0.0408191476153016,-3.92511890735626
"NLRP3",0.181762542793661,5.42596220987548,2.42898921763865,0.0177542080609891,0.0408326853650786,-3.9409680255529
