"","ThreeHrMain","SixHrMain","NineHrMain","TwelveHrMain","FifteenHrMain","EighteenHrMain","TwentyoneHrMain","AveExpr","F","P.Value","adj.P.Val"
"GPX1",-0.0169014711657347,0.15494961020906,0.287087101958482,0.20330819032034,0.137759851846935,0.0448905279488763,0.078413665152639,8.13586041329996,4.57752917146476,0.000303396640767791,0.00118870847371344
"FAM111A",-0.0292759877790179,0.118765109938249,0.160440955126156,0.173323054971888,0.152590400254053,0.103403868728413,0.0418962480953451,6.4958800699017,4.57597281005597,0.000304366101313275,0.00119222180555049
"PHF23",0.0252791026829025,-0.0196462831670221,0.139566692041953,0.0984885368926927,0.0780723588509171,0.0348681085593658,0.051553836525486,5.67818691571598,4.57460428173996,0.000305221164143089,0.00119528546216035
"NAPA",0.0265127231443301,0.252843949526884,0.31939717113061,0.238595054372289,0.151418807759728,0.0897933327634122,0.0180194882901268,7.05264446277793,4.5738094433147,0.000305718904390553,0.00119694866795432
"RN7SK",-0.131222198143226,0.0222245242321888,0.0545305655306247,0.142238086583426,-0.00722343639564293,-0.032159104117456,-0.014429348715276,12.3926393816529,4.57302168829669,0.000306213023717804,0.00119859690606904
"DHRS12",0.0167012552293526,0.183394739319275,0.308216457541312,0.323516542668965,0.145999835039967,0.111410654919115,0.0152902771048966,4.5769792861371,4.57168969716923,0.000307050364319708,0.00120158749303622
"STX18.AS1",0.18188366046231,0.119466424399755,-0.40064115755613,-0.0967815910255907,0.0573566523528386,-0.0453165414535306,-0.233548390615553,1.18243779352484,4.57150500125988,0.000307166654998098,0.0012017556239589
"DOCK8",0.00595926188430962,0.162511869030783,0.160723769284844,0.189722193194192,0.117785845683997,0.0684944891250732,0.0403827989135772,9.58349211133164,4.57133560621149,0.000307273351140449,0.00120188614602406
"ASPHD2",-0.0638783811356767,-0.131225705905296,0.232330052819301,0.124354222578826,-0.0690683559893124,0.0107346047163366,-0.036103778230993,3.39369155730842,4.57022644002754,0.000307972909309525,0.00120433500612594
"UBA5",0.0600368338990398,-0.0777678642209065,-0.181852343106436,-0.154298095896359,-0.0700023250181592,-0.00441971949565723,-0.0241930428974562,4.09381155522346,4.56954727170855,0.000308402064722154,0.00120572553404852
"DRAM1",-0.0710874530011418,0.00679583264303707,0.239121107132848,0.269062381765682,0.091612206307321,-0.00952078698997649,0.109440714916362,4.1468917109765,4.56728094508623,0.000309838527099783,0.00121105261641744
"TMEM177",0.0986043398414478,-0.198607111397836,-0.348989957524464,-0.22290390496954,-0.136016216919602,-0.0913890791024683,-0.0258863895552686,2.08440115945867,4.56687616239775,0.000310095805460455,0.00121148440002998
"LDLR",-0.0371006994345358,-0.23948454033241,-0.467399642372493,-0.400851152063625,-0.253489778305741,-0.199920984301195,-0.155016441823242,4.82292742638773,4.56687454047044,0.000310096836788441,0.00121148440002998
"ZNF506",0.0198967801503422,-0.0605658929108981,-0.143223207011554,-0.148099807292857,-0.0558602310105965,-0.0227288380272581,0.0203703974445051,5.26581103044216,4.56573839452765,0.000310820131100155,0.00121384114257448
"NUDT12",-0.182518820490557,-0.48779017300003,-0.758054610336402,-0.633992826695419,-0.579552199755518,-0.645122065261745,-0.176821432775328,0.637555173141428,4.5656943462964,0.000310848207662767,0.00121384114257448
"LOC101928692",-0.126279344226316,-0.27141603350988,-0.977294382388667,-0.393227733410608,-0.766516547086045,-0.635267655382439,-0.255237846144564,-0.519860621788795,4.56510536871084,0.000311223872915777,0.00121501859295299
"ABCB4",-0.0970700788470831,-0.379418595433003,-0.464794738512014,-0.341308338805642,-0.124991079296825,-0.197423516808617,0.0275016573663047,1.95276194021452,4.56389257807691,0.000311998877775344,0.00121775413380808
"CYB5R1",0.00261823861616728,0.0343159485243674,0.194994629353127,0.06248091466784,0.0141889588936417,-0.010695371932778,0.00312025497166024,4.83729863499002,4.56254203296435,0.000312864222205287,0.00122084088993392
"NRL",-0.0556254808602776,-0.195489019166276,-0.473842912206693,-0.205233136142363,-0.25473563862506,-0.201551011621832,-0.353107075006202,1.58089924783593,4.56154470784375,0.000313504812436604,0.00122304936230029
"INF2",-0.057579404975642,-0.171173571206583,-0.192833054841397,-0.245615106975442,-0.163423656876854,-0.137598722474298,-0.0945549968006092,6.21072878037201,4.56045444548667,0.000314206623820776,0.00122549556349326
"C11orf95",-0.0642540479955536,-0.277375737558545,-0.212387971100515,-0.16511385475761,-0.160218753766364,-0.119486482908971,-0.186284057093079,3.30987826074381,4.55990090151578,0.000314563556428286,0.00122659579498053
"NDC80",-0.0260342655344987,0.27066761315439,0.40627403410017,0.258629900608604,0.209757430920094,0.228218756069703,0.121183903131001,2.40377239227721,4.5590362927043,0.00031512189334863,0.00122848066367524
"ZFP62",-0.0844147502290276,-0.100158420127369,-0.213696191810089,-0.15063967958671,-0.128134658308133,-0.0521474862258091,-0.0757875208393295,4.94192151133836,4.55872850379187,0.000315320896898473,0.00122896413300097
"RANGRF",0.0161175850998392,-0.234595831358059,-0.12266575631009,-0.0945912582050716,-0.0345182544959444,-0.0919829179371507,-0.103656372001274,3.29139960733637,4.55726708003123,0.000316267539031366,0.00123236060322992
"TSPAN14",0.00197955085133827,0.0841806774347558,0.0181993341150362,0.0606943076048645,-0.032462337602543,-0.0452271619209235,-0.0422753057845573,8.00086150225174,4.55672074819954,0.000316622169288552,0.00123344918765631
"FARSB",0.0255959673048465,0.010223465783028,-0.114179045362341,-0.142781820927819,-0.0633464578475578,-0.0838182682324597,-0.058805396976938,4.23431713863268,4.55624626066481,0.000316930492806122,0.00123435690270901
"ZNF837",0.133539068755088,-0.249698710361823,-0.181044002167958,-0.389215224843176,-0.249448988142034,-0.0237318826722319,-0.0617132207376643,1.16117463843435,4.55586284867903,0.00031717985825138,0.00123465440908487
"C11orf54",-0.00759171615555498,0.0871457422760478,0.152973899437566,0.125105069600035,0.0892643317702486,0.141808868656755,0.0539232838764088,4.68548826073161,4.55578858987046,0.000317228178142254,0.00123465440908487
"CD74",0.00454528241695851,-0.160500231440937,-0.215975207953769,-0.217660094704494,-0.120548056768406,-0.107296692312739,-0.0708745558201054,10.3880159105398,4.55573968915381,0.000317260001719816,0.00123465440908487
"MDN1",0.0121987855249208,-0.0229063208027389,-0.167589323513424,-0.16623349883309,-0.0929830300451706,-0.0215632966045298,-0.0123580186350871,6.91501007013727,4.55566560989178,0.000317308217161844,0.00123465440908487
"LOC101928615",0.173259611073359,0.420939768055362,0.396022482293586,0.427012433728835,0.306066423100897,0.247494795841798,0.0700202630576274,2.89221500022158,4.55515270808509,0.000317642250447673,0.00123566077440943
"HMGN1",-0.0383948223783892,-0.153414820089742,-0.114659951277441,-0.13012531953458,-0.0549590642708835,-0.00870878498075056,-0.0214027909751833,5.82016029639937,4.55424958027021,0.000318231292720721,0.00123765843768389
"CS",-0.0158823667260433,-0.0753842403805223,-0.108771479580119,-0.128169099569616,-0.101242153862101,-0.111192676482653,-0.0839930385148011,6.59420727273774,4.55299844940591,0.000319049147672723,0.00124054483539935
"MIR4648",-0.241230929040715,-0.296776290190847,-0.256420718152491,-0.150138212688524,-0.509097581983796,-0.393445841445359,-0.256953643288994,1.33886597651526,4.55273013588859,0.000319224820490631,0.00124093348743381
"GRWD1",-0.0707194857907671,-0.176760156135075,-0.212180480925287,-0.112798193586485,-0.142587566959006,-0.110725420119655,-0.0483871158607827,4.51312897241649,4.55026868153067,0.00032084100672073,0.00124646416897561
"SLC16A10",-0.06072364255055,-0.204623806033583,-0.383520093307382,-0.306489999672523,-0.184655801912697,-0.128972390622428,0.059411407242359,2.34820362322226,4.55022313723132,0.000320870989325753,0.00124646416897561
"ATP11B",0.0179822037245461,0.0807627142916356,0.140147650554167,0.136547607864594,0.105435506279813,0.0705588075228505,0.0840983300631928,7.84841895252967,4.55021593736183,0.000320875729386058,0.00124646416897561
"RPS18",0.075491099850816,-0.0836828346966181,-0.10787949626333,-0.141512645605075,-0.00954462916601129,0.0560187768483043,0.0333940011562825,7.61392166425635,4.5499814818534,0.000321030122957032,0.00124676840880161
"KMT2C",0.0383720715831686,0.140527166698555,0.164274205811291,0.175934175908391,0.118912468436687,0.11752979587959,0.0940510379634185,8.90078164835076,4.54908073498138,0.000321623985728415,0.00124877884437408
"LOC101929046",0.0694893072786673,0.355957418103499,0.452135584369663,0.368411479402013,0.208595765139513,0.280959791830123,-0.0514797199612056,1.90592237305707,4.54872621148297,0.000321858029584028,0.00124939157907452
"RPL41",0.153035792922066,0.0112918520347423,0.021551005987003,-0.17262960695326,0.0217156145692345,0.0852928578292325,0.0383291253327958,6.73633962103064,4.54837310179742,0.000322091312308028,0.00125000106971732
"KIF5C",-0.147675156026394,-0.288042780055816,-0.340951919418724,-0.350410150868531,-0.174363023665138,-0.0997115955441388,-0.0365462484717824,2.77976871698674,4.54739189185488,0.000322740454347577,0.00125222379410569
"MAPK7",-0.0257584531073562,0.0942387991021447,0.153165778485442,0.097318247280394,0.0764691792515562,0.0845611319510233,0.00588276651451602,4.7349064597178,4.54635923618447,0.000323425068930565,0.0012545830662019
"LRWD1",-0.033899052571936,0.121305553378911,0.244885582130079,0.208855369423532,0.163734593727112,0.0931846922833759,0.053774339377588,5.24975685494674,4.54520130880913,0.000324194491450716,0.00125713241959054
"GRB14",-0.221791005472379,0.217835745214295,0.34885051870089,0.438518036843751,0.123210969728521,0.252861984216711,-0.138333228962007,0.190203516196301,4.54513938542986,0.000324235690866387,0.00125713241959054
"PDE3B",0.0614391842330333,0.0440544873069104,0.213243901058165,0.024451737217472,0.0374498075386702,0.0821230558565995,0.0502418258043575,7.18591978263042,4.54498452078814,0.000324338750109848,0.00125723457321435
"CALCOCO1",0.029536719000173,0.0972414931610794,0.14828906244301,0.150989288717149,0.0943623056447245,0.08064409178556,0.0314360190700147,7.23726277793274,4.54445341685225,0.000324692442051182,0.00125830797653744
"MYEF2",0.0345091070121659,-0.106170180333683,-0.3251034076558,-0.291521529232348,-0.205399592829442,-0.0949593619500781,-0.0785476232737283,2.6986887476344,4.54377504502575,0.000325144778640906,0.00125976306788317
"GPRIN1",0.18765457603303,-0.121766529828411,0.522638712199068,0.42661587734877,0.384048392515872,0.43736569304891,0.294323211701821,0.5422674074822,4.54296069464937,0.000325688632107792,0.00126157196681981
"RPAIN",0.0243169795701821,-0.0842451751744782,-0.225006963399327,-0.193450362296478,-0.0896630517779351,-0.0668151090746156,-0.0797780450931516,4.17864816566189,4.54196743105984,0.000326353223286699,0.0012638475842263
"PAFAH1B2",-0.0133712698265689,-0.0235782885311204,0.106273349959392,0.0954182861644912,0.0672463631665043,0.0316338443935291,0.0539295348158988,6.76648536376416,4.54119059152677,0.000326873966708991,0.00126556518790306
"MCM3AP.AS1",-0.0936145351380204,-0.26805199223062,-0.773249879184442,-0.200354810867911,-0.612326777424484,-0.284206457116366,-0.390708343916907,0.344532081567101,4.54023879634637,0.000327513141545976,0.00126774040547874
"ASL",0.000897417978446668,0.111344472130276,0.116014650512698,0.105005365910938,0.0643815930443008,-0.0476347034956977,-0.0999589123573892,4.01011964625634,4.53904316291494,0.000328317867143307,0.00127055525964856
"SLC39A14",-0.073108053303746,-0.073950361205934,-0.1106817553323,-0.173340954674564,0.0538919925500823,0.0241303230637619,0.130218185531813,2.79600430056245,4.53853072502764,0.000328663380862381,0.0012715921031524
"SERINC1",0.0159623577847747,0.0660010327882867,0.188202824023153,0.180273679792585,0.145605053892084,0.0993596330804554,0.0667045792320353,8.10339052800613,4.53707073492466,0.00032964981568185,0.0012749093014441
"SEMA3C",0.208619752230989,0.29789875194737,0.378812815354054,0.293499291330255,0.247366820251462,0.104497478398019,0.0214725206439741,3.17963679950948,4.53703153101666,0.000329676345080242,0.0012749093014441
"ANKRD33B",0.0276257912460514,0.187787884581458,0.248998587906358,0.224904825027571,0.0814864776460649,0.118982995169736,-0.000383992927778021,4.98007519991437,4.53577002329272,0.000330531171293377,0.00127791350939541
"NUP43",0.0017150500287908,-0.10202056976125,-0.151042450392185,-0.0979340052884421,-0.0930239628703271,-0.0321012414040918,-0.0245015303552458,5.60177980576032,4.53529764520191,0.000330851845276012,0.0012788516255256
"TUFT1",0.101851577902857,0.0829064637952314,0.410155519338926,0.383051280321362,0.141480922951602,0.228842797343902,0.142620436340821,2.17474707310155,4.53127412451994,0.000333596072703182,0.00128915492467165
"AP1G2",-0.0295561931327333,-0.134882691998792,-0.159143222015844,-0.0991060478031307,-0.0651014288516838,-0.0414871146578202,-0.0373914656957863,7.1767641051125,4.53043184614228,0.000334173470019611,0.00129108180107294
"GAK",0.00271646373065337,0.0744637713227063,0.0956924815593361,0.116068061346898,0.0533158227172525,0.0222688896378824,-0.0103400012200408,7.49627401129856,4.53017603789148,0.000334349032446248,0.00129145564288512
"X9.Sep",-0.0235922795421519,-0.111140462191521,-0.130968038401909,-0.137451562011073,-0.0983974819823876,-0.104673823017867,-0.0691334011711868,9.14018457514277,4.52942472765858,0.000334865202844379,0.00129314462992849
"COL6A1",-0.0455081780143567,-0.349957705504391,-0.420166350070453,-0.48855594526214,-0.298927728766546,-0.333685910483082,-0.066157298844971,2.05889595650444,4.5288494304629,0.000335260995425746,0.00129436806926562
"CNIH2",-0.284944739144931,-0.0642023965103546,0.117396507416815,0.262403742242238,0.496829440409031,0.061909913228035,-0.178000545716431,0.199926856573748,4.52679644526734,0.000336677289671213,0.00129952993415486
"ZC3H6",0.0278116701866828,0.0647024601566328,-0.0504150172999469,-0.10813810083802,-0.0509524231881322,-0.0206980052767358,-0.0483357010466583,5.90576009912396,4.52649062808655,0.000336888784142435,0.00130004009496359
"SH2D1B",0.0158050676044046,0.486548895579912,0.413857200445308,0.519154010112272,0.48272023730265,0.375860527868445,0.0069246150868798,4.31362560143891,4.52584317191551,0.000337336992438448,0.00130146326955596
"ZC3HC1",-0.0613084494406546,-0.121959252243161,-0.278655873756952,-0.177336744440964,-0.121109605172839,-0.0323484672251491,-0.0259714389731258,2.8672643104012,4.52547623501363,0.000337591277567132,0.0013021377849018
"USP16",0.0736317998167864,0.00318090869676002,-0.0769895048639206,-0.0685761477016613,-0.0255165569129923,0.00809579258513837,0.0392382606627102,5.40730814813454,4.52506582697523,0.000337875918925766,0.00130259427513708
"AKR1C3",0.00882945077101049,0.509431123273538,0.389185145559267,0.334169035976804,0.323850067391658,0.332318626963454,-0.0592268248136127,2.5243399402505,4.52500912690523,0.000337915262842222,0.00130259427513708
"STK25",-0.0489282095531505,-0.115358712862093,-0.112337032404171,-0.152502963695877,-0.0240817714837576,-0.0770956983806594,-0.0620607292470554,5.8741191955067,4.52496185774332,0.000337948066256812,0.00130259427513708
"ADAMTS2",-1.32467636853207,0.230270418883497,0.721219810140953,1.07338583516904,0.137594838378232,-0.247797147612017,-0.315132917260536,-2.89006006879358,4.52301264303342,0.000339303588599164,0.00130738972277542
"FMO4",0.144638413895074,0.0526617643022097,-0.220268284974516,-0.0259137703021697,0.16753111582827,0.288204125617317,0.14800917808513,1.23117920553427,4.52294352929122,0.000339351753046961,0.00130738972277542
"PLD1",0.0759477117637759,0.212924818237216,0.271988696549675,0.207902025570099,0.161774705990838,0.0475552752634978,0.00100849421629956,3.68960721028762,4.52261488533284,0.000339580875820327,0.00130796497622076
"MRRF",0.0703417590724167,0.0706336749289784,-0.133335525041425,-0.138349075092515,-0.0536961437210288,-0.0514379262385101,0.0572522584613671,3.43124770632903,4.52222371160929,0.000339853797973114,0.00130870862194111
"CLASP1",0.0236982265627481,0.0950508359431561,0.111072802527288,0.0857715669386465,0.095247379048502,0.0604355815101507,0.0159288513479399,6.83523792568362,4.52188705098408,0.000340088864928577,0.00130930617977788
"LOC101927187",-0.0508472978145751,-0.184067006596486,-0.246202447011565,-0.24565233699948,-0.222550152521138,-0.158478386570679,-0.219953450776703,3.02089311791152,4.52159068882176,0.000340295931099137,0.00130955538768431
"MROH1",-0.0140631280204464,-0.104359632985243,-0.177655071163128,-0.190760959897698,-0.126745302126868,-0.137931838586808,-0.0579113396898774,6.27376767964686,4.52156568766319,0.000340313405097779,0.00130955538768431
"RSRC1",0.123373863052494,0.214677371481978,0.252000784633059,0.215284219849414,0.162936013116093,0.160704323085807,0.01009654856079,4.46808161597561,4.51948897753848,0.000341768065974538,0.00131473877810395
"HMGXB3",-0.0416313366708101,-0.0778274957996778,-0.176468708177294,-0.149474667534394,-0.0996593886314092,-0.0855825846788898,-0.0803683826321469,5.50649661297392,4.51941378888982,0.000341820851394285,0.00131473877810395
"PARP9",0.0355103340358904,0.357904196437607,0.489701611007888,0.441905042396128,0.29567899360518,0.202335996673787,0.108192238682938,7.32599468460891,4.51891118853455,0.000342173909851298,0.00131578794194109
"SLC9A7P1",0.0465637980852249,0.259369853377904,0.167375295139617,0.187242395397265,-0.0807557905127794,-0.24993559354559,0.000851725211546972,2.89289683675711,4.51845831794819,0.000342492352613578,0.0013167035343617
"ZNF229",-0.119538437662678,-0.314587647635108,-0.278423925112115,-0.559237022887489,-0.264998059169989,0.0107193534482007,-0.327341456533651,0.64839955026878,4.51767573324658,0.000343043349469999,0.0013185125362251
"CD2",0.0127492043266266,-0.0157832367854724,-0.14687406195857,-0.144550579713455,-0.0324548968589848,-0.00277709399841219,-0.0238644484521147,6.13298262321126,4.51684166694756,0.000343631585686672,0.00132046378846867
"EDEM3",-0.0244066580740308,0.00710199063125661,0.0964223266119792,0.0785353424638648,0.080136615439196,0.0966563367966544,0.111626922396682,6.78864778195404,4.51569718768333,0.0003444404148044,0.00132291817130077
"SRGAP2B",0.231339029300486,0.319283852140335,0.552400632383534,0.437022258613486,0.246942927575578,0.298553736278985,0.208586610928491,2.35819128259027,4.51565773890028,0.00034446832863789,0.00132291817130077
"MAPK11",-0.0992620493697973,-0.416806008029943,-0.305173985461879,-0.291563489418973,-0.117599963300528,-0.178966907714612,-0.104383243052604,1.85239614898742,4.51559537343153,0.000344512462939269,0.00132291817130077
"XRCC4",0.107156273546727,0.191182306418794,0.319301186252698,0.306573391427601,0.212855911697832,0.214886970129268,0.115636451573589,2.69418183965012,4.51507534829198,0.000344880694196844,0.00132402194827643
"BCL2L13",0.0495580409994036,0.0700998242023836,0.150506490165026,0.0999118106367067,0.0599699933280751,0.00385422232087285,-0.038415843196812,6.19908996506982,4.51370167045608,0.000345855325830679,0.00132745267799508
"RP3.510O8.4",0.506665948487569,1.46292223789598,0.191644520982767,0.635376503959378,0.0734699484690926,0.188014926879675,-0.133793550635003,-1.98930582849973,4.51127625877948,0.000347583013012203,0.00133377148214868
"MIR6769A",-0.0991848630753291,0.537522808060278,0.384539525974229,0.471104900139025,0.0658022593521509,0.245100387679723,-0.642900367885609,-0.675518971226232,4.51108122868846,0.000347722319004891,0.00133399369994643
"HCG11",0.0661001343820824,-0.168978927986476,-0.13703380568528,-0.103504345049769,-0.0395517758865989,-0.055052196918715,0.00932204194673503,4.31359204837141,4.5099833420283,0.000348507577135101,0.00133669334932534
"FAM200B",0.0129647523080414,0.0441236142206378,0.162703033612937,0.166885988993046,0.12651366561625,0.0585011916134914,0.0400512717963766,4.64024085256867,4.50828109260768,0.000349728670496656,0.00134106298099431
"EIF4E3",-0.0239929263131247,0.0929534511998678,0.201893938233463,0.251180008619142,0.166224354925633,0.118065981650728,0.111707862514706,7.41985817029382,4.50765364650366,0.000350179860093663,0.00134247900048539
"TRAK2",0.0841291883034492,0.219214888495904,0.294634626048546,0.216214864835105,0.170135679653249,0.134199231790983,0.0630404267003764,8.16642649216373,4.50752175442064,0.000350274777514847,0.00134252884206988
"SERF1B",0.114801181469467,-0.181335903405812,-0.312729608479223,-0.436030230254011,0.176951342607374,-0.139632901214814,0.304788366280109,-0.19851598729177,4.50635966409371,0.000351112218873091,0.00134542393152001
"SH3BGRL",0.00929098639871428,0.127155350282465,0.174521831794857,0.170217831948384,0.0744687458928968,0.0611261969010362,0.0658519356938494,7.36863029790565,4.50605377772728,0.000351332989210001,0.00134595520340409
"LAGE3",-0.0291594956611205,-0.175601122690584,-0.0590642824726053,-0.0761672681888881,-0.0583781287211107,-0.120184576231225,0.136341756986927,2.71985658046552,4.50554658515812,0.000351699361386003,0.00134704389664763
"SAMD14",-0.26564228646248,0.0834975524983819,0.278248214726232,0.1028637030754,-0.0457266904939744,0.0370808446902473,-0.207640292677144,2.01620418823652,4.50522377556399,0.000351932746255383,0.00134762284541577
"PAOX",-0.010957267876359,-0.184656823603875,-0.201132726605501,-0.159736771064428,-0.0539835889182489,0.00512026467180537,0.0214829261524554,2.97239198037249,4.50489202876235,0.000352172756656932,0.00134822688830891
"TIAM2",0.14413942646449,0.239121086311573,0.346657108024161,0.5186971716372,0.178601691156503,0.231906498161578,0.12331557465963,2.1037954779671,4.50314571181588,0.000353438919964327,0.00135275816424459
"RBM12B",0.00249131367281619,-0.0397031830444403,-0.0987027738349981,-0.0156467898090717,-0.0486266202225272,0.0437274621565558,0.0171099756354085,5.91276597310665,4.50181820137965,0.000354404525091425,0.00135613723131528
"ERBB3",-0.157445977327575,-0.585338000318836,-0.853583731111721,-0.525359411697497,-0.34654874406231,-0.0753565394010822,0.0114838173075311,-0.58683793440117,4.50162955216219,0.000354541962395004,0.00135634645697752
"GUCY2D",0.105508957205141,0.42222039670404,-0.32016360150726,0.11173868431724,-0.0180754170383765,-0.331022114376632,-0.445171702935829,0.23149054776292,4.50092451930409,0.000355056082555126,0.00135799629801539
"UBALD1",-0.0145435006970747,0.161567969382738,0.201043926857055,0.178306396736601,0.104988092213324,0.123448039920642,-0.000171951124493752,5.12627334545345,4.49985265212159,0.000355839156568483,0.0013606738070464
"NARF",-0.0106109709025546,0.0922273968801699,0.239756171419932,0.166885266071678,0.118950146237543,0.129415107574812,0.0651035311868053,5.91686816670386,4.49918799826977,0.000356325614746416,0.00136221611851621
"KIAA1407",0.0145496127207356,0.0379771040698145,-0.204937426058351,-0.208212111854425,-0.139386132888708,-0.0261082996708166,0.0321957058054281,2.88078673264449,4.49898466064672,0.000356474572007948,0.00136246776134288
"CDC123",-0.0102883851400057,0.0357956680403064,0.175339254929086,0.121820833509734,0.10998037547706,0.119929429411279,0.0911600714819656,5.23104875484323,4.49814076772772,0.000357093452344454,0.00136451494298747
"LIN7C",0.0169541950498102,-0.0856188776137841,-0.122757984053946,-0.061601809113816,-0.0249801808788597,-0.0301405745116279,0.0188367503152955,6.09575004844803,4.49548351066188,0.000359049334515984,0.00137166889123134
"LOC644936",-0.317171751741119,0.534974808804127,0.91663445359834,1.00247199036426,0.501418667908829,0.435417460286032,0.312544106761913,-0.786537044229146,4.4953234616398,0.000359167486355814,0.00137180049729327
"STAMBPL1",0.0525005044755462,-0.123439416968223,-0.168621375520013,-0.22743397250831,-0.134440525985157,-0.0338810463544827,-0.0381040306358187,3.89076021797333,4.49426548615765,0.000359949503170072,0.00137446701012449
"ZNF674",0.0988194804170746,0.282932294003523,0.254981785110681,0.257138229127784,0.200200170359727,0.2857625354482,0.150812632988986,3.24692496565856,4.49344258099513,0.000360558961623851,0.00137647352016149
"LOC100129617",-0.0194580531966169,0.241629484643104,0.236701567606827,0.186211127466344,0.016499032272475,0.0759547919008456,-0.11204634369561,2.61734624386532,4.4933209893589,0.000360649103532959,0.00137649700926913
"SSX2IP",-0.0113124150755821,0.0637209859074268,0.259913008294197,0.205358375032246,0.134003522533797,0.131506084604917,0.0490551396369363,4.61598031024677,4.49274981177876,0.000361072852579448,0.00137779347635031
"NOV",0.0235889048893194,0.145127776847257,0.504807087526906,0.417146489739098,0.266600998740712,0.238378420697737,0.097140333658617,3.28115923960627,4.49092790576639,0.000362427886735658,0.00138264214052856
"GOT2",0.0423839888443789,-0.13167254296124,-0.113003532807729,-0.126742052442757,-0.0914218751057954,-0.0267978267251476,0.0216374283207625,4.55501711237385,4.49028176954802,0.000362909688791279,0.00138395298760715
"PMPCB",-0.00680599080653099,-0.0898075598366916,-0.0836025263384772,-0.127348212460783,-0.0329896230465385,0.0140002986520766,-0.000685432979634637,5.15335402267963,4.49024063534266,0.000362940383228723,0.00138395298760715
"RGS19",0.000349226717592632,0.12077233297236,0.237953601769158,0.17338058002404,0.151833323843426,0.0673571620999356,0.0390797211023988,7.17864729382717,4.48967659506972,0.000363361537753912,0.00138523662299346
"HEXA",0.0279127328629056,-0.0359840626940491,-0.10471090689939,-0.125752971429428,-0.045764639670014,-0.0804405622457249,-0.0378874323448901,5.79381493006389,4.48872565205927,0.000364072708279981,0.00138762502697689
"HGD",0.0802439975090754,0.318772042093521,0.461867535051087,0.294910820063746,0.201628576289371,0.222636016203748,0.181862407142914,2.37950335719757,4.48743310499179,0.000365041620282793,0.00139099444659723
"KCTD21",-0.0164866772507666,0.0577475420971019,0.165059758345215,0.183255974131395,0.111307152505742,0.111753265417868,0.0548389343997062,4.18605726649223,4.48688009519165,0.00036545696499064,0.00139225341683673
"LYSMD3",-0.00351657591636956,0.0301187063334694,0.0849411468922647,0.149559573643043,0.111280513885925,0.0773708602001331,0.0904650052286855,5.71414403874313,4.485836951904,0.000366241739072798,0.00139491886164631
"ZMAT1",0.0765357066747394,0.0737746476864842,-0.200140332495514,-0.121777678708529,-0.105480116868008,-0.0148429642085022,-0.0132189982975457,4.3471467266806,4.48387669920202,0.000367721108937693,0.00140022798661242
"LINC01144",-0.138288870677909,-0.338455533799476,-0.483576094343638,-0.324848803801752,0.0483827329924453,-0.472257842132025,-0.231176156603092,-0.0210718445145224,4.48283997197243,0.000368505964856024,0.0014028906522707
"DR1",0.0271719386815157,0.0134199984421381,0.107941704744511,0.099739137225149,0.107690511126767,0.0730190759310907,0.0767424530815948,6.91102070696621,4.48153992842207,0.000369492572704232,0.00140631996610536
"SIRT3",0.0879408655577818,-0.060084307149062,-0.151637779905824,-0.157538702255719,-0.125192628166576,-0.0659270607249951,-0.171299715519717,3.51037765275601,4.48127050739541,0.000369697373091322,0.00140677275309814
"OPTN",0.0518713012216256,0.239889703352841,0.344566286558166,0.255207491729701,0.160454279717512,0.123612130493099,0.0597249149429824,7.47073084844614,4.47788831008054,0.000372278192020642,0.00141626445891975
"MED12L",-0.060119406472825,0.215165289750468,0.211198514457654,0.239566503079405,0.16139454750143,0.151077277463509,0.0945519446088308,2.70367214067187,4.47747166996848,0.000372597378230409,0.00141714978691533
"RAP2C.AS1",0.156149965236948,0.253643646738779,-0.00891570999330948,-0.283181660509552,-0.17107985450908,-0.196867475808093,-0.100683972996907,1.08194307485928,4.4767324895852,0.000373164346129422,0.00141897690689445
"INPP5B",-0.000892196495777764,-0.00976077670745035,-0.119831018188845,-0.135481097964998,-0.0978209637008844,-0.0805404877288693,-0.0778381736219234,5.78296450694311,4.4764915696707,0.000373349326592256,0.00141935098898642
"ADORA3",0.210449704171908,0.458915449060637,-0.091879768185444,-0.0882306142436942,0.0243036077478931,-0.101991669601453,0.00790513494982092,2.72796917000939,4.47632693737826,0.000373475786362593,0.00141950247279604
"ADAM10",0.00392606772151272,0.0616939577898079,0.145278216059524,0.119840157585445,0.117754577476189,0.0676158177385338,0.0747081966380003,7.87715056883039,4.47468441773824,0.000374739850124501,0.00142375879432886
"ERF",0.0456651716788739,0.105924116618922,0.254319207727811,0.158355855652046,0.0880793448544477,0.0470534165781045,0.0027729771486964,6.07040077189017,4.47464610857351,0.000374769384265952,0.00142375879432886
"TPCN2",0.0126207523241115,0.112546779727183,0.175275818343795,0.116893433004488,0.0641766630510383,0.0149807212058573,-0.0249948313242347,6.10226701432934,4.47418897262782,0.000375121992218807,0.00142476809512724
"DDX56",-0.0195758441057183,-0.0867781995275667,-0.141776406386276,-0.138353575951069,-0.101563499217403,-0.0523166242596047,-0.0472137468037013,5.35321535266986,4.47378700087997,0.000375432328459828,0.00142561641129011
